match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_totalCross,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_shotOffTarget,captain,stat_accurateCross,stat_wonContest,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist
10411555,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,30.0,19.0,14.0,3.0,17.0,20.0,2.0,10.0,1.0,8.0,1.0,1.0,2.0,4.0,90.0,40.0,7.1,12.0,0.0,0.0,0.00020463,0,0.1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,56.0,44.0,13.0,4.0,40.0,44.0,4.0,12.0,4.0,1.0,2.0,2.0,,,82.0,59.0,6.4,13.0,0.0,0.0,0.00454151,0,,23,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,192,1660,M,,47741,EUR,627696000,D,6,6,False,39.0,34.0,4.0,1.0,32.0,34.0,2.0,5.0,3.0,4.0,1.0,,,,90.0,57.0,7.0,5.0,0.1021,0.0,0.0007346,1,,5,1.0,4.0,2.0,,1.0,1.0,1.0,8.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185,2299,M,,888949,EUR,911779200,D,3,3,False,43.0,37.0,5.0,4.0,32.0,35.0,5.0,8.0,7.0,7.0,2.0,2.0,,,90.0,59.0,6.9,7.0,0.0,0.0,0.0124786,0,,3,2.0,4.0,1.0,,2.0,,,6.0,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,
10411555,home,Roma,Rick Karsdorp,rick-karsdorp,R. Karsdorp,D,182,705,M,,363792,EUR,792460800,M,2,2,False,27.0,22.0,8.0,4.0,15.0,16.0,7.0,13.0,5.0,7.0,5.0,2.0,,,82.0,49.0,6.8,12.0,0.0,0.0,0.00874804,0,,,,4.0,2.0,,1.0,,,3.0,,,,,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,
10411555,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,40.0,26.0,13.0,5.0,17.0,23.0,9.0,17.0,8.0,4.0,6.0,3.0,,,90.0,57.0,7.1,17.0,0.0281,0.0,0.0302118,1,,4,1.0,4.0,2.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,
10411555,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,M,7,7,False,20.0,14.0,2.0,1.0,9.0,10.0,6.0,14.0,2.0,2.0,2.0,1.0,,,90.0,35.0,6.4,14.0,0.0,0.0,0.0434619,0,,7,,7.0,2.0,1.0,1.0,,,,,1.0,,,,3.0,4.0,1.0,,1.0,,True,1.0,,,,,,,,,
10411555,home,Roma,Mady Camara,mady-camara,M. M. Camara,M,182,1756,M,,867546,EUR,857088000,M,20,20,False,27.0,20.0,6.0,3.0,11.0,14.0,9.0,13.0,2.0,8.0,1.0,1.0,,,82.0,34.0,6.7,8.0,0.0717,0.0,0.0173167,2,,2,,2.0,,1.0,2.0,,2.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,
10411555,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185,3729,M,,148899,EUR,733017600,M,37,37,False,21.0,16.0,4.0,1.0,9.0,11.0,7.0,11.0,1.0,3.0,,,,,85.0,35.0,6.1,10.0,0.0,0.0,0.00310614,0,,37,,3.0,,3.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
10411555,home,Roma,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,189,9127,M,nicolozaniolo,864898,EUR,930873600,F,22,22,False,13.0,8.0,,,4.0,5.0,4.0,11.0,7.0,1.0,3.0,3.0,,,90.0,34.0,6.7,14.0,0.0437,0.0,0.00630928,1,,10,2.0,8.0,1.0,2.0,1.0,1.0,,,,,2.0,,,3.0,3.0,1.0,,,1.0,,,,,,,,,,,
10411555,home,Roma,Tammy Abraham,tammy-abraham,T. Abraham,F,195,19720,M,tammy_abraham,610766,EUR,875750400,F,9,9,False,12.0,9.0,2.0,1.0,6.0,7.0,3.0,5.0,6.0,1.0,1.0,,,,64.0,23.0,6.7,7.0,0.0702,0.0,0.00074827,1,,18,3.0,9.0,2.0,1.0,,6.0,,1.0,,,2.0,,,,,3.0,1.0,,1.0,,,,,,,,,,,
10411555,home,Roma,Andrea Belotti,andrea-belotti,A. Belotti,F,181,3521,M,gallobelotti,220223,EUR,756345600,F,11,11,True,5.0,3.0,,,2.0,2.0,1.0,3.0,,1.0,,,,,26.0,6.0,6.4,3.0,0.0,0.0,0.00026026,0,,19,,5.0,,,2.0,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
10411555,home,Roma,Matías Viña,matias-vina,M. Viña,D,180,7106,M,matiasv17,875295,EUR,879033600,D,17,17,True,7.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,,,8.0,17.0,7.0,4.0,0.0,0.0,0.00369519,0,,18,1.0,3.0,2.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Nemanja Matić,nemanja-matic,N. Matić,M,194,3565,M,Mati,44241,EUR,586396800,M,8,8,True,13.0,11.0,1.0,1.0,8.0,9.0,3.0,4.0,2.0,3.0,,,,,8.0,16.0,6.6,3.0,0.0,0.0,0.00288812,0,,18,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10411555,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,178,5712,M,stewel92,45925,EUR,720144000,F,92,92,True,3.0,3.0,,,3.0,3.0,,,,,,,,,8.0,4.0,6.5,,0.0,0.0,1.378e-05,0,,22,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,190,31540,M,,791355,EUR,804384000,F,14,14,True,1.0,,,,,1.0,,,,,,,,,10.0,1.0,6.5,1.0,0.0,0.0,0.0,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Pietro Boer,pietro-boer,P. Boer,G,195,243,M,,1008563,EUR,1021161600,G,63,63,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,189,4489,M,,793986,EUR,935712000,G,99,99,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,191,1585,M,,893642,EUR,949968000,D,24,24,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181,2073,M,,986352,EUR,1021507200,M,52,52,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Filippo Tripi,filippo-tripi,F. Tripi,M,185,48,M,,986354,EUR,1010275200,D,65,65,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Cristian Volpato,volpato-cristian,C. Volpato,M,187,875,M,,1155625,EUR,1068854400,M,62,62,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,home,Roma,Benjamin Tahirović,benjamin-tahirovic,B. Tahirović,M,191,1887,M,,1102659,EUR,1046649600,M,68,68,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411555,away,Napoli,Alex Meret,alex-meret,A. Meret,G,190,4366,M,,592794,EUR,858988800,G,1,1,False,29.0,24.0,8.0,3.0,24.0,26.0,,3.0,,5.0,,,,,90.0,32.0,6.9,5.0,0.0,0.0,5.541e-05,0,,1,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,
10411555,away,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,182,6986,M,dilorenzo22,153257,EUR,744422400,D,22,22,False,79.0,72.0,9.0,5.0,36.0,38.0,36.0,45.0,,2.0,,,,,90.0,95.0,7.0,11.0,0.0,0.0,0.0717412,0,,22,,1.0,,,1.0,,,1.0,,,,,,,4.0,,,1.0,,True,,,,,,,,,,
