match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_wonContest,stat_bigChanceMissed,stat_interceptionWon,stat_unsuccessfulTouch,stat_outfielderBlock,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyConceded,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_penaltyWon,stat_goals,stat_penaltyMiss,stat_clearanceOffLine
12117126,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190.0,811,M,982558,EUR,902534400,G,1,1,False,29.0,28.0,7.0,6.0,0.0,24.0,24.0,4.0,5.0,3.0,2.0,1.0,3.0,90.0,32.0,6.9,1.0,0.00105723,0,0.2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117126,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180.0,356,M,122971,EUR,685152000,D,27,27,False,30.0,20.0,1.0,,0.0,12.0,14.0,9.0,23.0,,,,,90.0,61.0,6.5,20.0,0.0429811,0,,,,7.0,1.0,3.0,7.0,7.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117126,home,Vitória,Willean Lepo,willean-lepo,W. Lepo,D,2,180.0,184,M,868076,EUR,853372800,D,97,97,False,57.0,41.0,6.0,2.0,0.0,30.0,41.0,11.0,16.0,4.0,,,,90.0,72.0,6.9,17.0,0.284513,2,,,,,,5.0,2.0,12.0,1.0,,3.0,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0596,0.0979,,,,,,,,,,,,,,,,,,
12117126,home,Vitória,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186.0,1490,M,976235,EUR,932688000,D,4,4,False,68.0,62.0,8.0,6.0,0.0,42.0,45.0,20.0,23.0,5.0,,,,90.0,84.0,7.2,7.0,0.0107699,1,,,,,,1.0,7.0,7.0,,2.0,5.0,3.0,1.0,1.0,,6.0,,,1.0,,1.0,0.2182,0.4151,True,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
12117126,home,Vitória,Patric Calmon,patric-calmon,P. Calmon,D,94,181.0,131,M,987168,EUR,773366400,D,14,14,False,18.0,15.0,1.0,,0.0,9.0,10.0,6.0,9.0,3.0,,,,59.0,28.0,6.7,10.0,0.00466165,0,,,,1.0,,,5.0,2.0,1.0,2.0,,,,2.0,,1.0,,,,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,
12117126,home,Vitória,Luan Santos,luan-santos,Luan,M,33,173.0,2976,M,942426,EUR,926640000,M,8,8,False,37.0,32.0,2.0,1.0,0.0,23.0,24.0,10.0,14.0,2.0,,,,89.0,47.0,6.8,8.0,0.0492115,1,,,,1.0,1.0,,3.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,,,1.0,0.0455,,,,,1.0,2.0,,,,,,,,,,,,,
12117126,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165.0,1521,M,795266,EUR,877132800,M,30,30,False,25.0,22.0,,,0.0,11.0,11.0,12.0,22.0,6.0,,,,90.0,47.0,6.7,13.0,0.0676952,2,,,,8.0,1.0,1.0,4.0,8.0,,4.0,,1.0,,,,1.0,,,1.0,,4.0,0.1249,0.1733,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,
12117126,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179.0,410,M,295167,EUR,737510400,M,29,29,False,18.0,17.0,3.0,3.0,0.0,11.0,12.0,6.0,6.0,1.0,,,,76.0,27.0,6.6,4.0,0.00320251,0,,,,,,,3.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
12117126,home,Vitória,Leo Naldi,leo-naldi,L. Naldi,M,18,177.0,232,M,1101061,EUR,998092800,M,5,5,False,13.0,10.0,,,0.0,8.0,11.0,2.0,2.0,5.0,,,,59.0,24.0,6.9,5.0,0.00111432,0,,Leo Naldi,,,,,2.0,7.0,,,,4.0,1.0,1.0,,,,,,,3.0,,,,,,2.0,,,1.0,,,,,,,,,,,
12117126,home,Vitória,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171.0,881,M,1387272,EUR,961804800,M,16,16,False,51.0,47.0,2.0,2.0,0.0,30.0,33.0,18.0,20.0,6.0,,,,90.0,68.0,7.2,8.0,0.113616,1,,,,2.0,1.0,2.0,5.0,8.0,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,0.198,,,1.0,,,,,2.0,,1.0,,,,,,,,,
