match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_totalOffside,stat_expectedGoals,player_firstName,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_dispossessed,stat_wasFouled,player_sofascoreId,captain,stat_goals,stat_hitWoodwork,stat_punches,stat_penaltyWon
13472837,home,Botafogo,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5658,M,249929,EUR,776736000,F,30,30,False,33.0,28.0,,,0.0,10.0,11.0,18.0,22.0,,2.0,,,,,90.0,44.0,8.4,8.0,0.0227237,3,,,,,,2.0,3.0,1.0,,,,,3.0,2.0,2.0,,1.0,,0.3747,,,3.0,,1.6334,,,1.0,1.0,,,tucocorrea,,2.0,,,
13472837,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,F,10,10,True,14.0,12.0,,,0.0,2.0,4.0,10.0,10.0,,,,,,,19.0,22.0,6.9,5.0,0.182723,1,,3.0,,,,1.0,2.0,1.0,,,,,,,,,,1.0,0.0332,,,,1.0,,,1.0,,1.0,,2.0,savarino10,,,,,
13472837,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181,7625,M,312110,EUR,724377600,D,13,13,True,11.0,11.0,,,0.0,4.0,4.0,7.0,7.0,,3.0,,,,,12.0,18.0,6.8,3.0,0.00369249,1,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,,0.0176,,,,,,,,,,,,alextelles13,,,1.0,,
13472837,home,Botafogo,Allan,allan,Allan,M,25,175,3946,M,158277,EUR,663292800,M,25,25,True,10.0,10.0,,,0.0,1.0,1.0,9.0,9.0,,2.0,,,,,12.0,12.0,6.8,,0.0356794,0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
13472837,home,Botafogo,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4958,M,870762,EUR,893462400,F,98,98,True,,,,,0.0,,,,,,,,,,,8.0,1.0,6.4,1.0,,0,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,arthurcabral9,,,,,
13472837,home,Botafogo,Cristhian Loor,cristhian-loor,C. Loor,G,40,189,665,M,1470452,EUR,1141862400,G,40,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Cristhian Loor,,,,,,,,,,,,,,,,
13472837,home,Botafogo,Raúl,raul,Raúl,G,1,189,539,M,866736,EUR,870048000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,home,Botafogo,Gabriel Bahia,gabriel-bahia,G. Bahia,D,26,188,247,M,1487513,EUR,911865600,D,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,home,Botafogo,Marquinhos,vinagre-souza-marcos-felipe,Marquinhos,D,64,185,119,M,2185481,EUR,1171497600,D,64,64,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Marcos Felipe,,,,,Vinagre Souza,,,,,,,,,,,
13472837,home,Botafogo,Mateo Ponte,mateo-ponte,M. Ponte,D,4,183,1429,M,1099163,EUR,1053734400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,home,Botafogo,Artur,artur,Artur,M,7,168,3069,M,841128,EUR,887500800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,home,Botafogo,Gonzalo Mastriani,gonzalo-mastriani,G. Mastriani,F,39,180,1585,M,345847,EUR,735955200,F,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Gabriel Brazão,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,21.0,12.0,14.0,5.0,0.0,8.0,9.0,4.0,12.0,4.0,5.0,,6.0,,7.0,90.0,40.0,8.0,9.0,0.00046726,0,1.0493,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,
13472837,away,Santos,Igor Vinícius,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,18,18,False,32.0,25.0,2.0,2.0,0.0,9.0,11.0,16.0,21.0,3.0,3.0,,,,,90.0,54.0,6.8,11.0,0.0143504,0,,2.0,,,,,6.0,,,,,,4.0,1.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,
13472837,away,Santos,Adonis Frías,adonis-frias,A. Frías,D,98,189,703,M,940699,EUR,890092800,D,98,98,False,44.0,41.0,6.0,4.0,0.0,18.0,19.0,23.0,25.0,4.0,2.0,,,,,90.0,54.0,6.7,4.0,0.0171246,1,,,,4.0,,7.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,0.0245,,,1.0,,0.0534,,,,1.0,1.0,,,,,,,
13472837,away,Santos,Alexis Duarte,alexis-duarte,A. Duarte,D,23,185,791,M,883205,EUR,952819200,D,23,23,False,24.0,22.0,1.0,,0.0,17.0,18.0,5.0,6.0,1.0,2.0,,,,,45.0,31.0,6.5,2.0,0.00161356,1,,,,1.0,1.0,3.0,5.0,,,,,,3.0,1.0,,,2.0,,0.0732,,1.0,1.0,,0.0997,,,,,,1.0,,,,,,
13472837,away,Santos,Luan Peres,luan-peres,L. Peres,D,14,190,1198,M,842098,EUR,774576000,D,14,14,False,36.0,31.0,6.0,3.0,0.0,16.0,17.0,15.0,19.0,7.0,2.0,,,,,90.0,53.0,6.8,7.0,0.00561507,0,,1.0,,3.0,3.0,5.0,7.0,,1.0,,,3.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Souza,souza,Souza,D,33,179,2869,M,1482340,EUR,1150416000,D,33,33,False,15.0,14.0,,,0.0,8.0,8.0,6.0,7.0,3.0,1.0,,,,,71.0,43.0,7.6,10.0,0.184807,3,,4.0,1.0,2.0,,5.0,3.0,1.0,2.0,2.0,1.0,,,,4.0,,1.0,,0.4163,Souza,,2.0,,1.0106,,,,1.0,2.0,1.0,,,1.0,,,1.0
13472837,away,Santos,Victor Hugo,victor-hugo,V. Hugo,M,30,184,3548,M,1170954,EUR,1084233600,M,29,29,False,30.0,25.0,,,0.0,9.0,9.0,16.0,21.0,,,,,,,78.0,37.0,6.3,10.0,0.017986,0,,1.0,,,,4.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,
13472837,away,Santos,João Schmidt,joao-schmidt,J. Schmidt,M,5,183,1085,M,244591,EUR,737769600,M,5,5,False,31.0,29.0,4.0,3.0,0.0,11.0,12.0,18.0,19.0,1.0,2.0,,,,,90.0,47.0,7.4,6.0,0.042841,0,,,,1.0,2.0,3.0,6.0,,2.0,1.0,,2.0,1.0,,3.0,,1.0,,,,1.0,,,,,,,1.0,,2.0,,True,,,,
13472837,away,Santos,Álvaro Barreal,alvaro-barreal,Á. Barreal,M,22,172,2811,M,949687,EUR,966470400,M,22,22,False,25.0,17.0,1.0,1.0,0.0,3.0,4.0,14.0,21.0,3.0,,,,,,84.0,46.0,7.1,20.0,0.0336953,1,,9.0,1.0,,,3.0,1.0,2.0,1.0,,,1.0,1.0,1.0,3.0,,,,0.7884,,,1.0,,0.845,,,,2.0,,,,,1.0,,,
13472837,away,Santos,Benjamín Rollheiser,benjamin-rollheiser,B. Rollheiser,M,32,175,4255,M,922454,EUR,953856000,F,32,32,False,42.0,32.0,4.0,1.0,0.0,10.0,11.0,22.0,31.0,,9.0,,,,,90.0,60.0,6.6,18.0,0.0200156,1,,,,,,7.0,3.0,,5.0,2.0,,,,,1.0,,2.0,,0.0381,,,,1.0,,,,,,3.0,1.0,,,,,,
13472837,away,Santos,Lautaro Díaz,lautaro-diaz,L. Díaz,F,19,181,1860,M,992093,EUR,895708800,F,19,19,False,6.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,,,,,,71.0,17.0,6.7,6.0,0.00207705,1,,,,3.0,4.0,5.0,5.0,,3.0,1.0,,,,,2.0,,,,0.0421,,,1.0,,0.053,,,,,,,,,,,,
13472837,away,Santos,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,F,11,11,True,17.0,12.0,1.0,,0.0,2.0,3.0,10.0,14.0,4.0,2.0,,,,,45.0,32.0,7.1,9.0,0.0138003,1,,2.0,,2.0,1.0,3.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,0.0247,,,1.0,,0.0228,,,,,,2.0,,,,,,
13472837,away,Santos,Gonzalo Escobar,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,31,31,True,6.0,6.0,,,0.0,1.0,1.0,5.0,5.0,1.0,,,,,,19.0,9.0,6.8,,0.00289711,0,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
13472837,away,Santos,Tiquinho Soares,tiquinho-soares,Tiquinho,F,9,187,4683,M,789100,EUR,664070400,F,9,9,True,12.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,10.0,,1.0,,,,,19.0,14.0,6.7,5.0,0.00279832,0,,,,2.0,2.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,tiquinho_soares_29,,,,,
13472837,away,Santos,Willian Arão,willian-arao,Willian Arão,M,15,181,1888,M,242213,EUR,700358400,M,15,15,True,4.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,12.0,9.0,6.8,2.0,0.00179964,0,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Gustavo Caballero,caballero-gustavo,G. Caballero,M,47,186,1033,M,988656,EUR,1001030400,F,17,17,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,12.0,2.0,6.5,,0.00115928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Diogenes,diogenes,Diogenes,G,1,190,497,M,1128754,EUR,978739200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Diogenes,,,,,,,,,,,,,,,,
13472837,away,Santos,Mayke,mayke,Mayke,D,12,178,2322,M,273329,EUR,721353600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Zé Ivaldo,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,844602,EUR,856483200,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Robinho Júnior,robson-junior,Robinho Jr,M,7,170,10511,M,2191860,EUR,1197849600,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Gabriel Bontempo,gabriel-bontempo,G. Bontempo,M,49,181,1665,M,1656036,EUR,1105833600,M,49,49,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472837,away,Santos,Billal Brahimi,billal-brahimi,B. Brahimi,F,26,183,3087,M,948250,EUR,952992000,F,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
