match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_accurateCross,stat_outfielderBlock,stat_dispossessed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_punches
10408289,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,14.0,12.0,5.0,3.0,12.0,12.0,2.0,5.0,1.0,1.0,90.0,18.0,6.4,2.0,0.0,0.0,7.642e-05,0,-0.0955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408289,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,,55.0,48.0,5.0,3.0,16.0,18.0,44.0,3.0,,,90.0,91.0,7.2,17.0,0.2367,0.0,0.0998907,3,,32.0,7.0,2.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10408289,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,False,,64.0,60.0,4.0,3.0,33.0,37.0,27.0,5.0,,,90.0,71.0,6.7,4.0,0.0,0.0,0.0112558,0,,27.0,,3.0,2.0,4.0,2.0,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,
10408289,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,,64.0,59.0,6.0,5.0,39.0,42.0,22.0,11.0,,,90.0,79.0,7.2,5.0,0.4898,0.0,0.0124783,5,,20.0,,2.0,4.0,2.0,7.0,,,,3.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,
10408289,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,False,,58.0,51.0,2.0,,20.0,21.0,43.0,6.0,,,90.0,83.0,7.3,15.0,0.0,0.0,0.291578,0,,34.0,6.0,2.0,1.0,3.0,4.0,,2.0,1.0,,,2.0,,2.0,2.0,2.0,,,,3.0,,,,3.0,1.0,,,,,,,
10408289,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,,38.0,34.0,,,9.0,9.0,32.0,2.0,,,90.0,59.0,6.8,12.0,0.367,0.0,0.140608,4,,25.0,3.0,,1.0,4.0,5.0,,2.0,,2.0,2.0,,,3.0,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,
10408289,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,,35.0,30.0,9.0,7.0,9.0,9.0,28.0,2.0,,,45.0,42.0,7.1,8.0,0.0,0.0,0.0650282,0,,21.0,2.0,,,2.0,1.0,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,
10408289,home,Atlético Madrid,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,M,4,4,False,,47.0,43.0,3.0,2.0,18.0,20.0,27.0,9.0,,,66.0,55.0,6.6,6.0,0.0,0.0,0.0243168,0,,25.0,,1.0,3.0,6.0,6.0,,1.0,,,,,1.0,1.0,,1.0,2.0,4.0,,,,,,,,,,,,,,
10408289,home,Atlético Madrid,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4728,M,yannickferreiracarrasco,182001,EUR,747100800,M,21,21,False,,28.0,26.0,1.0,1.0,4.0,4.0,29.0,1.0,,,66.0,52.0,7.2,12.0,0.1068,0.0,0.435645,2,,24.0,5.0,,,3.0,3.0,,2.0,2.0,,2.0,,,1.0,,4.0,,1.0,1.0,6.0,,,,2.0,,2.0,,,,,,
10408289,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,8,8,False,,44.0,35.0,5.0,5.0,12.0,14.0,34.0,5.0,,,73.0,66.0,7.8,17.0,0.153,0.2629,0.0306167,4,,23.0,4.0,1.0,,4.0,7.0,,3.0,1.0,2.0,,,,5.0,3.0,,1.0,1.0,,1.0,,,,,,,2.0,,,,,
