match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_dispossessed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_keyPass,captain,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_accurateCross,stat_errorLeadToAShot,stat_penaltyWon
12436914,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,30.0,17.0,19.0,6.0,0.0,13.0,14.0,4.0,16.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,90.0,41.0,6.2,13.0,0.00088885,0,-1.2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436914,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,24.0,18.0,,,0.0,5.0,8.0,13.0,17.0,,1.0,1.0,7.0,2.0,2.0,,,,,,,,90.0,44.0,7.4,7.0,0.0158322,2,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,0.4489,0.5443,,,,,,,,,,,,,,,,
12436914,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,25,25,False,35.0,28.0,2.0,1.0,0.0,19.0,21.0,9.0,14.0,,3.0,,5.0,3.0,3.0,,,,,,,,90.0,43.0,6.3,7.0,0.00405475,0,,,,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,
12436914,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,,894474,EUR,864345600,D,26,26,False,47.0,40.0,7.0,3.0,0.0,27.0,31.0,13.0,16.0,2.0,1.0,2.0,4.0,3.0,5.0,,,,,,,,90.0,60.0,5.9,7.0,0.00645036,0,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12436914,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,D,33,33,False,17.0,14.0,3.0,1.0,0.0,8.0,10.0,6.0,10.0,1.0,,5.0,3.0,,1.0,,1.0,,,,,,65.0,35.0,6.8,8.0,0.00419566,2,,,,3.0,1.0,2.0,1.0,,2.0,1.0,,2.0,2.0,0.1258,0.565,1.0,,,,1.0,1.0,,,,,,,,,,
12436914,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,34.0,23.0,3.0,3.0,0.0,6.0,11.0,17.0,23.0,1.0,3.0,1.0,6.0,3.0,1.0,,,,,,,,90.0,45.0,6.8,12.0,0.00607722,1,,,,,,,,,1.0,,1.0,2.0,1.0,0.0775,0.7021,,,,1.0,,,1.0,,,,,,,,,
12436914,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,10,10,False,26.0,21.0,2.0,1.0,0.0,9.0,11.0,12.0,15.0,2.0,3.0,6.0,8.0,5.0,2.0,1.0,2.0,,,,,,77.0,42.0,6.6,6.0,0.0211827,1,,,,,2.0,,,,,,,2.0,1.0,0.1448,,,,,3.0,,,1.0,1.0,3.0,,,,,,,
12436914,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,12.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,11.0,,,4.0,3.0,1.0,5.0,,,,,,,,90.0,28.0,6.2,10.0,0.0120366,2,,,,2.0,,4.0,,1.0,,,1.0,,,0.0613,,,,,3.0,,,,1.0,,True,,,,,,
12436914,home,West Ham United,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,4,4,False,21.0,17.0,2.0,,1.0,9.0,10.0,8.0,12.0,,2.0,4.0,4.0,1.0,3.0,,3.0,,,,,,78.0,30.0,6.7,7.0,0.226781,0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,2.0,,1.0,,1.0,,,,,
12436914,home,West Ham United,Crysencio Summerville,crysencio-summerville,C. Summerville,M,7,174,5285,M,csummerville7,917005,EUR,1004400000,M,7,7,False,7.0,4.0,1.0,,0.0,2.0,3.0,2.0,4.0,1.0,,4.0,3.0,,3.0,,1.0,,,,,,45.0,19.0,6.0,7.0,0.00062378,0,,,,,,1.0,,,,,,3.0,2.0,,,1.0,,,,1.0,,2.0,,,,,1.0,,,,
12436914,home,West Ham United,Michail Antonio,michail-antonio,M. Antonio,F,,180,3251,M,MichailAntonio,47772,EUR,638582400,F,9,9,False,10.0,8.0,2.0,2.0,0.0,2.0,3.0,6.0,8.0,2.0,2.0,6.0,3.0,,,,,,,,,,65.0,26.0,6.4,12.0,0.0480193,1,,,,1.0,,1.0,,,,,,,,0.0543,,,,,1.0,3.0,,5.0,1.0,1.0,,,,,,,
12436914,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,EdsonAlvarez19,847151,EUR,877651200,M,19,19,True,18.0,17.0,1.0,1.0,0.0,10.0,10.0,7.0,8.0,,,2.0,5.0,,3.0,,,,,,,,45.0,29.0,7.0,3.0,0.0116283,0,,,,,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,
12436914,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,D,5,5,True,14.0,12.0,1.0,,0.0,7.0,7.0,5.0,7.0,,1.0,1.0,4.0,,1.0,,1.0,,,,,,25.0,21.0,6.9,2.0,0.0354827,0,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,
12436914,home,West Ham United,Danny Ings,danny-ings,D. Ings,F,9,178,1761,M,,130181,EUR,711849600,F,18,18,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,1.0,,3.0,1.0,1.0,,,,,,,,,25.0,14.0,6.4,5.0,0.00177399,2,,,,,,2.0,1.0,1.0,1.0,,,,,0.5693,0.4646,,,,,1.0,,1.0,,,,,,1.0,,,
