match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_totalOffside,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_wasFouled,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyWon,stat_hitWoodwork,player_sofascoreId
13472780,home,Sport Recife,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193.0,501,M,147467,EUR,717552000,G,1,1,False,23.0,15.0,12.0,4.0,0.0,14.0,15.0,1.0,8.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,90.0,28.0,6.8,8.0,0.00037409,0,0.1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472780,home,Sport Recife,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188.0,291,M,953736,EUR,923443200,D,33,33,False,27.0,21.0,1.0,,0.0,7.0,9.0,14.0,18.0,1.0,5.0,,,,,,90.0,58.0,7.0,17.0,0.0883695,1,,,,2.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,5.0,5.0,3.0,2.0,0.0117,2.0,,,,,,,,,,,,,,,,,,
13472780,home,Sport Recife,Rafael Thyere,rafael-thyere,R. Thyere,D,15,190.0,343,M,354894,EUR,737596800,D,15,15,False,53.0,44.0,6.0,2.0,0.0,28.0,30.0,16.0,23.0,2.0,2.0,,,,,,90.0,61.0,6.3,10.0,0.00902758,0,,,,,,,1.0,,,,1.0,,,,,,,True,1.0,,,,,,,,,,,,,,,,
13472780,home,Sport Recife,Ramon Menezes,ramon,R. Menezes,D,40,186.0,242,M,839516,EUR,799459200,D,40,40,False,57.0,53.0,4.0,4.0,0.0,35.0,37.0,18.0,20.0,4.0,7.0,,,,,,90.0,73.0,7.1,6.0,0.00727906,0,,,,,,2.0,2.0,3.0,,,5.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,
13472780,home,Sport Recife,Luan Cândido,luan-candido,L. Cândido,D,36,187.0,716,M,905459,EUR,981072000,D,36,36,False,49.0,45.0,6.0,4.0,0.0,23.0,24.0,22.0,25.0,2.0,4.0,,,,,,90.0,68.0,7.0,5.0,0.0139763,1,,,,,,1.0,5.0,4.0,1.0,,2.0,2.0,,1.0,3.0,0.283,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.7775,,,,,,,
13472780,home,Sport Recife,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,M,17,17,False,25.0,17.0,2.0,,0.0,4.0,4.0,13.0,21.0,,4.0,,,,,,86.0,43.0,6.9,13.0,0.0136858,2,,,,2.0,,,2.0,9.0,5.0,1.0,,,,1.0,,0.0452,,,,,2.0,,5.0,,,,,,1.0,4.0,,,,,
13472780,home,Sport Recife,Christian Rivera,christian-rivera,C. Rivera,M,16,184.0,617,M,832662,EUR,821577600,M,14,14,False,48.0,41.0,5.0,2.0,0.0,26.0,29.0,15.0,19.0,,7.0,,,,,,90.0,65.0,6.8,12.0,0.0519078,1,,,,1.0,1.0,3.0,6.0,9.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0881,,,1.0,1.0,2.0,,1.0,,,,1.0,,,2.0,,,,,
13472780,home,Sport Recife,Zé Lucas,ze-lucas,Zé Lucas,M,58,174.0,3013,M,2040561,EUR,1206144000,M,58,58,False,35.0,28.0,2.0,1.0,0.0,12.0,13.0,16.0,22.0,,7.0,,,,,,70.0,45.0,6.9,8.0,0.0169679,1,,,,,,1.0,3.0,4.0,,,1.0,1.0,1.0,,1.0,0.0896,,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,
13472780,home,Sport Recife,Chrystian Barletta,chrystian-barletta,C. Barletta,M,30,178.0,1164,M,1035765,EUR,994291200,M,30,30,False,12.0,9.0,2.0,1.0,0.0,3.0,4.0,6.0,8.0,,,,,,,,60.0,30.0,6.5,12.0,0.00741422,2,,,,3.0,,1.0,5.0,5.0,3.0,1.0,1.0,1.0,,,,0.0601,,,,,2.0,,,1.0,,,,0.5019,,3.0,,,,,
13472780,home,Sport Recife,Hyoran,hyoran,Hyoran,M,19,174.0,485,M,551348,EUR,738288000,F,19,19,False,22.0,18.0,2.0,2.0,1.0,1.0,2.0,17.0,20.0,1.0,4.0,,,,,,87.0,41.0,7.8,14.0,0.165195,1,,,,6.0,1.0,1.0,6.0,4.0,1.0,,1.0,1.0,1.0,5.0,5.0,0.0995,5.0,,,1.0,,,1.0,1.0,,,,0.2319,,1.0,1.0,,,,
