match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_wasFouled,stat_aerialLost,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_errorLeadToAGoal,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,captain
13473339,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,26.0,18.0,11.0,3.0,0.0,16.0,16.0,2.0,10.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,32.0,6.7,8.0,0.00051713,0,-0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473339,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,51.0,40.0,4.0,2.0,0.0,15.0,18.0,25.0,33.0,5.0,10.0,,,,,,,90.0,93.0,7.5,18.0,0.0223085,0,,3.0,1.0,7.0,14.0,1.0,1.0,8.0,6.0,3.0,7.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,
13473339,home,Vasco da Gama,João Victor,joao-victor,J. Victor,D,38,187,1769,M,,982998,EUR,900633600,D,38,38,False,49.0,44.0,4.0,3.0,0.0,28.0,31.0,16.0,18.0,5.0,4.0,,,,,,,90.0,67.0,7.3,7.0,0.00504109,0,,,2.0,2.0,7.0,,,2.0,,3.0,4.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,
13473339,home,Vasco da Gama,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,,385916,EUR,820108800,D,4,4,False,52.0,49.0,12.0,10.0,0.0,33.0,35.0,16.0,17.0,4.0,3.0,,,,,,,90.0,61.0,7.2,4.0,0.00973449,0,,,1.0,2.0,2.0,,,1.0,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,
13473339,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,44.0,42.0,2.0,,0.0,10.0,10.0,32.0,34.0,5.0,,,,,,,,90.0,69.0,6.8,8.0,0.307458,0,,5.0,1.0,5.0,2.0,1.0,,2.0,,,1.0,1.0,,2.0,,,,2.0,1.0,3.0,,,,,,,,,,,,
13473339,home,Vasco da Gama,Paulinho Paula,paulinho-paula,Paulinho,M,18,173,1795,M,,879902,EUR,852681600,M,18,18,False,32.0,24.0,1.0,1.0,0.0,7.0,9.0,17.0,23.0,1.0,6.0,,,,,,,68.0,49.0,6.2,10.0,0.016436,0,,,1.0,7.0,8.0,4.0,,3.0,2.0,,3.0,1.0,1.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,
13473339,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,45.0,42.0,5.0,5.0,0.0,18.0,18.0,24.0,27.0,5.0,2.0,,,,,,,81.0,58.0,7.6,4.0,0.0169588,2,,,,2.0,3.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,0.1912,,,,,,,,,
13473339,home,Vasco da Gama,Benjamín Garré,benjamin-garre,B. Garré,M,90,171,1416,M,,904847,EUR,963273600,M,15,15,False,38.0,34.0,1.0,1.0,0.0,10.0,10.0,24.0,28.0,1.0,6.0,,,,,,,68.0,53.0,6.8,12.0,0.151645,0,,3.0,,6.0,1.0,3.0,,2.0,,,1.0,1.0,4.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
13473339,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,11,11,False,36.0,28.0,1.0,1.0,0.0,4.0,5.0,24.0,31.0,1.0,3.0,,,,,,,68.0,51.0,7.1,11.0,0.0441795,3,,,1.0,5.0,6.0,1.0,2.0,3.0,2.0,,1.0,1.0,,1.0,,2.0,,,,,,2.0,0.067,,,1.0,0.048,,,,,
13473339,home,Vasco da Gama,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4340,M,,851285,EUR,929491200,M,17,17,False,33.0,27.0,3.0,,0.0,5.0,7.0,22.0,26.0,,5.0,,,,,,,77.0,46.0,7.3,9.0,0.0934483,2,,2.0,,2.0,4.0,1.0,,2.0,2.0,1.0,,,1.0,1.0,,2.0,,,,2.0,,,0.3984,,,1.0,0.9586,1.0,1.0,1.0,1.0,
