match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_challengeLost,stat_wonContest,stat_wasFouled,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim
12117245,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,15.0,13.0,4.0,2.0,0.0,12.0,14.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,90.0,27.0,7.0,2.0,0.00010515,0,0.3671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117245,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,35.0,24.0,6.0,4.0,0.0,7.0,9.0,18.0,33.0,2.0,5.0,,,,90.0,73.0,7.2,27.0,0.0683684,2,,,,7.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0.0782,0.4756,1.0,,,,,,,,,,,,
12117245,home,Cruzeiro,Zé Ivaldo,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,,844602,EUR,856483200,D,5,5,False,58.0,46.0,12.0,6.0,0.0,28.0,32.0,18.0,27.0,3.0,5.0,,,,90.0,70.0,7.6,13.0,0.00577124,2,,,,1.0,,,1.0,3.0,,,1.0,1.0,1.0,3.0,1.0,,,0.0472,0.298,,1.0,1.0,1.0,,,,,,,,,
12117245,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,65.0,61.0,7.0,6.0,0.0,40.0,43.0,21.0,22.0,5.0,6.0,,,,90.0,74.0,7.2,5.0,0.00741165,1,,,,,,4.0,1.0,6.0,,,,,,2.0,2.0,1.0,,0.0662,,,1.0,,,1.0,,,,,,,,
12117245,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,,870787,EUR,864086400,D,3,3,False,42.0,35.0,10.0,6.0,0.0,23.0,26.0,13.0,23.0,3.0,3.0,,,,90.0,65.0,6.9,14.0,0.0723135,0,,,,7.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
12117245,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,68.0,60.0,6.0,4.0,0.0,31.0,34.0,29.0,34.0,,3.0,,,,88.0,78.0,7.3,10.0,0.0619917,0,,,,,,,3.0,3.0,2.0,,,,1.0,3.0,3.0,,,,,3.0,1.0,,,,True,1.0,,,,,,
12117245,home,Cruzeiro,Matheus Henrique,matheus-henrique,M. Henrique,M,8,175,2964,M,,912786,EUR,882489600,M,97,97,False,46.0,40.0,4.0,3.0,0.0,21.0,22.0,19.0,27.0,,5.0,,,,90.0,65.0,7.0,12.0,0.0187808,1,,,,3.0,,,6.0,3.0,3.0,1.0,1.0,,3.0,,,,2.0,0.0535,,1.0,,,,,,1.0,1.0,1.0,2.0,,,
12117245,home,Cruzeiro,Lautaro Díaz,lautaro-diaz,L. Díaz,F,19,181,1860,M,,992093,EUR,895708800,M,26,26,False,33.0,24.0,1.0,1.0,0.0,5.0,7.0,19.0,26.0,,3.0,,,,90.0,48.0,6.8,18.0,0.112496,3,,,,,,4.0,6.0,6.0,2.0,3.0,3.0,,,,,5.0,,0.2486,,2.0,2.0,,,,,,,1.0,1.0,1.0,,
12117245,home,Cruzeiro,Mateus Vital,mateus-vital,Mateus Vital,M,10,175,769,M,,823653,EUR,887241600,M,7,7,False,30.0,26.0,2.0,1.0,0.0,12.0,14.0,15.0,18.0,,6.0,,,,70.0,39.0,6.5,7.0,0.0108556,0,,,,2.0,1.0,,5.0,4.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,2.0,2.0,2.0,,,
12117245,home,Cruzeiro,Gabriel Veron,gabriel-veron,G. Veron,M,27,176,2553,M,,1002819,EUR,1031011200,M,30,30,False,12.0,9.0,2.0,1.0,0.0,2.0,2.0,7.0,10.0,,,,,,45.0,20.0,6.5,6.0,0.0503825,0,,,,,,,3.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12117245,home,Cruzeiro,Kaio Jorge,kaio-jorge,K. Jorge,F,19,182,26963,M,kaiojorge,954888,EUR,1011830400,F,9,9,False,14.0,10.0,,,0.0,3.0,6.0,8.0,9.0,1.0,1.0,,,,90.0,30.0,7.4,9.0,0.0356116,4,,,,1.0,1.0,1.0,5.0,2.0,2.0,,1.0,3.0,,,,3.0,2.0,0.2022,0.1328,2.0,1.0,,,,,,,,1.0,,1.0,
12117245,home,Cruzeiro,Álvaro Barreal,alvaro-barreal,Á. Barreal,M,22,172,2811,M,,949687,EUR,966470400,M,21,21,True,20.0,18.0,1.0,1.0,1.0,10.0,10.0,10.0,15.0,,1.0,,,,45.0,29.0,7.1,7.0,0.106773,0,,,,5.0,2.0,,1.0,,,,,,,,,1.0,,,,3.0,1.0,,,,,,,,,,,
