match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_totalOffside,stat_dispossessed,player_firstName,player_lastName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_outfielderBlock,stat_errorLeadToAShot,stat_goalAssist,stat_goals
11388435,home,Vitesse,Eloy Room,eloy-room,E. Room,G,188,180,M,40859,EUR,602726400,G,1,1,False,28.0,12.0,21.0,5.0,8.0,9.0,4.0,19.0,7.0,2.0,4.0,1.0,1.0,90.0,37.0,6.6,17.0,0.00069599,0,-0.4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388435,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,180,5896,M,794373,EUR,835920000,D,2,2,False,47.0,39.0,8.0,7.0,19.0,22.0,23.0,31.0,8.0,,,,,90.0,79.0,7.0,16.0,0.117019,0,,2,6.0,3.0,2.0,2.0,5.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11388435,home,Vitesse,Nicolas Isimat-Mirin,nicolas-isimat-mirin,N. Isimat-Mirin,D,189,76,M,781556,EUR,690076800,D,29,29,False,44.0,39.0,9.0,5.0,25.0,26.0,14.0,18.0,4.0,,,,,90.0,46.0,6.3,5.0,0.013154,0,,,,,1.0,2.0,2.0,4.0,,,,1.0,1.0,,1.0,,,True,1.0,1.0,,,,,,,,,,,,,,,
11388435,home,Vitesse,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,189,435,M,916943,EUR,995414400,D,15,15,False,57.0,48.0,8.0,4.0,26.0,28.0,22.0,30.0,9.0,,,,,90.0,72.0,6.9,13.0,0.0640698,0,,3,1.0,,2.0,,3.0,8.0,,1.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11388435,home,Vitesse,Mica Pinto,mica-pinto,Mica,D,176,157,M,785815,EUR,739152000,D,5,5,False,39.0,34.0,,,12.0,13.0,23.0,29.0,4.0,,,,,82.0,51.0,6.7,8.0,0.158774,0,,5,3.0,1.0,,,2.0,2.0,,,,2.0,1.0,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,
11388435,home,Vitesse,Paxten Aaronson,paxten-aaronson,P. Aaronson,M,175,898,M,1035515,EUR,1061856000,M,14,14,False,18.0,16.0,,,5.0,5.0,15.0,20.0,2.0,,,,,90.0,43.0,7.1,13.0,0.13679,5,,31,7.0,4.0,1.0,1.0,6.0,4.0,1.0,,,2.0,1.0,2.0,2.0,1.0,4.0,,,,3.0,Paxten Aaronson,,1.0,2.0,2.0,0.3746,,,,,,,,
11388435,home,Vitesse,Mathijs Tielemans,mathijs-tielemans,M. Tielemans,M,181,116,M,966542,EUR,1019779200,M,21,21,False,59.0,52.0,5.0,4.0,24.0,25.0,29.0,36.0,7.0,,,,,90.0,70.0,7.1,11.0,0.14053,1,,8,2.0,1.0,,,3.0,1.0,1.0,,,,,1.0,,,2.0,,1.0,,2.0,,,,1.0,,0.0146,1.0,,,,,,,
11388435,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,185,201,M,891795,EUR,931046400,M,20,20,False,46.0,43.0,3.0,1.0,15.0,16.0,28.0,31.0,6.0,,,,,70.0,57.0,7.1,7.0,0.0507692,2,,21,1.0,,1.0,2.0,3.0,2.0,1.0,,2.0,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,0.0734,,1.0,,,,,,
11388435,home,Vitesse,Gyan de Regt,gyan-de-regt,G. d. Regt,M,176,358,M,1126966,EUR,1061164800,F,25,25,False,25.0,16.0,4.0,1.0,4.0,9.0,12.0,19.0,5.0,,,,,82.0,51.0,7.4,18.0,0.100109,4,,11,3.0,,2.0,1.0,6.0,8.0,4.0,,,2.0,2.0,3.0,3.0,2.0,2.0,,,,1.0,,,1.0,1.0,2.0,0.2701,2.0,,1.0,,,,,
11388435,home,Vitesse,Thomas Buitink,thomas-buitink,T. Buitink,F,174,85,M,856736,EUR,960940800,F,19,19,False,10.0,6.0,1.0,1.0,2.0,3.0,4.0,8.0,5.0,,,,,67.0,24.0,6.6,11.0,0.00950246,2,,29,1.0,,2.0,,8.0,2.0,2.0,,,1.0,,3.0,,3.0,,,,1.0,2.0,Thomas,Buitink,,1.0,1.0,0.1396,1.0,,1.0,,,,,
