match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_lastManTackle,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_errorLeadToAShot,stat_wasFouled,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_hitWoodwork
13472742,home,Sport Recife,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193.0,501,M,147467,EUR,717552000,G,1,1,False,27.0,10.0,20.0,3.0,0.0,8.0,8.0,2.0,19.0,2.0,2.0,2.0,7.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,90.0,38.0,7.8,18.0,0.00021581,0,0.1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472742,home,Sport Recife,Aderlan,aderlan,Aderlan,D,13,180.0,379,M,584432,EUR,650937600,D,13,13,False,26.0,20.0,6.0,4.0,0.0,11.0,13.0,9.0,13.0,2.0,5.0,3.0,2.0,,,,,,,,84.0,45.0,7.4,9.0,0.0184977,1,,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0292,1.0,,,,,,,,,,,,,,,,,,,,
13472742,home,Sport Recife,Rafael Thyere,rafael-thyere,R. Thyere,D,15,190.0,343,M,354894,EUR,737596800,D,15,15,False,22.0,13.0,5.0,,0.0,12.0,15.0,1.0,7.0,4.0,7.0,3.0,,2.0,,,,,,,90.0,36.0,7.3,11.0,0.00029429,0,,,,4.0,,2.0,1.0,3.0,3.0,1.0,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,
13472742,home,Sport Recife,Ramon Menezes,ramon,R. Menezes,D,40,186.0,242,M,839516,EUR,799459200,D,40,40,False,25.0,22.0,6.0,3.0,0.0,15.0,15.0,7.0,10.0,3.0,4.0,7.0,1.0,,,,,,,,90.0,36.0,7.2,3.0,0.090202,0,,,,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
13472742,home,Sport Recife,Luan Cândido,luan-candido,L. Cândido,D,36,187.0,716,M,905459,EUR,981072000,D,36,36,False,18.0,15.0,,,0.0,7.0,8.0,8.0,10.0,3.0,5.0,6.0,4.0,1.0,,,,,,,90.0,45.0,7.2,12.0,0.0125394,0,,1.0,,4.0,,1.0,3.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
13472742,home,Sport Recife,Zé Lucas,ze-lucas,Zé Lucas,M,58,174.0,3013,M,2040561,EUR,1206144000,M,58,58,False,22.0,14.0,2.0,,0.0,4.0,9.0,10.0,13.0,,3.0,1.0,6.0,4.0,,,,,,,89.0,33.0,6.5,12.0,0.0328214,1,,,,8.0,1.0,1.0,,1.0,1.0,1.0,0.0195,,,4.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,
13472742,home,Sport Recife,Christian Rivera,christian-rivera,C. Rivera,M,16,184.0,617,M,832662,EUR,821577600,M,14,14,False,36.0,33.0,5.0,4.0,0.0,21.0,22.0,12.0,14.0,2.0,6.0,1.0,3.0,1.0,,,,,,,90.0,44.0,6.7,5.0,0.062269,0,,,,8.0,,,,2.0,1.0,4.0,,,,1.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,
13472742,home,Sport Recife,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,M,17,17,False,16.0,12.0,,,0.0,5.0,5.0,7.0,11.0,,3.0,,4.0,3.0,,,,,,,69.0,38.0,7.4,13.0,0.016576,4,,2.0,,4.0,1.0,,,,,1.0,0.4709,1.0,,1.0,,,,4.0,2.0,,,1.0,,,1.0,1.0,2.0,1.0,0.7569,,,
13472742,home,Sport Recife,Hyoran,hyoran,Hyoran,M,19,174.0,485,M,551348,EUR,738288000,M,19,19,False,13.0,11.0,,,0.0,3.0,3.0,8.0,10.0,,7.0,1.0,3.0,2.0,,,,,,,70.0,36.0,6.5,15.0,0.0137632,1,,8.0,,6.0,,,,4.0,1.0,3.0,0.0282,,,,,,,4.0,1.0,,,2.0,,,,1.0,,,,,,
13472742,home,Sport Recife,Léo Pereira,leo-pereira,L. Pereira,M,38,172.0,371,M,1008491,EUR,962236800,M,38,38,False,9.0,5.0,1.0,,0.0,2.0,3.0,3.0,6.0,,2.0,1.0,3.0,3.0,,,,,,,85.0,31.0,6.4,15.0,0.0957885,2,,3.0,1.0,9.0,1.0,,1.0,2.0,2.0,1.0,0.0411,1.0,,2.0,,,1.0,5.0,,,,,,,,1.0,,,,1.0,,
