match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_lastManTackle,stat_goodHighClaim
10389829,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,31.0,24.0,15.0,9.0,21.0,24.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,3.0,2.0,1.0,90.0,44.0,6.5,8.0,0.0,0.0,0.00047572,0,-0.6923,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389829,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,38.0,30.0,1.0,,10.0,16.0,20.0,25.0,1.0,7.0,5.0,3.0,1.0,1.0,3.0,,,,,87.0,63.0,6.0,16.0,0.0,0.0,0.0517176,0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389829,home,Stade de Reims,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185,227,M,1407973,EUR,1049241600,D,43,43,False,25.0,18.0,3.0,1.0,12.0,15.0,6.0,10.0,1.0,2.0,3.0,,3.0,1.0,6.0,,,,,75.0,36.0,6.5,7.0,0.0369,0.0,0.00434701,1,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10389829,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,63.0,54.0,7.0,1.0,33.0,37.0,21.0,26.0,2.0,7.0,5.0,1.0,1.0,2.0,13.0,,,,,90.0,78.0,6.2,12.0,0.0697,0.0,0.0646659,2,,,2.0,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,True,1.0,1.0,,,,,,,,,,
10389829,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,49.0,40.0,2.0,,19.0,22.0,23.0,31.0,2.0,3.0,2.0,2.0,5.0,1.0,5.0,,,,,90.0,68.0,6.2,13.0,0.0,0.0,0.0407793,0,,4.0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,
10389829,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,52.0,46.0,2.0,2.0,21.0,25.0,25.0,27.0,2.0,3.0,7.0,1.0,1.0,1.0,11.0,,,,,74.0,70.0,7.1,9.0,0.0,0.0,0.0326202,0,,,,,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
10389829,home,Stade de Reims,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,17,17,False,45.0,41.0,5.0,5.0,18.0,21.0,23.0,24.0,,4.0,11.0,3.0,,2.0,13.0,,,,,87.0,70.0,7.9,7.0,0.0519,0.1395,0.0673221,2,,,,1.0,4.0,1.0,,3.0,1.0,,4.0,4.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,
10389829,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,M,39,39,False,26.0,19.0,,,5.0,9.0,18.0,28.0,1.0,6.0,8.0,,,1.0,4.0,,,,,90.0,60.0,6.8,26.0,0.0891,0.0,0.152251,2,,11.0,3.0,,2.0,2.0,,6.0,,1.0,4.0,2.0,,3.0,,,2.0,2.0,4.0,,ItouJky,,,,,,,
10389829,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,23.0,13.0,,,4.0,6.0,9.0,17.0,8.0,10.0,13.0,1.0,1.0,1.0,1.0,,,,,90.0,41.0,7.7,14.0,0.3663,0.2278,0.253077,4,,,,,3.0,1.0,,4.0,4.0,6.0,1.0,1.0,2.0,2.0,,,,3.0,,2.0,,1.0,1.0,1.0,1.0,,,
10389829,home,Stade de Reims,Alexis Flips,,,flips-alexis,A. Flips,M,70,173,226,M,879672,EUR,948153600,M,70,70,False,27.0,16.0,3.0,2.0,1.0,3.0,17.0,29.0,1.0,4.0,2.0,2.0,,1.0,4.0,,,,,74.0,41.0,7.0,16.0,0.0632,0.5615,0.240878,2,,5.0,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,3.0,2.0,1.0,,,,,,,,
