match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_outfielderBlock,captain,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,player_sofascoreId
12448282,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189,296,M,939460,EUR,925430400,G,99,99,False,32.0,19.0,22.0,9.0,0.0,13.0,15.0,6.0,17.0,9.0,3.0,5.0,90.0,44.0,7.2,14.0,0.00129887,0,-0.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448282,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192,131,M,1515525,EUR,1127347200,D,25,25,False,43.0,31.0,4.0,,0.0,18.0,25.0,13.0,18.0,3.0,,,90.0,71.0,6.9,16.0,0.0174127,1,,1.0,3.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,0.2145,,,,,,,,,,,,,,,
12448282,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186,224,M,918420,EUR,994118400,D,12,12,False,47.0,34.0,8.0,3.0,0.0,31.0,36.0,3.0,11.0,5.0,,,90.0,66.0,7.4,13.0,0.0008771,0,,1.0,8.0,1.0,13.0,,,,,8.0,3.0,4.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,
12448282,home,NAC Breda,Jan Van den Bergh,,,jan-van-den-bergh,J. Van den Bergh,D,52,189,155,M,929498,EUR,781056000,D,5,5,False,47.0,39.0,9.0,4.0,0.0,32.0,34.0,8.0,14.0,4.0,,,90.0,65.0,6.7,8.0,0.0795604,0,,4.0,1.0,5.0,4.0,,,,,10.0,1.0,1.0,1.0,,2.0,1.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,
12448282,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185,120,M,858242,EUR,929923200,D,4,4,False,33.0,21.0,6.0,1.0,0.0,14.0,17.0,7.0,19.0,6.0,,,90.0,57.0,7.0,19.0,0.00742096,0,,4.0,1.0,5.0,6.0,,,,,2.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,3.0,,,,,,,,,,,,
12448282,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178,164,M,1096511,EUR,974592000,M,16,16,False,27.0,22.0,4.0,2.0,0.0,14.0,16.0,8.0,11.0,3.0,,,90.0,32.0,6.6,5.0,0.00356494,0,,1.0,2.0,1.0,3.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12448282,home,NAC Breda,Dominik Janošek,,,dominik-janosek,D. Janošek,M,39,183,161,M,891420,EUR,897696000,M,39,39,False,56.0,49.0,8.0,6.0,1.0,23.0,25.0,29.0,37.0,7.0,,,90.0,70.0,8.1,12.0,0.648842,1,,,3.0,2.0,5.0,1.0,,,,3.0,,,,,,,0.0151,,,6.0,3.0,,3.0,3.0,2.0,1.0,1.0,0.1599,,,,
12448282,home,NAC Breda,Boyd Lucassen,Boyd,Lucassen,boyd-lucassen,B. Lucassen,D,2,173,39,M,912651,EUR,899251200,M,2,2,False,19.0,12.0,4.0,1.0,0.0,5.0,8.0,7.0,12.0,4.0,,,89.0,39.0,7.8,9.0,0.0020297,1,,1.0,1.0,2.0,6.0,1.0,,,,3.0,1.0,4.0,2.0,1.0,1.0,,0.3727,,,1.0,,,,,,,1.0,0.7658,1.0,,,
12448282,home,NAC Breda,Matthew Garbett,,,matthew-garbett,M. Garbett,M,28,188,184,M,1002607,EUR,1018656000,M,7,7,False,24.0,18.0,2.0,2.0,0.0,9.0,11.0,9.0,13.0,4.0,,,75.0,38.0,6.6,14.0,0.00614001,1,,3.0,2.0,7.0,4.0,1.0,3.0,1.0,,,3.0,1.0,1.0,4.0,,,0.0405,,,,,,1.0,1.0,1.0,,,,,,,
12448282,home,NAC Breda,Raul Paula,Raul Paula,,paula-raul,R. Paula,M,11,177,105,M,1083398,EUR,1074988800,M,11,11,False,18.0,13.0,1.0,,0.0,6.0,8.0,7.0,11.0,2.0,,,90.0,30.0,6.3,13.0,0.0140793,0,,,4.0,5.0,5.0,,1.0,,,,2.0,,,1.0,,,,,,1.0,,,,5.0,1.0,,,,,,,
