match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_penaltyConceded,player_sofascoreId,stat_bigChanceCreated,stat_goalAssist,stat_totalOffside,stat_hitWoodwork,stat_outfielderBlock,stat_penaltyWon,stat_ownGoals,stat_errorLeadToAGoal
11388445,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,48.0,38.0,16.0,6.0,32.0,32.0,6.0,16.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,56.0,6.6,10.0,0.00273715,0,-0.0471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388445,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,83.0,77.0,6.0,2.0,33.0,36.0,44.0,48.0,1.0,7.0,,,,,,,90.0,104.0,6.9,11.0,0.0629139,1,,True,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,0.1754,1.0,,,,,,,,,,,,,,,,,,,
11388445,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,82.0,76.0,3.0,,43.0,44.0,33.0,38.0,,9.0,,,,,,,90.0,92.0,6.9,7.0,0.05875,0,,,,5.0,5.0,1.0,,,,,3.0,3.0,2.0,,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11388445,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,73.0,70.0,4.0,2.0,29.0,31.0,42.0,45.0,4.0,4.0,,,,,,,90.0,97.0,8.3,7.0,0.215318,4,,,3.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,,,,,,0.2565,2.0,,,,1.0,2.0,1.0,1.0,0.7624,,,,,,,,,,,
11388445,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,31.0,26.0,1.0,,11.0,14.0,15.0,20.0,,2.0,,,,,,,31.0,42.0,6.4,8.0,0.0707183,0,,,3.0,2.0,2.0,,,,,,2.0,1.0,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
11388445,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,55.0,46.0,3.0,2.0,14.0,16.0,32.0,39.0,,5.0,,,,,,,90.0,73.0,7.3,9.0,0.232603,2,,,,4.0,8.0,,2.0,2.0,1.0,,1.0,4.0,1.0,,,1.0,0.5581,3.0,2.0,1.0,1.0,,1.0,1.0,,0.7821,1.0,,,,,,,,,,
11388445,home,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,False,55.0,48.0,5.0,4.0,16.0,18.0,36.0,45.0,,2.0,,,,,,,54.0,72.0,7.4,13.0,0.174733,1,,,8.0,3.0,3.0,1.0,,,,,,3.0,1.0,,1.0,,0.0244,3.0,,,,4.0,1.0,,,0.056,2.0,,rramizz_,2.0,,,,,,,
11388445,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,42.0,31.0,1.0,,4.0,5.0,27.0,37.0,,5.0,,,,,,,90.0,58.0,8.1,18.0,0.394437,2,,,,6.0,7.0,2.0,3.0,1.0,,,,4.0,2.0,,2.0,1.0,0.0822,5.0,1.0,1.0,1.0,,1.0,1.0,,0.2201,,,,1.0,2.0,,,,,,
11388445,home,Feyenoord,Yankuba Minteh,,,minteh-yankuba,Y. Minteh,M,11,180,7047,M,1400106,EUR,1090454400,F,19,19,False,22.0,15.0,,,3.0,3.0,13.0,25.0,,3.0,,,,,,,80.0,49.0,6.7,19.0,0.0486303,2,,,6.0,7.0,6.0,,7.0,2.0,,2.0,,3.0,2.0,,2.0,,0.1285,,1.0,1.0,,1.0,,,,,1.0,,minteh01,,,1.0,,,,,
11388445,home,Feyenoord,Santiago Giménez,,,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,13.0,11.0,,,2.0,2.0,9.0,11.0,1.0,4.0,,,,,,,80.0,29.0,6.8,10.0,0.172117,3,,,,7.0,5.0,2.0,7.0,3.0,,1.0,,1.0,,,1.0,,0.4079,1.0,1.0,1.0,,,1.0,1.0,,0.0402,,,sant.gimenez,,,,,,,,
