match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_dispossessed,stat_interceptionWon,stat_keyPass,stat_blockedScoringAttempt,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAShot,stat_penaltyWon,stat_errorLeadToAGoal,stat_penaltyMiss
12764205,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189.0,1342,M,1145999,EUR,1088726400,G,1,1,False,22.0,14.0,13.0,5.0,0.0,9.0,9.0,5.0,13.0,1.0,1.0,1.0,7.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,35.0,8.2,9.0,0.00158336,0,1.6779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764205,home,AZ Alkmaar,Seiya Maikuma,,,seiya-maikuma,S. Maikuma,D,2,179.0,897,M,1028330,EUR,876960000,D,16,16,False,43.0,36.0,3.0,1.0,0.0,17.0,19.0,20.0,27.0,,5.0,3.0,6.0,,,,,,,,,88.0,71.0,7.2,11.0,0.0554095,0,,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764205,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184.0,386,M,1004278,EUR,999993600,D,5,5,False,51.0,40.0,7.0,3.0,0.0,31.0,35.0,9.0,16.0,,,5.0,4.0,,,,,,,,,90.0,59.0,6.7,11.0,0.00355548,0,,,,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764205,home,AZ Alkmaar,Maxim Dekker,Maxim Dekker,,maxim-dekker,M. Dekker,D,4,192.0,201,M,1119294,EUR,1082505600,D,22,22,False,27.0,27.0,4.0,4.0,0.0,17.0,17.0,10.0,10.0,,1.0,6.0,1.0,,,,,,,,,90.0,36.0,6.8,1.0,0.00853611,0,,,,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12764205,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178.0,170,M,893559,EUR,892771200,D,34,34,False,34.0,32.0,2.0,1.0,0.0,13.0,14.0,19.0,25.0,,2.0,4.0,1.0,,,,,,,,,72.0,57.0,6.3,9.0,0.0162915,1,,5.0,,,4.0,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,2.0,0.0362,,,,,,,,,,,,,,
12764205,home,AZ Alkmaar,Dave Kwakman,,,dave-kwakman,D. Kwakman,M,23,186.0,254,M,1146002,EUR,1091836800,M,33,33,False,58.0,52.0,5.0,3.0,0.0,17.0,18.0,35.0,42.0,,4.0,2.0,1.0,,,,,,,,,90.0,78.0,6.8,11.0,0.03066,3,,2.0,,1.0,7.0,1.0,2.0,1.0,,,,,3.0,2.0,1.0,1.0,1.0,,2.0,0.0604,2.0,,,,,,,,,,,,,
12764205,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190.0,1196,M,980671,EUR,952560000,M,10,10,False,48.0,38.0,6.0,4.0,1.0,13.0,18.0,25.0,34.0,,4.0,1.0,3.0,,,,,,,,,90.0,67.0,7.4,19.0,0.131644,0,,4.0,,1.0,6.0,2.0,3.0,2.0,1.0,,2.0,1.0,,1.0,1.0,2.0,,,1.0,,,True,1.0,3.0,,,,,,,,,,
12764205,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186.0,513,M,922018,EUR,957398400,M,6,6,False,52.0,45.0,6.0,2.0,0.0,17.0,20.0,28.0,34.0,1.0,5.0,1.0,6.0,,,,,,,,,90.0,67.0,6.9,13.0,0.0402439,1,,2.0,,,6.0,1.0,1.0,1.0,,,3.0,2.0,,2.0,2.0,,1.0,,3.0,0.0171,,,,1.0,,,,,,,,,,
12764205,home,AZ Alkmaar,Jayden Addai,,,jayden-addai,J. Addai,M,42,176.0,3079,M,1177723,EUR,1125014400,F,17,17,False,13.0,8.0,,,0.0,2.0,3.0,6.0,10.0,,7.0,,2.0,,,,,,,,,64.0,35.0,6.6,14.0,0.012844,0,,,,,6.0,,5.0,2.0,,,4.0,2.0,1.0,2.0,,,,,1.0,,,,,3.0,,,,,,,,,,
12764205,home,AZ Alkmaar,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185.0,10472,M,966555,EUR,1012780800,F,9,9,False,25.0,19.0,1.0,1.0,1.0,3.0,4.0,16.0,21.0,1.0,4.0,,3.0,,,,,,,,,72.0,37.0,7.7,10.0,0.494335,2,,,,1.0,6.0,,1.0,,,,1.0,1.0,2.0,1.0,,3.0,1.0,,3.0,0.1795,1.0,,2.0,2.0,2.0,,,,,,,,,
