match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_fouls,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_lastName,stat_totalCross,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_totalContest,stat_wonContest,captain,stat_shotOffTarget,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_punches,stat_hitWoodwork,stat_lastManTackle,player_sofascoreId
11409087,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187.0,51,M,329079,EUR,668476800.0,G,30,30,False,27.0,14.0,21.0,8.0,6.0,8.0,8.0,19.0,1.0,7.0,1.0,3.0,3.0,1.0,1.0,90.0,34.0,6.8,13.0,0.00252238,0,-0.4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409087,home,CF Estrela Amadora,Júnior Almeida,erivaldo-almeida,Jr. Almeida,D,4,189.0,45,M,1046500,EUR,947894400.0,D,14,14,False,31.0,22.0,10.0,4.0,13.0,15.0,9.0,16.0,4.0,5.0,,,,,,90.0,39.0,6.1,10.0,0.00202346,0,,Erivaldo Almeida,5.0,9.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409087,home,CF Estrela Amadora,Pedro Mendes,pedro-mendes,P. Mendes,D,5,187.0,77,M,44563,EUR,654739200.0,D,5,5,False,22.0,15.0,9.0,4.0,10.0,12.0,5.0,10.0,2.0,5.0,,,,,,56.0,35.0,6.8,8.0,0.00320483,0,,,2.0,2.0,6.0,,,2.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11409087,home,CF Estrela Amadora,Nkanyiso Shinga,shinga,Shinga,D,33,175.0,472,M,1410342,EUR,954374400.0,D,25,25,False,26.0,17.0,4.0,1.0,15.0,20.0,2.0,8.0,5.0,4.0,,,,,,90.0,50.0,7.5,14.0,0.00710515,1,,Shinga,3.0,6.0,4.0,,,,3.0,,1.0,4.0,3.0,,,2.0,1.0,4.0,3.0,1.0,0.0106,0.0341,,,,,,,,,,,,,,,
11409087,home,CF Estrela Amadora,Jean Felipe,jean-felipe,J. Felipe,D,12,180.0,36,M,386094,EUR,769219200.0,M,12,12,False,20.0,14.0,7.0,2.0,4.0,5.0,10.0,21.0,2.0,3.0,,,,,,67.0,39.0,7.1,14.0,0.034902,0,,,,2.0,2.0,2.0,,,,1.0,,1.0,1.0,2.0,,6.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
11409087,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174.0,96,M,869461,EUR,812160000.0,M,22,22,False,31.0,25.0,8.0,5.0,9.0,13.0,16.0,18.0,,7.0,,,,,,90.0,45.0,6.4,11.0,0.122367,0,,,,8.0,4.0,2.0,3.0,,3.0,1.0,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
11409087,home,CF Estrela Amadora,Vitó,vito,Vitó,M,8,180.0,26,M,845680,EUR,874540800.0,M,18,18,False,21.0,10.0,3.0,1.0,4.0,6.0,6.0,17.0,,3.0,,,,,,57.0,33.0,6.5,17.0,0.0110098,0,,,,4.0,4.0,1.0,,,2.0,2.0,1.0,2.0,3.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,
11409087,home,CF Estrela Amadora,João Reis,joao-reis,J. Reis,D,17,174.0,24,M,343487,EUR,709344000.0,M,17,17,False,26.0,19.0,6.0,4.0,12.0,14.0,7.0,12.0,2.0,5.0,,,,,,90.0,48.0,6.9,9.0,0.00761477,1,,,3.0,5.0,4.0,1.0,,1.0,1.0,,,3.0,1.0,,,,,,2.0,,0.0065,,,,,,True,1.0,,,,,,,,,
11409087,home,CF Estrela Amadora,Gustavo Henrique,gustavo-henrique,G. Henrique,F,,176.0,39,M,1066975,EUR,927504000.0,F,11,11,False,12.0,8.0,,,1.0,1.0,8.0,14.0,1.0,,,,,,,56.0,27.0,6.5,9.0,0.0563835,0,,,4.0,5.0,,,,,,,,,2.0,1.0,,3.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,
11409087,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176.0,231,M,869875,EUR,905990400.0,F,29,29,False,17.0,9.0,1.0,,1.0,4.0,9.0,15.0,1.0,4.0,,,,,,90.0,30.0,7.2,12.0,0.249057,2,,,3.0,5.0,5.0,,1.0,2.0,,3.0,,,1.0,3.0,,2.0,,,,,0.1123,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,
