match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_ownGoals,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalTackle,stat_keyPass,stat_dispossessed,stat_wonContest,stat_interceptionWon,player_lastName,stat_totalCross,stat_wonTackle,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_accurateCross,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed
12504405,home,Monza,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,30,30,False,22.0,18.0,7.0,3.0,0.0,17.0,19.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,67.0,27.0,6.7,4.0,0.0001725,0,-0.3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504405,home,Monza,Stefan Leković,stefan-lekovic,S. Leković,D,4,194,870,M,1146225,EUR,1073606400,D,3,3,False,64.0,54.0,8.0,3.0,0.0,32.0,34.0,22.0,30.0,3.0,4.0,5.0,2.0,,,90.0,76.0,6.4,12.0,0.0173915,1,,Stefan Lekovic,4.0,11.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0677,,,,,,,,,,,,,,,,,,
12504405,home,Monza,Armando Izzo,armando-izzo,A. Izzo,D,4,183,521,M,165583,EUR,699494400,D,4,4,False,67.0,59.0,9.0,5.0,0.0,38.0,40.0,21.0,27.0,4.0,7.0,5.0,1.0,,,90.0,80.0,6.9,8.0,0.015594,0,,,7.0,9.0,1.0,,,6.0,1.0,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,
12504405,home,Monza,Tomás Palacios,tiago-tomas-palacios,T. Palacios,D,24,195,2235,M,1173598,EUR,1051488000,D,22,22,False,81.0,72.0,7.0,3.0,0.0,48.0,51.0,24.0,30.0,3.0,9.0,8.0,3.0,,,82.0,93.0,7.0,10.0,0.0158127,0,,,2.0,4.0,1.0,2.0,,2.0,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
12504405,home,Monza,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,M,13,13,False,22.0,18.0,1.0,,0.0,8.0,8.0,10.0,17.0,,4.0,,,,,90.0,41.0,6.7,11.0,0.00972543,0,,,,3.0,,3.0,,1.0,,,1.0,,,2.0,,2.0,2.0,,,3.0,2.0,,,,,,,,,,
12504405,home,Monza,Stefano Sensi,stefano-sensi,S. Sensi,M,6,168,1044,M,294313,EUR,807580800,M,12,12,False,49.0,46.0,4.0,2.0,0.0,24.0,24.0,22.0,27.0,2.0,4.0,2.0,2.0,,,58.0,58.0,6.8,6.0,0.0531881,3,,,,2.0,,,1.0,1.0,,,,1.0,0.0529,,,1.0,,,,2.0,,1.0,1.0,1.0,0.0244,,,,,,
12504405,home,Monza,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182,5357,M,1012383,EUR,1094515200,M,8,8,False,69.0,61.0,2.0,2.0,0.0,16.0,21.0,45.0,48.0,3.0,5.0,4.0,,,,90.0,81.0,6.9,12.0,0.0600106,1,,,3.0,9.0,1.0,2.0,1.0,1.0,,,,1.0,0.0156,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,kacper_urbanski10,,,,,
12504405,home,Monza,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,377302,EUR,823478400,M,77,77,False,23.0,17.0,4.0,1.0,0.0,7.0,11.0,10.0,15.0,1.0,4.0,4.0,2.0,,,58.0,45.0,6.5,12.0,0.0115865,0,,,,2.0,,2.0,,,,,1.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,
12504405,home,Monza,Patrick Ciurria,patrick-ciurria,P. Ciurria,F,26,178,222,M,346676,EUR,792288000,F,84,84,False,36.0,29.0,2.0,2.0,0.0,12.0,13.0,20.0,37.0,,6.0,2.0,2.0,,,90.0,67.0,7.2,24.0,0.187999,1,,,2.0,8.0,,4.0,1.0,1.0,,,3.0,3.0,0.1186,1.0,2.0,2.0,3.0,,,14.0,,,,,,,True,3.0,,,
12504405,home,Monza,Samuele Vignato,samuele-vignato,S. Vignato,F,19,170,526,M,1119364,EUR,1077580800,F,80,80,False,24.0,21.0,1.0,1.0,0.0,5.0,7.0,16.0,17.0,2.0,4.0,1.0,,,,82.0,31.0,6.7,6.0,0.0217546,0,,Samuele Vignato,3.0,4.0,,,,,,,2.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,
