match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,player_firstName,player_lastName,stat_clearanceOffLine,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_errorLeadToAGoal,stat_errorLeadToAShot
11352651,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,35.0,26.0,25.0,16.0,12.0,12.0,14.0,23.0,1.0,2.0,14.0,1.0,1.0,2.0,3.0,2.0,2.0,90.0,49.0,8.0,9.0,0.0,0.0,0.0196492,1.0,0,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352651,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,44.0,32.0,9.0,4.0,19.0,20.0,13.0,26.0,8.0,1.0,4.0,2.0,,,,,,90.0,74.0,7.1,17.0,0.0609,0.0,0.00775488,,2,,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352651,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,50.0,37.0,8.0,4.0,27.0,30.0,10.0,20.0,9.0,8.0,4.0,,,,,,,90.0,69.0,7.9,15.0,0.0,0.0,0.00909495,1.0,0,,,6.0,7.0,1.0,2.0,,,,1.0,3.0,3.0,1.0,True,3.0,2.0,,,,,,,,,,,,,,,,
11352651,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,27.0,22.0,3.0,2.0,13.0,16.0,9.0,11.0,5.0,3.0,2.0,1.0,,,,,,90.0,38.0,7.4,5.0,0.0,0.0,0.256042,1.0,0,,,2.0,4.0,1.0,,,,,,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,
11352651,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,32.0,25.0,3.0,1.0,6.0,9.0,19.0,25.0,5.0,3.0,6.0,,,,,,,90.0,55.0,7.2,12.0,0.0519,0.0,0.0100579,,1,,2.0,1.0,4.0,1.0,,1.0,1.0,,1.0,3.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,
11352651,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,20.0,16.0,1.0,,5.0,7.0,11.0,16.0,9.0,,11.0,3.0,,,,,,78.0,47.0,8.1,15.0,0.2735,0.0472,0.010293,1.0,4,,3.0,2.0,6.0,2.0,1.0,5.0,2.0,,,3.0,1.0,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11352651,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,39.0,34.0,4.0,3.0,10.0,10.0,25.0,34.0,8.0,1.0,4.0,2.0,,,,,,90.0,71.0,7.5,13.0,0.2256,0.2354,0.0913546,,4,,5.0,,7.0,2.0,2.0,1.0,,1.0,1.0,6.0,1.0,1.0,,1.0,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,
11352651,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,45.0,39.0,1.0,1.0,18.0,19.0,21.0,26.0,10.0,,10.0,4.0,,,,,,90.0,57.0,7.7,7.0,0.2047,0.0347,0.0354979,1.0,3,,,2.0,2.0,,,,,1.0,,4.0,1.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,
11352651,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,26.0,17.0,3.0,,6.0,8.0,14.0,28.0,6.0,,7.0,1.0,,,,,,90.0,58.0,8.6,23.0,0.2243,0.1995,0.886144,6.0,2,,10.0,,6.0,1.0,3.0,2.0,2.0,1.0,,3.0,1.0,2.0,,,1.0,,3.0,,2.0,,1.0,,3.0,Dwight,McNeil,1.0,,,,,
11352651,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,F,16,16,False,38.0,34.0,,,7.0,8.0,27.0,31.0,5.0,,2.0,,,,,,,89.0,57.0,8.4,11.0,0.7172,1.1075,0.224115,2.0,5,,1.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,,2.0,2.0,1.0,,1.0,,,3.0,,,,3.0,1.0,,,,,2.0,,,,
11352651,home,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,False,17.0,9.0,1.0,1.0,3.0,4.0,6.0,13.0,9.0,,2.0,,,,,,,83.0,32.0,7.0,16.0,0.4005,0.0,0.0154343,,3,,,7.0,10.0,1.0,1.0,2.0,2.0,3.0,1.0,,,2.0,,7.0,,,7.0,,,1.0,,,,,,,,1.0,,,
11352651,home,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,2,2,True,9.0,7.0,,,2.0,3.0,5.0,8.0,,,1.0,,,,,,,12.0,13.0,6.6,4.0,0.0,0.0,0.00259091,,0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,Nathan,Patterson,,,,,,
11352651,home,Everton,Beto,beto,Beto,F,9,194,3398,M,,987489,EUR,886204800,F,14,14,True,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,,,,,,13.0,7.0,6.2,2.0,0.3359,0.0,0.00053941,,1,,,1.0,2.0,,,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
11352651,home,Everton,Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,192,1739,M,,1145627,EUR,1085356800,F,28,28,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,2.0,,1.0,0.0,0.0,0.00057548,,0,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11352651,home,Everton,João Virgínia,joao-virginia,J. Virgínia,G,12,191,815,M,,930666,EUR,939513600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,João,Virgínia,,,,,,
11352651,home,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352651,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352651,home,Everton,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,,827064,EUR,854668800,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352651,home,Everton,Lewis Dobbin,lewis-dobbin,L. Dobbin,F,17,175,462,M,,998832,EUR,1041552000,F,61,61,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352651,away,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,1,1,False,36.0,24.0,14.0,3.0,22.0,23.0,2.0,13.0,,5.0,15.0,,,4.0,5.0,1.0,1.0,90.0,59.0,7.2,12.0,0.0,0.0,0.00052119,,0,-1.3757,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,3.0,,
11352651,away,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,40.0,33.0,5.0,1.0,16.0,18.0,19.0,25.0,1.0,2.0,3.0,1.0,,,,,,86.0,57.0,6.3,10.0,0.0,0.0,0.126498,1.0,0,,3.0,,4.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,
11352651,away,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,59.0,48.0,8.0,2.0,41.0,47.0,7.0,12.0,9.0,10.0,5.0,2.0,,,,,,90.0,77.0,5.7,11.0,0.2145,0.0,0.00222009,,1,,,6.0,6.0,2.0,,,,,1.0,1.0,1.0,,,4.0,,,,,,1.0,1.0,,,,,,,,,1.0,1.0
11352651,away,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,67.0,51.0,16.0,9.0,34.0,40.0,17.0,27.0,8.0,3.0,10.0,1.0,,,,,,90.0,86.0,6.5,18.0,0.0,0.0,0.0265818,,0,,,2.0,8.0,4.0,,1.0,1.0,,,5.0,1.0,1.0,,3.0,,,2.0,,,,,,,,,,,,,,
11352651,away,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,20.0,13.0,4.0,1.0,7.0,10.0,6.0,11.0,5.0,1.0,2.0,1.0,,,,,,67.0,48.0,6.1,14.0,0.0176,0.0,0.00494423,,1,,1.0,1.0,7.0,,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,,4.0,1.0,1.0,2.0,,,,,,,Milos,Kerkez,,,,,,
11352651,away,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,22.0,19.0,2.0,1.0,13.0,13.0,6.0,11.0,2.0,1.0,5.0,1.0,,,,,,45.0,34.0,6.5,8.0,0.0,0.0,0.0142636,,0,,2.0,,3.0,,2.0,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
11352651,away,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,False,47.0,40.0,5.0,1.0,29.0,31.0,12.0,17.0,3.0,,8.0,2.0,,,,,,66.0,59.0,6.6,9.0,0.0,0.0,0.0651457,1.0,0,,1.0,,3.0,1.0,1.0,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,
11352651,away,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,38.0,30.0,6.0,4.0,10.0,11.0,21.0,30.0,8.0,1.0,7.0,,,,,,,90.0,76.0,6.8,22.0,0.0441,0.3455,0.0454083,1.0,2,,3.0,,10.0,,6.0,10.0,7.0,,,1.0,,1.0,,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,
11352651,away,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,M,29,29,False,40.0,36.0,,,20.0,21.0,16.0,20.0,9.0,3.0,5.0,1.0,,,,,,90.0,61.0,6.9,12.0,0.0669,0.0,0.177562,1.0,1,,1.0,3.0,7.0,,3.0,1.0,,,,5.0,2.0,2.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,
11352651,away,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,6.0,4.0,,,1.0,2.0,4.0,5.0,4.0,2.0,,1.0,,,,,,57.0,20.0,6.5,6.0,0.0325,0.0,0.177625,1.0,1,,1.0,2.0,6.0,,1.0,,,1.0,,1.0,,1.0,,4.0,,,3.0,,,,,,1.0,Dango Ouattara,,,,,,,
