match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_hitWoodwork,stat_totalContest,stat_goalAssist,stat_bigChanceCreated,stat_clearanceOffLine,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_wonContest
10390067,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,27.0,21.0,9.0,4.0,19.0,20.0,2.0,7.0,7.0,1.0,2.0,90.0,33.0,6.2,6.0,0.0,0.0,0.00107936,0,-1.1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390067,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,63.0,51.0,7.0,5.0,37.0,45.0,14.0,18.0,7.0,,,90.0,71.0,6.7,12.0,0.1944,0.0,0.0299008,1,,3.0,6.0,4.0,6.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10390067,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,38.0,31.0,3.0,,18.0,20.0,13.0,20.0,4.0,,,90.0,45.0,5.8,10.0,0.0,0.0,0.425291,0,,,,4.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10390067,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,False,66.0,58.0,8.0,6.0,39.0,41.0,20.0,26.0,4.0,,,90.0,77.0,7.2,8.0,0.0,0.0,0.0375942,0,,2.0,1.0,3.0,5.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,
10390067,home,RC Strasbourg,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,899,M,826293,EUR,897696000,M,18,18,False,21.0,18.0,1.0,,6.0,8.0,12.0,15.0,6.0,,,77.0,47.0,6.5,9.0,0.1483,0.6128,0.0125994,2,,,1.0,3.0,4.0,,4.0,,3.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,
10390067,home,RC Strasbourg,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,10,10,False,36.0,23.0,3.0,,8.0,10.0,15.0,26.0,6.0,,,66.0,51.0,6.6,17.0,0.0146,0.0,0.0343762,1,,1.0,2.0,5.0,4.0,,,,2.0,2.0,,,2.0,1.0,,1.0,,,,,1.0,,2.0,1.0,True,1.0,,,,,,,,
10390067,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,False,32.0,27.0,1.0,,15.0,17.0,12.0,15.0,6.0,,,66.0,40.0,6.5,7.0,0.0627,0.0,0.0477949,1,,1.0,,3.0,2.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,
10390067,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,17,17,False,64.0,53.0,7.0,3.0,31.0,33.0,24.0,37.0,13.0,,,90.0,89.0,7.2,21.0,0.0,0.0,0.106342,0,,1.0,2.0,7.0,7.0,,1.0,1.0,2.0,,6.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,2.0,4.0,,,2.0,1.0,1.0,,,,,
10390067,home,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,M,3,3,False,17.0,13.0,1.0,,8.0,9.0,5.0,9.0,,,,77.0,35.0,7.0,8.0,0.0,0.0,0.00645577,0,,,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,2.0,2.0,,,,,,1.0,,,,1.0,,,1.0,,,,
10390067,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,False,44.0,32.0,,,15.0,19.0,19.0,28.0,8.0,,,90.0,58.0,7.6,15.0,0.4371,0.4869,0.094848,4,,1.0,,7.0,3.0,1.0,,,1.0,2.0,3.0,2.0,,1.0,2.0,3.0,2.0,,,,,3.0,,,,,2.0,,,,1.0,,,
10390067,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,10.0,5.0,,,3.0,4.0,2.0,6.0,,,,45.0,17.0,6.3,10.0,0.062,0.0,0.00076552,1,,2.0,1.0,5.0,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,3.0,,,,1.0,,,,,habibdiallo28,,
