match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyMiss,stat_penaltyWon,stat_totalOffside,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12528263,home,Bodrum FK,Diogo Sousa,diogo-sousa,D. Sousa,G,1,195,145,M,882110,EUR,905904000,G,1,1,False,27.0,21.0,13.0,7.0,0.0,16.0,18.0,5.0,9.0,11.0,1.0,3.0,4.0,90.0,40.0,7.2,6.0,0.00091574,0,-0.0086000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528263,home,Bodrum FK,Ondřej Čelůstka,ondrej-celustka,O. Čelůstka,D,,186,48,M,45764,EUR,614131200,D,33,33,False,23.0,16.0,4.0,2.0,0.0,9.0,13.0,7.0,10.0,2.0,,,,90.0,43.0,6.8,14.0,0.00892262,0,,,,True,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12528263,home,Bodrum FK,Arlind Ajeti,arlind-ajeti,A. Ajeti,D,15,184,457,M,111746,EUR,748915200,D,15,15,False,45.0,36.0,8.0,3.0,0.0,30.0,33.0,6.0,13.0,4.0,,,,90.0,58.0,6.6,12.0,0.0187707,0,,,,,2.0,2.0,6.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12528263,home,Bodrum FK,Ali Aytemur,ali-aytemur,A. Aytemur,D,34,184,29,M,802650,EUR,828489600,D,34,34,False,51.0,46.0,6.0,2.0,0.0,38.0,39.0,8.0,12.0,7.0,,,,90.0,61.0,6.9,5.0,0.00168985,0,,,,,,,1.0,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528263,home,Bodrum FK,Cenk Şen,cenk-sen,C. Şen,D,77,170,45,M,957359,EUR,970444800,D,77,77,False,20.0,18.0,3.0,2.0,0.0,11.0,12.0,7.0,9.0,3.0,,,,90.0,42.0,7.2,5.0,0.0234776,0,,,,,,2.0,4.0,,3.0,2.0,2.0,1.0,,1.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,
12528263,home,Bodrum FK,Ahmet Aslan,ahmet-aslan,A. Aslan,M,21,179,23,M,1134098,EUR,993772800,M,21,21,False,20.0,14.0,2.0,1.0,0.0,8.0,10.0,6.0,10.0,4.0,,,,90.0,30.0,6.7,7.0,0.0265252,0,,Ahmet Aslan,,,1.0,3.0,5.0,,1.0,,2.0,1.0,,,,,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12528263,home,Bodrum FK,Musah Mohammed,mohammed-musah,M. Mohammed,M,6,192,126,M,1105505,EUR,1010188800,M,26,26,False,25.0,19.0,8.0,5.0,1.0,10.0,10.0,10.0,16.0,5.0,,,,89.0,40.0,7.5,10.0,0.135433,2,,,,,5.0,7.0,11.0,,,,3.0,3.0,1.0,1.0,2.0,1.0,,5.0,,2.0,1.0,1.0,1.0,1.0,0.0671,0.208,1.0,,,,,,,,,,,,
12528263,home,Bodrum FK,Pedro Brazão,pedro-brazao,P. Brazão,M,10,172,167,M,981535,EUR,1041206400,M,20,20,False,15.0,10.0,3.0,1.0,0.0,4.0,5.0,7.0,11.0,3.0,,,,65.0,32.0,7.1,11.0,0.227068,3,,,,,,3.0,6.0,1.0,,,2.0,1.0,5.0,1.0,3.0,3.0,,2.0,,1.0,1.0,,,1.0,0.1045,0.172,2.0,2.0,,,,,,,,,,,
12528263,home,Bodrum FK,Taulant Seferi,taulant-seferi,T. Seferi,F,99,177,450,M,279487,EUR,848016000,M,99,99,False,25.0,16.0,3.0,2.0,0.0,7.0,7.0,10.0,20.0,3.0,,,,87.0,42.0,7.4,14.0,0.340123,6,,,,,,4.0,2.0,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,,2.0,,,1.0,3.0,2.0,2.0,1.1274,0.96,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,
12528263,home,Bodrum FK,Zdravko Dimitrov,zdravko-dimitrov,Z. Dimitrov,M,22,180,222,M,871342,EUR,903916800,M,7,7,False,18.0,14.0,1.0,1.0,1.0,6.0,6.0,12.0,20.0,1.0,,,,87.0,40.0,8.1,11.0,0.331151,2,,,,,,4.0,6.0,,,,1.0,1.0,,8.0,6.0,3.0,,,,2.0,4.0,1.0,,1.0,0.0571,0.0541,4.0,1.0,,,,,1.0,1.0,,,,,
12528263,home,Bodrum FK,George Pușcaș,george-puscas,G. Pușcaș,F,,187,1438,M,190319,EUR,828921600,F,9,9,False,13.0,9.0,,,0.0,,,9.0,13.0,1.0,,,,88.0,26.0,8.6,9.0,0.278789,3,,,,,3.0,4.0,5.0,1.0,1.0,,,,3.0,,2.0,1.0,,1.0,,2.0,,2.0,,2.0,0.1874,1.5837,2.0,1.0,,,2.0,,,1.0,,,,,
12528263,home,Bodrum FK,Samet Yalçın,samet-yalcin,S. Yalçın,M,23,180,46,M,789102,EUR,762652800,M,8,8,True,11.0,10.0,,,0.0,4.0,4.0,6.0,7.0,2.0,,,,25.0,16.0,6.6,2.0,0.0125031,2,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,0.0676,,1.0,1.0,1.0,,,,,,,,,,
12528263,home,Bodrum FK,Kenan Özer,kenan-ozer,K. Özer,M,,170,22,M,146364,EUR,556070400,F,10,10,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,2.0,,,,12.0,3.0,6.6,1.0,0.0388817,0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
