match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,captain,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross,stat_dispossessed,stat_goals,stat_hitWoodwork,stat_lastManTackle
14053618,home,SC Telstar,Ronald Koeman Jr,ronald-koeman-jr,R. K. Jr,G,1,180.0,144,M,268701,EUR,801187200,G,1,1,False,27.0,21.0,18.0,13.0,0.0,11.0,11.0,10.0,16.0,1.0,1.0,1.0,13.0,1.0,3.0,4.0,1.0,90.0,45.0,7.9,8.0,0.00484294,0.4612,0,-0.2408,0.21,0.02,-0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053618,home,SC Telstar,Devon Koswal,devon-koswal,D. Koswal,D,21,180.0,64,M,1068610,EUR,1061337600,D,21,21,False,33.0,25.0,1.0,1.0,0.0,15.0,17.0,10.0,16.0,1.0,1.0,4.0,3.0,,,,,84.0,39.0,6.2,8.0,0.00398738,,0,,-0.06,0.05,-0.2,,Dewon Koswal,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14053618,home,SC Telstar,Guus Offerhaus,guus-offerhaus,G. Offerhaus,M,4,185.0,43,M,1047396,EUR,978480000,D,4,4,False,41.0,31.0,9.0,3.0,0.0,20.0,25.0,11.0,16.0,1.0,3.0,4.0,6.0,,,,,90.0,57.0,6.0,16.0,0.0260454,,1,,0.0,0.16,-0.41,,,,4.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0183,-0.06,,,,,,,,,,,,,,,,
14053618,home,SC Telstar,Danny Bakker,danny-bakker,D. Bakker,D,6,178.0,77,M,302690,EUR,790214400,D,6,6,False,51.0,44.0,2.0,2.0,0.0,15.0,18.0,29.0,33.0,7.0,11.0,15.0,4.0,,,,,90.0,78.0,7.2,9.0,0.0577937,,0,,0.43,0.08,-0.14,,,,5.0,,1.0,1.0,1.0,3.0,,1.0,,3.0,,,,True,1.0,1.0,1.0,,,,,,,,,,,,
14053618,home,SC Telstar,Tyrese Noslin,noslin-tyrese,T. Noslin,M,11,182.0,127,M,1469336,EUR,1031702400,M,11,11,False,44.0,32.0,7.0,1.0,0.0,12.0,13.0,20.0,31.0,3.0,9.0,4.0,4.0,,,,,90.0,80.0,7.2,21.0,0.0399081,,4,,0.3,0.3,0.16,,Tyrese Noslin,,9.0,2.0,1.0,,3.0,4.0,1.0,4.0,,2.0,2.0,0.2436,-0.03,,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.6475,,,,,,,
14053618,home,SC Telstar,Tyrone Owusu,tyrone-owusu,T. Owusu,M,8,181.0,213,M,1084609,EUR,920592000,M,8,8,False,37.0,29.0,2.0,1.0,0.0,5.0,6.0,24.0,31.0,1.0,1.0,,8.0,,,,,70.0,43.0,6.8,10.0,0.0762807,,2,,-0.11,0.51,-0.03,,Tyrone Owusu,,2.0,,,1.0,1.0,,1.0,1.0,,,,0.1562,0.02,,2.0,,,,,,2.0,,1.0,1.0,,,,,
14053618,home,SC Telstar,Nils Rossen,nils-rossen,N. Rossen,M,17,181.0,81,M,1150154,EUR,1122854400,M,17,17,False,32.0,27.0,,,0.0,14.0,15.0,13.0,17.0,,3.0,1.0,3.0,,,,,90.0,41.0,6.8,7.0,0.173561,,0,,0.22,0.11,-0.06,,Nils,Rossen,1.0,,,,,1.0,,1.0,,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
14053618,home,SC Telstar,Jeff Hardeveld,jeff-hardeveld,J. Hardeveld,M,2,184.0,72,M,385300,EUR,793843200,M,2,2,False,45.0,40.0,6.0,4.0,1.0,12.0,12.0,28.0,33.0,,2.0,7.0,4.0,,,,,90.0,73.0,7.3,14.0,0.239644,,0,,0.55,0.02,-0.08,,,,8.0,,2.0,2.0,8.0,1.0,3.0,2.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,2.0,1.0,,,
14053618,home,SC Telstar,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177.0,173,M,1157777,EUR,1067731200,F,39,39,False,24.0,21.0,,,1.0,6.0,7.0,15.0,17.0,,2.0,,2.0,,,,,84.0,37.0,7.0,6.0,0.135317,,0,,0.36,0.07,-0.03,,Jochem van de Kamp,,3.0,,1.0,4.0,3.0,1.0,1.0,,,2.0,2.0,,,,,1.0,,,,,,,1.0,,2.0,,,,
14053618,home,SC Telstar,Patrick Brouwer,patrick-brouwer,P. Brouwer,F,27,176.0,92,M,1066319,EUR,984960000,F,27,27,False,24.0,15.0,2.0,1.0,0.0,3.0,4.0,12.0,20.0,1.0,3.0,1.0,4.0,,,,,70.0,46.0,7.5,19.0,0.0898924,,4,,0.03,0.14,0.13,,,,6.0,,,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.7413,0.53,,1.0,,1.0,,3.0,3.0,,0.2988,,,,1.0,1.0,,
14053618,home,SC Telstar,Soufiane Hetli,soufiane-hetli,S. Hetli,F,7,186.0,108,M,1548838,EUR,991180800,F,7,7,False,24.0,21.0,,,0.0,3.0,3.0,18.0,21.0,,5.0,1.0,5.0,,,,,77.0,45.0,7.7,11.0,0.0612377,,4,,-0.24,0.49,0.0,,Soufiane Hetli,,5.0,,1.0,,,,,4.0,2.0,,3.0,0.5239,0.52,,,,3.0,2.0,2.0,2.0,,1.2109,,1.0,,3.0,1.0,1.0,
14053618,home,SC Telstar,Dion Malone,dion-malone,D. Malone,D,29,185.0,122,M,73557,EUR,603331200,D,29,29,True,2.0,2.0,,,0.0,2.0,2.0,,,,,1.0,,,,,,20.0,3.0,6.3,,3.079e-05,,0,,0.0,0.0,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053618,home,SC Telstar,Dylan Mertens,dylan-mertens,D. Mertens,M,16,187.0,46,M,995365,EUR,806198400,M,16,16,True,6.0,4.0,,,0.0,2.0,4.0,2.0,2.0,1.0,1.0,,3.0,,,,,20.0,9.0,6.2,3.0,0.0049573,,0,,-0.08,-0.04,-0.08,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
14053618,home,SC Telstar,Milan Zonneveld,milan-zonneveld,M. Zonneveld,F,19,199.0,128,M,1137227,EUR,1065571200,F,9,9,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,1.0,,,,,,,13.0,6.0,6.3,2.0,0.00089361,,2,,-0.04,0.29,0.0,,Milan Zonneveld,,3.0,,,,,2.0,,,2.0,,1.0,0.0891,-0.6,,,,,,,,,,,,,1.0,,,
