match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalClearance,stat_interceptionWon,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_wonTackle,stat_goals,stat_totalOffside,captain,stat_errorLeadToAShot
14468218,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189.0,1337,M,1145999,EUR,1088726400,G,1,1,False,21.0,17.0,6.0,2.0,0.0,16.0,16.0,1.0,5.0,8.0,2.0,3.0,90.0,28.0,7.3,4.0,0.00023485,0.4921,0,-0.027,0.02,-0.01,-0.12,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14468218,home,AZ Alkmaar,Denso Kasius,,,denso-kasius,D. Kasius,D,30,186.0,392,M,1008111,EUR,1033862400,D,30,30,False,47.0,37.0,5.0,2.0,0.0,12.0,14.0,25.0,33.0,2.0,,,90.0,75.0,6.8,14.0,0.184861,,4,,0.21,0.41,-0.13,,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.1819,0.0346,2.0,-0.56,,,,,,,,,,,,,
14468218,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187.0,704,M,1145982,EUR,1086825600,D,3,3,False,96.0,88.0,6.0,4.0,0.0,42.0,43.0,46.0,53.0,7.0,,,90.0,104.0,7.2,9.0,0.0601567,,0,,0.33,0.33,-0.09,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,
14468218,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184.0,376,M,1004278,EUR,999993600,D,5,5,False,99.0,95.0,4.0,4.0,0.0,46.0,49.0,49.0,50.0,5.0,,,90.0,107.0,7.1,4.0,0.0762968,,1,,0.42,0.34,-0.24,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,0.0968,,,-0.33,2.0,2.0,1.0,,,,,,,,,,
14468218,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178.0,162,M,893559,EUR,892771200,D,34,34,False,58.0,54.0,3.0,1.0,0.0,21.0,22.0,33.0,36.0,9.0,,,90.0,82.0,6.4,11.0,0.113901,,2,,0.12,0.47,-0.35,,5.0,1.0,,,1.0,1.0,1.0,,2.0,,,,2.0,,,0.1481,,2.0,-0.54,,,,1.0,1.0,,,,,,,,
14468218,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186.0,505,M,922018,EUR,957398400,M,6,6,False,28.0,26.0,,,0.0,13.0,14.0,13.0,14.0,1.0,,,66.0,41.0,6.8,4.0,0.0206688,,3,,0.0,0.01,0.13,,,,,3.0,4.0,6.0,,,2.0,1.0,,,1.0,,3.0,0.2115,0.0617,,0.08,2.0,,,,3.0,1.0,1.0,1.0,2.0,,,,
14468218,home,AZ Alkmaar,Kees Smit,,,kees-smit,K. Smit,M,26,182.0,3641,M,1405756,EUR,1137801600,M,26,26,False,57.0,50.0,3.0,1.0,0.0,14.0,15.0,36.0,42.0,9.0,,,85.0,80.0,7.9,17.0,0.151386,,2,,0.24,0.4,-0.08,,4.0,,,1.0,7.0,6.0,3.0,2.0,,1.0,1.0,,1.0,2.0,2.0,0.1113,0.0404,4.0,0.53,,,,,1.0,4.0,,,1.0,1.0,,,
14468218,home,AZ Alkmaar,Weslley Patati,,,weslley-patati,W. Patati,M,7,167.0,1125,M,1148468,EUR,1064966400,M,7,7,False,31.0,26.0,1.0,1.0,0.0,6.0,7.0,20.0,24.0,6.0,,,85.0,50.0,7.5,13.0,0.0849702,,4,,0.18,0.4,-0.16,,2.0,,1.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,0.4001,0.9204,2.0,0.33,,,1.0,,1.0,1.0,,,,1.0,1.0,,
14468218,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190.0,1207,M,980671,EUR,952560000,M,10,10,False,48.0,37.0,1.0,1.0,2.0,6.0,8.0,31.0,40.0,5.0,,,90.0,62.0,8.0,14.0,0.79158,,4,,0.86,0.27,-0.16,,,,,1.0,3.0,4.0,,,1.0,1.0,2.0,,2.0,2.0,2.0,0.3211,0.2643,5.0,0.0,,,1.0,1.0,1.0,,,,1.0,,,True,
14468218,home,AZ Alkmaar,Ro-Zangelo Daal,,,ro-zangelo-daal,R. Daal,M,27,173.0,428,M,1145989,EUR,1096675200,M,27,27,False,34.0,24.0,2.0,2.0,0.0,4.0,5.0,20.0,29.0,2.0,,,67.0,49.0,7.9,15.0,0.425405,,1,,0.55,0.6,-0.13,,4.0,1.0,,1.0,2.0,7.0,2.0,2.0,,1.0,,,2.0,1.0,2.0,0.0391,0.1132,4.0,-0.17,,1.0,,1.0,3.0,,,,3.0,,,,
