match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalCross,stat_unsuccessfulTouch,captain,player_firstName,player_lastName,stat_totalOffside,stat_accurateCross,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated
10408612,home,Cádiz,Lucas Pérez,lucas-perez,L. Pérez,F,,181,960,M,107128,EUR,589852800,F,15,15,False,14.0,9.0,1.0,1.0,4.0,4.0,7.0,15.0,,,3.0,,,72.0,23.0,6.9,9.0,0.0,0.0,0.0510596,0,,,3.0,3.0,,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,5.0,1.0,,,,2.0,2.0,,,,,,,,,
10408612,home,Cádiz,Tomás Alarcón,tomas-alarcon,T. Alarcón,M,6,176,566,M,844224,EUR,916704000,M,12,12,True,13.0,10.0,3.0,2.0,6.0,7.0,4.0,7.0,1.0,,1.0,,,31.0,19.0,6.2,6.0,0.0,0.0,0.00232541,0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
10408612,home,Cádiz,Théo Bongonda,theo-bongonda,T. Bongonda,M,77,177,22829,M,344953,EUR,816825600,F,10,10,True,6.0,4.0,,,2.0,2.0,2.0,4.0,,1.0,,,,30.0,9.0,6.4,3.0,0.0,0.0,0.00247175,0,,,2.0,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,theo_bongonda,,,,,,,,
10408612,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,True,7.0,7.0,,,5.0,5.0,2.0,2.0,,,1.0,,,18.0,11.0,6.6,1.0,0.0331,0.0,0.00018859,2,,1.0,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,
10408612,home,Cádiz,Awer Mabil,awer-mabil,A. Mabil,M,7,179,326,M,307082,EUR,811123200,M,17,17,True,8.0,6.0,,,,,7.0,11.0,,,3.0,,,18.0,13.0,6.7,4.0,0.0,0.0,0.0234262,0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,
10408612,home,Cádiz,Álvaro Negredo,alvaro-negredo,Á. Negredo,F,,186,307,M,27838,EUR,493344000,F,18,18,True,5.0,4.0,,,3.0,3.0,1.0,2.0,,,,,,18.0,6.0,6.4,2.0,0.0,0.0,0.00081877,0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10408612,home,Cádiz,David Gil,david-gil,D. Gil,G,1,183,78,M,138390,EUR,758246400,G,13,13,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,home,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,32,32,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,home,Cádiz,Santiago Arzamendia,santiago-arzamendia,S. Arzamendia,D,15,172,405,M,887429,EUR,894326400,D,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,home,Cádiz,José Mari,jose-mari,J. Mari,M,,181,49,M,141997,EUR,565747200,M,6,6,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,home,Cádiz,Álvaro Giménez,alvaro-gimenez,Á. Giménez,F,20,182,1329,M,83687,EUR,674611200,F,19,19,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,away,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,88625,EUR,704592000,G,1,1,False,31.0,28.0,9.0,6.0,27.0,28.0,1.0,3.0,1.0,,5.0,,,90.0,37.0,7.0,3.0,0.0,0.0,0.00240302,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,terStegen,1.0,1.0,,,,,,
10408612,away,Barcelona,Héctor Bellerín,hector-bellerin,H. Bellerín,D,2,178,3870,M,188365,EUR,795571200,D,2,2,False,39.0,29.0,5.0,4.0,10.0,16.0,19.0,24.0,1.0,1.0,6.0,,,90.0,58.0,7.1,12.0,0.0,0.0,0.331792,0,,2.0,3.0,4.0,,,,,,2.0,,,,3.0,2.0,,1.0,,,,,,,Bellerín,,,,,,,,
10408612,away,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,925097,EUR,920764800,D,4,4,False,61.0,55.0,9.0,5.0,31.0,32.0,24.0,29.0,7.0,,2.0,,,90.0,71.0,7.2,7.0,0.0,0.0,0.146544,0,,2.0,2.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,RAraújo,,,,,,,,
10408612,away,Barcelona,Gerard Piqué,gerard-pique,G. Piqué,D,28,193,6837,M,770,EUR,539222400,D,3,3,False,94.0,85.0,10.0,7.0,49.0,54.0,36.0,40.0,4.0,2.0,5.0,,,90.0,104.0,7.3,9.0,0.0,0.0,0.0265815,0,,4.0,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,3gerardpique,,,,,,,,
10408612,away,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,997035,EUR,1066435200,D,28,28,False,45.0,37.0,5.0,3.0,14.0,17.0,23.0,29.0,1.0,,6.0,,,78.0,66.0,6.8,13.0,0.0,0.0,0.0209194,0,,1.0,4.0,5.0,,,2.0,1.0,2.0,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,AlejandroBalde,,,,,,,,
10408612,away,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,795222,EUR,863395200,M,21,21,False,50.0,46.0,8.0,8.0,17.0,17.0,29.0,33.0,,,6.0,,,90.0,54.0,7.9,4.0,0.6812,0.2979,0.0619357,2,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,Frenkie,,,2.0,1.0,,,,
10408612,away,Barcelona,Sergio Busquets,sergio-busquets,S. Busquets,M,5,189,29647,M,39433,EUR,585014400,M,5,5,False,60.0,52.0,2.0,1.0,25.0,27.0,27.0,33.0,3.0,1.0,9.0,,,90.0,76.0,7.6,10.0,0.0553,0.0,0.0254647,1,,5.0,4.0,12.0,1.0,,5.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,1.0,True,,,,,5sergiob,,,,,,,,
10408612,away,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,1103693,EUR,1091664000,M,30,30,False,24.0,17.0,2.0,1.0,5.0,7.0,12.0,18.0,,1.0,5.0,,,57.0,37.0,7.0,13.0,0.0,0.0,0.215313,0,,1.0,7.0,6.0,1.0,,,,2.0,3.0,1.0,2.0,,4.0,3.0,,1.0,3.0,,,,,,Gavi,,,,,,,,
10408612,away,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,831005,EUR,850521600,F,22,22,False,37.0,27.0,7.0,3.0,5.0,6.0,22.0,31.0,,1.0,3.0,,,72.0,52.0,7.2,13.0,0.3247,0.4786,0.0523508,5,,,4.0,3.0,,,2.0,1.0,,1.0,,,,4.0,1.0,3.0,,,,,,,,Raphinha,,,1.0,,1.0,1.0,,
10408612,away,Barcelona,Memphis Depay,memphis-depay,M. Depay,F,10,176,76320,M,138833,EUR,761097600,F,14,14,False,32.0,27.0,3.0,2.0,5.0,6.0,23.0,29.0,,,4.0,,,57.0,44.0,7.0,11.0,0.3902,0.0482,0.12845,2,,,4.0,3.0,,,,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,3.0,2.0,,,,1.0,1.0,Memphis,,,1.0,,,,,
10408612,away,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,7,185,144391,M,855833,EUR,951782400,F,11,11,False,15.0,10.0,1.0,,2.0,3.0,8.0,13.0,,,1.0,,,57.0,33.0,6.5,14.0,0.0944,0.4109,0.00614801,2,,,7.0,4.0,,,,,1.0,1.0,,,1.0,8.0,3.0,1.0,1.0,2.0,,,,,,FerranTorres,,,1.0,,,,,
10408612,away,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,992587,EUR,1038182400,M,8,8,True,24.0,21.0,1.0,1.0,10.0,10.0,11.0,14.0,,1.0,2.0,,,33.0,25.0,6.5,3.0,0.0,0.0,0.00974476,0,,,3.0,,2.0,,,,,,,1.0,,,,,,,,,,,,Pedri,,,,,,,,
10408612,away,Barcelona,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178,239383,M,818244,EUR,863654400,F,7,7,True,25.0,23.0,5.0,4.0,8.0,8.0,15.0,19.0,,,,,,33.0,34.0,7.5,8.0,0.1291,0.0687,0.145214,2,,1.0,4.0,1.0,,,,,,,4.0,1.0,,3.0,,,2.0,,,,,,,ODembélé,,,1.0,1.0,1.0,,,
10408612,away,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,41789,EUR,588124800,F,9,9,True,13.0,10.0,3.0,2.0,2.0,2.0,8.0,12.0,,,4.0,,,33.0,24.0,8.7,7.0,0.9224,0.9742,0.558619,1,,,3.0,4.0,,,,,1.0,2.0,2.0,1.0,,3.0,3.0,,1.0,3.0,,,,,,Lewa,,,1.0,1.0,,,2.0,1.0
10408612,away,Barcelona,Ansu Fati,ansu-fati,A. Fati,F,31,178,169176,M,962883,EUR,1036022400,F,10,10,True,8.0,7.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,,1.0,,,18.0,12.0,7.3,2.0,0.8601,0.753,0.00362042,1,,,,,,,,,,,,,,,,,,,,,,1.0,,AnsuFati,,,1.0,1.0,,,,
10408612,away,Barcelona,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,17,17,True,10.0,8.0,1.0,1.0,7.0,7.0,1.0,3.0,,,2.0,,,12.0,12.0,6.6,2.0,0.0,0.0,0.00075542,0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,marcosalonso28,,,,,,,,
10408612,away,Barcelona,Arnau Tenas,arnau-tenas,A. Tenas,G,25,185,5097,M,908714,EUR,991180800,G,36,36,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408612,away,Barcelona,Iñaki Peña,inaki-pena,I. Peña,G,13,185,45964,M,794949,EUR,920332800,G,26,26,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,inakipenya,,,,,,,,
10408612,away,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,827212,EUR,910828800,D,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,JKoundé,,,,,,,,
10408612,away,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,186795,EUR,829094400,D,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,andreaschristensen3,,,,,,,,
10408612,away,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,D,24,24,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,ericgm3,,,,,,,,
10408612,away,Barcelona,Jordi Alba,jordi-alba,J. Alba,D,18,170,22925,M,35199,EUR,606441600,D,18,18,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,JAlba,,,,,,,,
10408612,away,Barcelona,Franck Kessié,franck-kessie,F. Kessié,M,79,183,43153,M,359226,EUR,850953600,M,19,19,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,franckkessie,,,,,,,,
