match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_saves,stat_interceptionWon,stat_outfielderBlock,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox
12624446,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,24.0,18.0,11.0,5.0,0.0,14.0,15.0,4.0,9.0,1.0,1.0,5.0,90.0,26.0,6.1,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624446,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177,404,M,,917035,EUR,938736000,D,27,27,False,20.0,15.0,4.0,1.0,0.0,9.0,10.0,6.0,13.0,4.0,1.0,6.0,90.0,54.0,7.4,14.0,0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,
12624446,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,38.0,32.0,7.0,2.0,0.0,23.0,24.0,9.0,14.0,1.0,,3.0,90.0,51.0,6.6,8.0,2,,,2.0,4.0,,1.0,,,5.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,
12624446,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185,2314,M,,888949,EUR,911779200,D,3,3,False,55.0,46.0,11.0,6.0,0.0,26.0,27.0,20.0,28.0,7.0,2.0,6.0,90.0,73.0,7.3,12.0,2,,1.0,4.0,9.0,,2.0,,,3.0,2.0,2.0,1.0,3.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
12624446,home,Al-Ahli,Mohammed Sulaiman,,,sulaiman-mohammed,M. Sulaiman,D,5,180,243,M,,1854314,EUR,1081382400,D,5,5,False,26.0,20.0,1.0,,0.0,9.0,10.0,11.0,16.0,1.0,,4.0,90.0,46.0,6.4,11.0,0,,1.0,,3.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12624446,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,33.0,27.0,4.0,3.0,1.0,15.0,16.0,16.0,23.0,4.0,2.0,5.0,90.0,47.0,7.8,9.0,1,6.0,1.0,,2.0,,,,1.0,,2.0,2.0,1.0,,1.0,6.0,,1.0,,4.0,,,,,,,,,,
12624446,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,42.0,35.0,3.0,1.0,0.0,23.0,23.0,12.0,20.0,3.0,,11.0,90.0,56.0,6.8,14.0,1,1.0,1.0,1.0,5.0,1.0,3.0,2.0,,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,True,,,,,,,,,
12624446,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184,5191,M,,1010505,EUR,1022457600,M,24,24,False,26.0,18.0,2.0,,0.0,10.0,13.0,8.0,13.0,5.0,2.0,2.0,89.0,33.0,6.2,12.0,0,,,3.0,3.0,1.0,1.0,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
12624446,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178,4322,M,w_galeno90,845754,EUR,877478400,M,13,13,False,28.0,16.0,5.0,2.0,0.0,4.0,5.0,13.0,26.0,7.0,,4.0,90.0,47.0,6.4,20.0,2,3.0,3.0,,5.0,1.0,2.0,1.0,,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,
12624446,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181,1082,M,,893307,EUR,958262400,F,9,9,False,12.0,9.0,,,0.0,3.0,3.0,6.0,9.0,3.0,,1.0,85.0,18.0,6.8,3.0,2,,,2.0,4.0,,,,,,2.0,1.0,,,3.0,,1.0,,,,,,1.0,1.0,,,,,,
