match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_penaltyConceded,stat_dispossessed,stat_blockedScoringAttempt,stat_aerialLost,stat_goals,stat_outfielderBlock,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss,stat_totalOffside,stat_goodHighClaim,stat_punches
12764328,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9884,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,30.0,28.0,3.0,1.0,0.0,28.0,28.0,2.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,90.0,36.0,7.8,2.0,0.00013519,0,1.4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764328,home,Liverpool,Conor Bradley,,,bradley-conor,C. Bradley,D,12,181,15948,M,conorbradley03,1008402,EUR,1057708800,D,84,84,False,49.0,41.0,1.0,,1.0,9.0,10.0,41.0,9.0,,,,,,,87.0,70.0,7.7,12.0,0.0983959,2,,32.0,2.0,1.0,5.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,0.3612,0.3185,1.0,,,,,,,,,,,,,,,,,,
12764328,home,Liverpool,Ibrahima Konaté,,,ibrahima-konate,I. Konaté,D,5,195,27486,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,44.0,41.0,2.0,2.0,0.0,23.0,25.0,19.0,3.0,,,,,,,90.0,55.0,7.3,4.0,0.0152082,0,,18.0,,1.0,,5.0,,,,,,1.0,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,
12764328,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,VvD,151545,EUR,678931200,D,4,4,False,94.0,90.0,9.0,8.0,0.0,49.0,51.0,43.0,,,,,,,,90.0,99.0,7.5,4.0,0.0236288,0,,41.0,,3.0,1.0,6.0,,1.0,,,,1.0,,2.0,1.0,,1.0,,,,,,True,1.0,,,,,,,,,,,,,,
12764328,home,Liverpool,Andrew Robertson,,,andrew-robertson,A. Robertson,D,26,178,24708,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,100.0,92.0,2.0,2.0,1.0,37.0,39.0,69.0,6.0,,,,,,,90.0,125.0,7.8,16.0,0.443426,0,,57.0,8.0,,3.0,2.0,1.0,,,,,1.0,,2.0,2.0,,2.0,,,3.0,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,
12764328,home,Liverpool,Curtis Jones,,,curtis-jones,C. Jones,M,17,185,17589,M,curtisjones,927353,EUR,980812800,M,17,17,False,59.0,55.0,,,0.0,12.0,13.0,46.0,5.0,,,,,,,83.0,79.0,7.8,10.0,0.113398,4,,43.0,,1.0,4.0,7.0,1.0,6.0,,2.0,,1.0,,2.0,1.0,,,0.1671,,2.0,,3.0,,4.0,,1.0,,1.0,2.0,,,,,,,,,
12764328,home,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31041,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,65.0,60.0,2.0,1.0,0.0,20.0,22.0,43.0,3.0,,,,,,,90.0,75.0,7.1,6.0,0.110824,0,,40.0,,1.0,5.0,3.0,,,,,,,,2.0,2.0,,2.0,,,,2.0,1.0,,,,,,,,3.0,,,,,,,,
12764328,home,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,59.0,54.0,4.0,3.0,0.0,16.0,17.0,47.0,4.0,,,,,,,90.0,73.0,8.7,11.0,0.920984,2,,39.0,5.0,,6.0,3.0,3.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,0.2047,0.6169,2.0,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,
12764328,home,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,564007,M,MoSalah,159665,EUR,708566400,F,11,11,False,36.0,29.0,2.0,2.0,0.0,5.0,7.0,29.0,3.0,,,,,,,90.0,53.0,6.9,17.0,0.116093,1,,24.0,,,4.0,4.0,,2.0,1.0,1.0,,,,2.0,1.0,2.0,,0.7884,,2.0,1.0,5.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,
12764328,home,Liverpool,Darwin Núñez,,,darwin-nunez,D. Núñez,F,7,188,70302,M,Darwin,924871,EUR,930182400,F,9,9,False,16.0,14.0,1.0,1.0,0.0,4.0,4.0,12.0,3.0,,,,,,,68.0,33.0,6.7,8.0,0.0131054,2,,10.0,,,8.0,4.0,,3.0,1.0,,2.0,1.0,,2.0,2.0,,2.0,0.4293,0.3487,,,1.0,,2.0,,,,4.0,,1.0,,,,,,,,
