match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,captain,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_shotOffTarget,stat_bigChanceCreated,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalOffside
12450226,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,1,1,False,16.0,14.0,2.0,0.0,14.0,14.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,21.0,6.1,2.0,6.727e-05,0,-2.1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450226,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124757,M,AHakimi,814594,EUR,910137600,D,2,2,False,93.0,85.0,7.0,0.0,16.0,17.0,81.0,5.0,1.0,5.0,1.0,,,90.0,119.0,7.4,14.0,0.12233,3,,6.0,71.0,5.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,0.1078,2.0,,,,,,,,,,,,,,,,,,
12450226,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,59.0,58.0,2.0,0.0,23.0,23.0,36.0,,,4.0,,,,69.0,64.0,6.8,1.0,0.266882,0,,2.0,35.0,,,,,,,,,,,,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,
12450226,home,Paris Saint-Germain,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25491,M,pachowilliam,979480,EUR,1003190400,D,51,51,False,80.0,76.0,2.0,0.0,50.0,52.0,28.0,6.0,1.0,10.0,1.0,,,90.0,89.0,6.6,5.0,0.0793969,1,,,26.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,2.0,,0.1076,,,,2.0,1.0,1.0,,,,,,,,,,,,,
12450226,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37370,M,nunomendes_5,989768,EUR,1024444800,D,25,25,False,81.0,71.0,5.0,0.0,24.0,28.0,57.0,4.0,,8.0,2.0,,,90.0,106.0,7.1,18.0,0.839232,2,,2.0,48.0,4.0,1.0,,1.0,3.0,,,,2.0,2.0,2.0,0.0604,4.0,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,
12450226,home,Paris Saint-Germain,João Neves,joao-neves,J. Neves,M,87,174,37142,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,41.0,38.0,,0.0,9.0,9.0,32.0,3.0,,4.0,1.0,,,59.0,48.0,6.9,6.0,0.0573106,1,,,29.0,,,1.0,1.0,4.0,,1.0,,,1.0,2.0,0.0094,1.0,,,,,,,1.0,,2.0,1.0,0.1143,,,,,,,
12450226,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,121.0,112.0,8.0,0.0,31.0,32.0,91.0,2.0,,6.0,,,,90.0,136.0,7.7,14.0,0.214643,4,,7.0,81.0,2.0,,,,4.0,2.0,1.0,,1.0,2.0,2.0,0.201,1.0,,,,,,,1.0,,1.0,3.0,0.6301,,,,,,,
12450226,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,52.0,46.0,,0.0,14.0,14.0,39.0,1.0,,3.0,,,,78.0,63.0,8.0,7.0,0.153138,4,,,32.0,1.0,,,,1.0,,,,1.0,1.0,,0.4662,1.0,,,1.0,,1.0,1.0,1.0,,1.0,2.0,0.5083,,,1.0,,,,
12450226,home,Paris Saint-Germain,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,DD14,1154605,EUR,1117756800,F,14,14,False,41.0,36.0,1.0,0.0,3.0,4.0,45.0,3.0,,1.0,1.0,,,59.0,63.0,6.5,16.0,0.213121,1,,1.0,36.0,8.0,3.0,1.0,,9.0,2.0,6.0,1.0,,1.0,1.0,0.2111,2.0,,,,,1.0,,1.0,,1.0,,,Désiré Doué,,,1.0,,,
12450226,home,Paris Saint-Germain,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178,239383,M,ODembélé,818244,EUR,863654400,F,10,10,False,53.0,46.0,4.0,1.0,5.0,5.0,50.0,,,1.0,,,,68.0,66.0,8.2,12.0,0.612152,7,,4.0,41.0,2.0,,,,3.0,,2.0,,2.0,,,0.6167,7.0,,,,1.0,2.0,3.0,,,,3.0,0.5535,,,,2.0,,,
12450226,home,Paris Saint-Germain,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,Kvaradona,889259,EUR,981936000,F,7,7,False,42.0,38.0,,0.0,8.0,8.0,39.0,9.0,,,2.0,,,90.0,68.0,7.7,15.0,0.295767,3,,,32.0,5.0,2.0,,,6.0,1.0,6.0,3.0,1.0,4.0,4.0,0.2613,4.0,,,,1.0,1.0,1.0,4.0,,1.0,1.0,0.7315,,,,1.0,,,
12450226,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,True,37.0,35.0,,0.0,3.0,3.0,35.0,1.0,,2.0,,,,31.0,46.0,6.5,6.0,0.0432523,2,,,32.0,1.0,,,,1.0,,,,2.0,1.0,3.0,0.2213,,,,,,,,1.0,,1.0,,,,,,1.0,,,
12450226,home,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182,37510,M,bradley_b,996952,EUR,1030924800,F,29,29,True,20.0,19.0,1.0,0.0,1.0,1.0,19.0,,,,,,,31.0,23.0,6.6,2.0,0.0828817,1,,1.0,18.0,,,,,,,,,,,,0.2775,1.0,,,,,,,,,,1.0,0.2048,,,,1.0,,,
12450226,home,Paris Saint-Germain,Gonçalo Ramos,goncalo-ramos,G. Ramos,F,9,185,23725,M,goncaloramos88,934510,EUR,992995200,F,9,9,True,4.0,4.0,,0.0,1.0,1.0,3.0,,,,,,,22.0,8.0,6.4,,0.0591304,3,,,3.0,,,,,,,,,,,,0.6171,1.0,,,,,1.0,1.0,,,,2.0,0.7912,,,,2.0,,,
12450226,home,Paris Saint-Germain,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17502,M,lberaldo,1108441,EUR,1069632000,D,35,35,True,36.0,35.0,2.0,0.0,11.0,11.0,25.0,2.0,,1.0,,,,21.0,37.0,6.7,1.0,0.0225199,0,,2.0,24.0,,,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,Lucas Beraldo,,,,,,
