match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,stat_blockedScoringAttempt,player_lastName,stat_goals,stat_totalOffside,stat_accurateCross,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14429568,home,Al-Khaleej,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,295,M,39457,EUR,641347200.0,G,49,49,False,25.0,19.0,8.0,3.0,0.0,18.0,20.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,4.0,7.0,90.0,39.0,8.3,6.0,0.00020104,1.0811,0,1.3091,0.03,0.02,-0.03,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429568,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600.0,D,39,39,False,19.0,16.0,3.0,2.0,0.0,10.0,11.0,6.0,8.0,2.0,3.0,2.0,1.0,,,,59.0,29.0,6.6,3.0,0.00225183,,0,,0.06,0.03,-0.1,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429568,home,Al-Khaleej,Bart Schenkeveld,bart-schenkeveld,B. Schenkeveld,D,4,184.0,280,M,99150,EUR,683337600.0,D,4,4,False,40.0,35.0,2.0,,1.0,28.0,28.0,7.0,12.0,3.0,6.0,2.0,1.0,,,,90.0,52.0,7.0,5.0,0.00231243,,1,,0.03,0.09,0.25,,1.0,1.0,,,1.0,2.0,1.0,1.0,3.0,0.0334,1.0,-0.09,,,,,,,,,,,,,,,,,,,,
14429568,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800.0,D,3,3,False,45.0,44.0,2.0,1.0,0.0,31.0,32.0,13.0,13.0,4.0,6.0,4.0,1.0,,,,76.0,55.0,6.8,1.0,0.0103997,,1,,0.2,0.05,-0.06,,2.0,1.0,,,1.0,3.0,,,,0.0348,,-0.11,True,1.0,1.0,1.0,0.3392,,,,,,,,,,,,,,,
14429568,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200.0,D,5,5,False,58.0,54.0,2.0,2.0,0.0,34.0,36.0,20.0,22.0,5.0,4.0,7.0,1.0,,,,90.0,83.0,6.7,10.0,0.0787329,,0,,0.3,-0.07,-0.13,,7.0,4.0,,,1.0,1.0,,,,,3.0,,,2.0,1.0,,,1.0,1.0,5.0,3.0,1.0,,,,,,,,,,
14429568,home,Al-Khaleej,Paolo Fernandes,fernandes-paolo,P. Fernandes,M,11,167.0,402,M,851099,EUR,902620800.0,M,11,11,False,15.0,14.0,1.0,,1.0,4.0,4.0,10.0,11.0,4.0,,3.0,2.0,,,,59.0,26.0,6.7,6.0,0.0340131,,0,,0.04,0.07,-0.03,,5.0,,,,,,1.0,,,,1.0,,,2.0,,,,2.0,,5.0,2.0,,,,,,,,,,,
14429568,home,Al-Khaleej,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182.0,579,M,128089,EUR,752198400.0,M,21,21,False,51.0,46.0,5.0,3.0,0.0,26.0,27.0,20.0,24.0,3.0,3.0,4.0,2.0,,,,86.0,66.0,7.3,7.0,0.118376,,1,,0.28,0.09,0.16,,2.0,3.0,1.0,1.0,,,,,,0.572,,0.18,,1.0,,1.0,0.9836,1.0,1.0,,,,1.0,1.0,,,,,,,,
14429568,home,Al-Khaleej,Murad Al Hawsawi,murad-al-hawsawi,M. A. Hawsawi,M,18,180.0,332,M,1549082,EUR,991440000.0,M,18,18,False,48.0,44.0,5.0,5.0,0.0,25.0,27.0,19.0,21.0,3.0,1.0,3.0,1.0,,,,90.0,57.0,6.7,4.0,0.191873,,1,,0.05,0.03,-0.1,,3.0,2.0,1.0,1.0,2.0,,1.0,,,0.0215,1.0,-0.06,,1.0,,,,,,1.0,1.0,,,,Murad Al Hawsawi,1.0,,,,,,
14429568,home,Al-Khaleej,Giorgos Masouras,giorgos-masouras,G. Masouras,M,9,184.0,1890,M,592560,EUR,757382400.0,M,9,9,False,21.0,20.0,1.0,1.0,0.0,12.0,13.0,8.0,8.0,,,2.0,,,,,86.0,28.0,7.4,3.0,0.0138863,,3,,0.13,0.12,0.21,,4.0,,,,1.0,,,2.0,1.0,0.458,2.0,0.46,,2.0,,1.0,0.4094,1.0,,1.0,,,,,,,,1.0,1.0,,,
14429568,home,Al-Khaleej,Joshua King,joshua-king,J. King,F,7,180.0,2230,M,100621,EUR,695433600.0,F,7,7,False,16.0,12.0,,,0.0,6.0,7.0,6.0,9.0,7.0,,2.0,2.0,,,,90.0,32.0,10.0,7.0,0.21568,,4,,-0.12,0.5,0.18,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.3633,2.0,1.0,,1.0,,3.0,2.5166,,2.0,2.0,2.0,1.0,,,,1.0,,3.0,1.0,,,
