match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,captain,stat_shotOffTarget,stat_hitWoodwork,stat_goalAssist,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside
10886832,home,Ipswich Town,Christian Walton,,,christian-walton,C. Walton,G,28,196.0,219,M,198038,EUR,815875200.0,G,1,1,False,15.0,12.0,5.0,2.0,11.0,13.0,1.0,2.0,7.0,1.0,1.0,90.0,22.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,home,Ipswich Town,Kane Vincent-Young,Kane,Vincent-Young,kane-vincent-young,K. Vincent-Young,D,30,180.0,16,M,785452,EUR,826848000.0,D,24,24,False,55.0,52.0,2.0,1.0,14.0,15.0,40.0,47.0,5.0,,,90.0,80.0,7.3,10.0,0,7.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10886832,home,Ipswich Town,Richard Keogh,,,richard-keogh,R. Keogh,D,,188.0,27,M,19808,EUR,524102400.0,D,2,2,False,82.0,77.0,6.0,4.0,26.0,27.0,51.0,55.0,9.0,,,90.0,90.0,7.0,6.0,1,,,1.0,2.0,2.0,,1.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10886832,home,Ipswich Town,Cameron Burgess,,,cameron-burgess,C. Burgess,D,15,194.0,331,M,358084,EUR,814233600.0,D,15,15,False,81.0,71.0,5.0,2.0,26.0,30.0,45.0,51.0,10.0,,,90.0,94.0,7.2,13.0,0,,,4.0,3.0,5.0,2.0,,,5.0,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10886832,home,Ipswich Town,Leif Davis,,,leif-davis,L. Davis,D,3,182.0,978,M,963493,EUR,946598400.0,D,3,3,False,22.0,19.0,2.0,,10.0,11.0,13.0,19.0,5.0,,,45.0,35.0,7.0,7.0,0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,
10886832,home,Ipswich Town,Sam Morsy,,,sam-morsy,S. Morsy,M,40,175.0,1812,M,108515,EUR,684460800.0,M,5,5,False,77.0,65.0,7.0,5.0,11.0,13.0,54.0,66.0,7.0,,,59.0,86.0,7.2,14.0,0,2.0,,,2.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,True,,,,,,,,,,
10886832,home,Ipswich Town,Cameron Humphreys,,,cameron-humphreys,C. Humphreys,M,8,178.0,146,M,1130909,EUR,1067472000.0,M,30,30,False,30.0,24.0,5.0,2.0,7.0,7.0,17.0,24.0,1.0,,,45.0,38.0,6.7,8.0,2,1.0,,1.0,3.0,2.0,1.0,,,,,1.0,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,
10886832,home,Ipswich Town,Wes Burns,,,wes-burns,W. Burns,M,7,173.0,185,M,305302,EUR,784684800.0,M,7,7,False,31.0,25.0,1.0,1.0,3.0,4.0,25.0,44.0,3.0,,,59.0,64.0,7.1,26.0,0,17.0,3.0,2.0,6.0,3.0,4.0,1.0,1.0,3.0,,,,2.0,,1.0,,4.0,1.0,,,,,,1.0,,,,,,,
10886832,home,Ipswich Town,Conor Chaplin,,,conor-chaplin,C. Chaplin,M,36,170.0,452,M,784625,EUR,856051200.0,M,10,10,False,34.0,22.0,,,2.0,2.0,20.0,33.0,5.0,,,90.0,54.0,8.9,15.0,8,1.0,,,1.0,2.0,,,,,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,6.0,2.0,,,,
10886832,home,Ipswich Town,Kyle Edwards,,,kyle-edwards,K. Edwards,M,22,172.0,40,M,817562,EUR,887673600.0,M,29,29,False,45.0,35.0,1.0,,6.0,8.0,30.0,45.0,6.0,,,90.0,77.0,7.0,27.0,2,8.0,1.0,3.0,10.0,7.0,1.0,6.0,,2.0,1.0,1.0,1.0,3.0,,1.0,,4.0,2.0,,3.0,,2.0,,1.0,,,,1.0,,,
10886832,home,Ipswich Town,Gassan Ahadme,,,gassan-ahadme,G. Ahadme,F,9,187.0,160,M,996542,EUR,974419200.0,F,18,18,False,2.0,1.0,,,1.0,1.0,,1.0,,,,82.0,13.0,7.6,3.0,8,,,1.0,3.0,1.0,1.0,,,,,,,1.0,2.0,,3.0,,1.0,,,,3.0,1.0,,,2.0,1.0,,,,
10886832,home,Ipswich Town,Albie Armin,Albie Armin,,albie-armin,A. Armin,D,,181.0,4,M,1089577,EUR,1081728000.0,D,36,36,True,29.0,22.0,2.0,,4.0,5.0,20.0,28.0,2.0,,,45.0,44.0,6.4,13.0,0,4.0,2.0,1.0,4.0,1.0,3.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10886832,home,Ipswich Town,Tawanda Chirewa,,,tawanda-chirewa,T. Chirewa,M,23,181.0,929,M,1005725,EUR,1065830400.0,M,42,42,True,33.0,30.0,2.0,1.0,10.0,10.0,20.0,24.0,3.0,,,45.0,46.0,6.7,8.0,2,1.0,,,5.0,3.0,2.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,
10886832,home,Ipswich Town,Luke Woolfenden,,,luke-woolfenden,L. Woolfenden,D,26,193.0,195,M,893478,EUR,908928000.0,D,6,6,True,46.0,43.0,2.0,2.0,7.0,7.0,37.0,40.0,2.0,,,31.0,52.0,7.3,4.0,1,1.0,1.0,2.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,
10886832,home,Ipswich Town,Kayden Jackson,,,kayden-jackson,K. Jackson,F,19,181.0,95,M,340689,EUR,761875200.0,F,19,19,True,10.0,10.0,,,1.0,1.0,9.0,13.0,1.0,,,31.0,20.0,7.3,6.0,1,4.0,,,2.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,
10886832,home,Ipswich Town,Matt Ward,Matt,Ward,matt-ward,M. Ward,M,11,178.0,14,M,1130968,EUR,1060992000.0,M,41,41,True,5.0,4.0,,,1.0,1.0,3.0,4.0,2.0,,,8.0,8.0,6.7,2.0,1,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
10886832,home,Ipswich Town,Václav Hladký,,,vaclav-hladky,V. Hladký,G,32,189.0,173,M,151518,EUR,658540800.0,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,home,Ipswich Town,Edwin Agbaje,Edwin Agbaje,,edwin-agbaje,E. Agbaje,D,2,,18,M,1423744,EUR,1074988800.0,M,39,39,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,home,Ipswich Town,George Edmundson,,,george-edmundson,G. Edmundson,D,25,191.0,107,M,803678,EUR,872985600.0,D,4,4,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,home,Ipswich Town,Zanda Siziba,Zanda Siziba,,zanda-siziba,Z. Siziba,M,,175.0,22,M,1083034,EUR,1058572800.0,M,38,38,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,away,Buxton FC,Theo Richardson,,,theo-richardson,T. Richardson,G,1,,22,M,920363,EUR,907632000.0,G,1,1,False,36.0,9.0,34.0,7.0,3.0,4.0,6.0,32.0,9.0,1.0,6.0,90.0,47.0,6.5,28.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,
10886832,away,Buxton FC,Declan Poole,,,declan-poole,D. Poole,M,22,,6,M,862150,EUR,810259200.0,D,12,12,False,19.0,13.0,4.0,2.0,11.0,13.0,2.0,7.0,5.0,,,90.0,46.0,7.0,13.0,0,1.0,,1.0,1.0,7.0,,1.0,1.0,2.0,3.0,4.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10886832,away,Buxton FC,Shaun Brisley,Shaun,Brisley,shaun-brisley,S. Brisley,D,14,188.0,5,M,34585,EUR,641952000.0,D,16,16,False,18.0,9.0,6.0,,7.0,10.0,2.0,8.0,2.0,,,90.0,38.0,6.8,9.0,1,,,3.0,3.0,4.0,,,,10.0,2.0,1.0,,,1.0,,,,2.0,4.0,1.0,,1.0,,,,,,,,,
10886832,away,Buxton FC,Jake Moult,Jake,Moult,jake-moult,J. Moult,M,,178.0,1,M,32637,EUR,603072000.0,D,4,4,False,17.0,12.0,4.0,1.0,11.0,12.0,1.0,5.0,1.0,,,90.0,30.0,6.3,5.0,0,,,,1.0,1.0,,,,9.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
10886832,away,Buxton FC,Sean Newton,Sean,Newton,sean-newton,S. Newton,D,18,183.0,5,M,32016,EUR,590976000.0,D,18,18,False,23.0,14.0,11.0,5.0,9.0,11.0,5.0,12.0,4.0,,,90.0,44.0,6.4,11.0,2,,,,2.0,3.0,1.0,2.0,1.0,10.0,2.0,2.0,1.0,,,,1.0,,,,,True,,,,,1.0,,,,,
10886832,away,Buxton FC,Max Conway,Max Conway,,max-conway,M. Conway,M,25,182.0,51,M,1083001,EUR,1062720000.0,D,3,3,False,8.0,1.0,6.0,,,5.0,2.0,4.0,8.0,,,77.0,25.0,6.2,10.0,1,1.0,1.0,1.0,4.0,3.0,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,
10886832,away,Buxton FC,Samuel Osborne,,,samuel-osborne,S. Osborne,M,21,177.0,1,M,865681,EUR,915926400.0,M,21,21,False,4.0,2.0,,,2.0,3.0,,3.0,5.0,,,90.0,33.0,6.2,15.0,1,2.0,,,10.0,9.0,2.0,2.0,1.0,,1.0,6.0,4.0,8.0,2.0,4.0,1.0,,1.0,,2.0,,,,,,,,,,,
10886832,away,Buxton FC,Connor Kirby,,,kirby-connor,C. Kirby,M,8,169.0,6,M,926055,EUR,905385600.0,M,8,8,False,24.0,17.0,3.0,1.0,14.0,17.0,3.0,9.0,6.0,,,90.0,40.0,6.9,9.0,0,2.0,,1.0,4.0,6.0,,,,5.0,3.0,4.0,2.0,,1.0,,,,3.0,,1.0,,,,,,,,,,,
10886832,away,Buxton FC,Lindon Meikle,,,lindon-meikle,L. Meikle,M,,168.0,1,M,140375,EUR,574905600.0,M,6,6,False,22.0,14.0,2.0,,8.0,11.0,6.0,11.0,9.0,,,83.0,33.0,6.2,12.0,0,,,,3.0,1.0,1.0,1.0,,2.0,2.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,
10886832,away,Buxton FC,Tom Elliott,Tom Elliott,,tom-elliott,T. Elliott,M,10,176.0,6,M,1156317,EUR,797126400.0,M,10,10,False,11.0,,,,,3.0,,8.0,3.0,,,60.0,21.0,6.6,12.0,0,,,2.0,2.0,4.0,,,,4.0,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
10886832,away,Buxton FC,Jack McKay,,,jack-mckay,J. McKay,F,,190.0,1,M,773389,EUR,848361600.0,F,19,19,False,4.0,3.0,,,2.0,3.0,1.0,2.0,1.0,,,61.0,14.0,6.4,4.0,0,1.0,,1.0,6.0,3.0,1.0,,,2.0,1.0,,,1.0,1.0,1.0,,,3.0,,2.0,,,,,,,,,,,1.0
10886832,away,Buxton FC,Harry Bunn,Harry,Bunn,harry-bunn,H. Bunn,F,,175.0,6,M,193556,EUR,722304000.0,F,23,23,True,6.0,3.0,,,2.0,3.0,1.0,4.0,3.0,,,30.0,15.0,6.6,7.0,1,1.0,,,1.0,3.0,,,,,,1.0,1.0,3.0,,,1.0,,1.0,,2.0,,,,,,,,,,,
10886832,away,Buxton FC,Scott Boden,,,scott-boden,S. Boden,F,,182.0,1,M,36599,EUR,627782400.0,F,25,25,True,6.0,5.0,,,3.0,3.0,2.0,3.0,,,,29.0,11.0,6.6,3.0,0,,,,2.0,1.0,,,,,1.0,1.0,1.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,
10886832,away,Buxton FC,Matthew Sargent,Matthew,Sargent,matthew-sargent,M. Sargent,M,,184.0,1,M,966606,EUR,995932800.0,M,29,29,True,3.0,3.0,,,2.0,2.0,1.0,1.0,1.0,,,13.0,6.0,6.3,2.0,0,,,,2.0,1.0,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
10886832,away,Buxton FC,Jason Gilchrist,Jason,Gilchrist,jason-gilchrist,J. Gilchrist,F,14,178.0,6,M,317019,EUR,787622400.0,F,14,14,True,,,,,,,,,,,,11.0,1.0,6.4,1.0,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10886832,away,Buxton FC,Matthew Hudson,,,matthew-hudson,M. Hudson,G,1,193.0,24,M,787909,EUR,901670400.0,G,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,away,Buxton FC,Josh Granite,Josh,Granite,josh-granite,J. Granite,D,5,183.0,5,M,959945,EUR,696470400.0,D,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,away,Buxton FC,Serhat Tasdemir,,,serhat-tasdemir,Tasdemir,M,25,183.0,28,M,910836,EUR,964137600.0,M,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,away,Buxton FC,Oliver Sherwood,Oliver Sherwood,,oliver-sherwood,O. Sherwood,M,26,,1,M,1429781,EUR,,M,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886832,away,Buxton FC,Diego De Girolamo,Diego,De Girolamo,diego-de-girolamo,D. D. Girolamo,F,,178.0,13,M,296250,EUR,812851200.0,F,9,9,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
