match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_wonContest,stat_interceptionWon,stat_fouls,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_keyPass,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_hitWoodwork,stat_shotOffTarget,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,stat_totalOffside
10389836,home,Olympique Lyonnais,Rémy Riou,,,remy-riou,R. Riou,G,1,189,112,M,13906,EUR,555206400,G,35,35,False,32.0,24.0,13.0,5.0,22.0,27.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,37.0,7.1,8.0,0.0,0.0,0.00038262,0,0.0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389836,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,False,39.0,34.0,1.0,,17.0,18.0,17.0,21.0,3.0,6.0,,,,,90.0,60.0,6.9,11.0,0.0,0.0,0.0128342,0,,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10389836,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,60.0,58.0,3.0,3.0,40.0,41.0,18.0,19.0,5.0,4.0,,,,,90.0,72.0,7.2,3.0,0.0,0.0,0.0101301,0,,1.0,4.0,2.0,,1.0,1.0,,,1.0,,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,
10389836,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,55.0,52.0,4.0,3.0,33.0,34.0,20.0,22.0,4.0,4.0,,,,,90.0,66.0,7.3,3.0,0.0,0.0,0.202401,0,,,4.0,3.0,,,1.0,2.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10389836,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,51.0,46.0,2.0,2.0,18.0,19.0,29.0,37.0,,5.0,,,,,90.0,66.0,7.1,10.0,0.0,0.0,0.234997,0,,1.0,4.0,4.0,,1.0,,3.0,2.0,,,,,,,5.0,1.0,3.0,1.0,tagliafico3,1.0,,,,,,,,,,
10389836,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,False,67.0,67.0,5.0,5.0,24.0,24.0,43.0,43.0,,9.0,,,,,90.0,83.0,7.6,3.0,0.0,0.0,0.0972316,0,,,7.0,7.0,2.0,1.0,2.0,6.0,3.0,,1.0,1.0,,2.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,
10389836,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,53.0,44.0,1.0,,7.0,10.0,38.0,53.0,,5.0,,,,,90.0,89.0,6.9,27.0,0.1138,0.2534,0.28253,1,,2.0,12.0,12.0,3.0,10.0,,2.0,2.0,3.0,1.0,,7.0,1.0,4.0,10.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,
10389836,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,88,88,False,76.0,67.0,6.0,6.0,34.0,35.0,33.0,43.0,,5.0,,,,,65.0,87.0,6.9,12.0,0.3353,0.4344,0.0509787,1,,1.0,6.0,4.0,1.0,,,2.0,,,1.0,2.0,,2.0,2.0,2.0,,1.0,,,,1.0,1.0,True,1.0,,,,,,
10389836,home,Olympique Lyonnais,Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,182,37510,M,996952,EUR,1030924800,F,26,26,False,22.0,19.0,,,3.0,3.0,17.0,21.0,,6.0,,,,,90.0,39.0,6.4,9.0,0.864,0.3398,0.377856,4,,,10.0,3.0,2.0,2.0,,3.0,2.0,1.0,,,,2.0,5.0,2.0,1.0,1.0,3.0,bradley_b,1.0,2.0,1.0,,,2.0,1.0,,,,
10389836,home,Olympique Lyonnais,Amin Sarr,,,sarr-amin,A. Sarr,F,9,190,942,M,1022204,EUR,984268800,F,7,7,False,7.0,4.0,,,2.0,3.0,2.0,4.0,,1.0,,,,,73.0,13.0,6.3,6.0,0.0,0.0,0.00205537,0,,2.0,6.0,3.0,,3.0,,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,
