match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_challengeLost,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_lastManTackle,stat_errorLeadToAGoal
12450922,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1544,M,849114,EUR,942710400,G,1,1,False,31.0,20.0,12.0,1.0,0.0,20.0,23.0,8.0,9.0,2.0,3.0,1.0,1.0,90.0,40.0,7.1,11.0,0.00018645,0,0.5058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450922,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,59.0,44.0,6.0,3.0,0.0,23.0,32.0,29.0,7.0,,,,,88.0,77.0,7.4,17.0,0.0471501,0,,Vanderson,,22.0,2.0,1.0,1.0,1.0,2.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12450922,home,AS Monaco,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,17,17,False,73.0,63.0,9.0,2.0,0.0,55.0,55.0,18.0,7.0,,,,,90.0,88.0,8.0,11.0,0.00937755,1,,,,8.0,,,4.0,3.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,,1.0,,stephane_singo,1.0,1.0,6.0,3.0,0.4123,0.9071,,,,,,,,,,,,,
12450922,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,281277,EUR,843264000,D,5,5,False,70.0,65.0,4.0,3.0,0.0,50.0,52.0,18.0,8.0,,,,,90.0,88.0,7.5,7.0,0.0114733,0,,,,15.0,,,3.0,3.0,4.0,7.0,,,3.0,3.0,1.0,,1.0,,,,,5.0,1.0,,,True,1.0,,,,,,,,,,,
12450922,home,AS Monaco,Caio Henrique,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,43.0,31.0,10.0,2.0,0.0,16.0,21.0,24.0,3.0,,,,,88.0,64.0,7.1,13.0,0.206169,0,,,,17.0,2.0,2.0,,1.0,6.0,7.0,2.0,2.0,,2.0,2.0,,3.0,3.0,,,,3.0,2.0,,,,1.0,3.0,1.0,,,,,,,,,
12450922,home,AS Monaco,Eliot Matazo,eliot-matazo,E. Matazo,M,36,174,581,M,1046150,EUR,1013731200,M,8,8,False,32.0,27.0,1.0,1.0,0.0,10.0,10.0,22.0,5.0,,,,,63.0,44.0,7.0,8.0,0.0181634,0,,,,17.0,,,,1.0,2.0,6.0,2.0,,1.0,3.0,2.0,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,
12450922,home,AS Monaco,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,15,15,False,65.0,56.0,5.0,2.0,1.0,33.0,37.0,30.0,8.0,,,,,90.0,81.0,7.8,10.0,0.31192,0,,Lamine Camara,,24.0,2.0,1.0,,,3.0,6.0,2.0,2.0,1.0,4.0,3.0,,1.0,1.0,lamine_camara_5,,,4.0,,,,,,2.0,,1.0,,,,,,,,
12450922,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,11,11,False,33.0,26.0,1.0,,0.0,5.0,5.0,31.0,6.0,,,,,90.0,60.0,7.7,16.0,0.245199,6,,,,21.0,3.0,,3.0,1.0,8.0,6.0,3.0,2.0,,1.0,1.0,3.0,1.0,2.0,,1.0,,,2.0,0.4582,0.1641,,2.0,1.0,1.0,,2.0,3.0,,,,,,
12450922,home,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,20.0,12.0,1.0,,0.0,5.0,7.0,14.0,3.0,,,,,79.0,33.0,6.7,15.0,0.374772,1,,,,7.0,1.0,,1.0,3.0,4.0,5.0,3.0,2.0,,,,4.0,2.0,1.0,Minamino,,,,,0.0943,,,,2.0,,,1.0,,,,,,,
12450922,home,AS Monaco,Aleksandr Golovin,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,10,10,False,48.0,34.0,7.0,6.0,0.0,16.0,18.0,31.0,14.0,,,,,90.0,70.0,7.9,20.0,0.096558,1,,,,18.0,1.0,,1.0,,6.0,9.0,5.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,alex_golovin17,1.0,,,2.0,0.0375,0.0224,,,2.0,,1.0,,,1.0,,,,,
12450922,home,AS Monaco,George Ilenikhena,george-ilenikhena,G. Ilenikhena,F,99,185,2495,M,1462434,EUR,1155686400,F,21,21,False,8.0,6.0,1.0,1.0,0.0,4.0,5.0,3.0,,,,,,63.0,22.0,6.6,4.0,0.0035331,6,,George,Ilenikhena,2.0,,,1.0,1.0,3.0,3.0,1.0,,,,,1.0,1.0,,,1.0,,,2.0,1.6575,0.0258,,,,2.0,,5.0,,,2.0,2.0,,,
