match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_totalClearance,stat_fouls,stat_totalTackle,stat_wonTackle,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_outfielderBlock,stat_shotOffTarget,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_punches,stat_bigChanceMissed
10411662,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,33.0,24.0,14.0,5.0,20.0,23.0,4.0,10.0,3.0,3.0,1.0,4.0,90.0,41.0,6.8,11.0,0.0,0.0,0.00080615,0,-0.4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,D,2,2,False,33.0,25.0,3.0,2.0,14.0,15.0,11.0,21.0,3.0,,,,84.0,58.0,6.3,19.0,0.0,0.0,0.0192917,0,,,,3.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,63.0,51.0,6.0,1.0,34.0,38.0,17.0,25.0,10.0,,,,90.0,79.0,6.3,13.0,0.0,0.0,0.00843213,0,,,,,,2.0,4.0,3.0,1.0,,,,2.0,1.0,1.0,,milenkovicn_4,3.0,3.0,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,98,98,False,38.0,34.0,5.0,2.0,21.0,21.0,13.0,17.0,6.0,,,,45.0,46.0,6.8,5.0,0.0,0.0,0.00328192,0,,,,,,1.0,1.0,6.0,,,,,1.0,1.0,2.0,,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,35.0,26.0,4.0,3.0,11.0,12.0,16.0,33.0,3.0,,,,90.0,69.0,7.0,18.0,0.0,0.0,0.114351,0,,,,10.0,,1.0,2.0,8.0,1.0,,1.0,1.0,,,3.0,1.0,,,1.0,3.0,3.0,True,1.0,,,,,,,,,,,,,
10411662,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1099,M,36784,EUR,619747200,M,5,5,False,31.0,30.0,1.0,1.0,14.0,14.0,16.0,21.0,7.0,,,,61.0,47.0,6.8,8.0,0.0486,0.0,0.0626892,1,,,,4.0,1.0,,4.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,
10411662,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,359272,EUR,840585600,M,34,34,False,73.0,61.0,,,33.0,37.0,28.0,36.0,10.0,,,,90.0,88.0,7.2,14.0,0.0,0.0,0.0725404,0,,,,,,3.0,1.0,9.0,1.0,,,,1.0,1.0,4.0,,sofyanamrabat,,,2.0,2.0,,,,1.0,,,,,,,,,,,
10411662,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,M,72,72,False,29.0,25.0,1.0,1.0,10.0,10.0,16.0,20.0,3.0,,,,61.0,38.0,6.1,7.0,0.0239,0.0,0.0482202,1,,,,1.0,,,3.0,1.0,,2.0,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,
10411662,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,F,22,22,False,30.0,23.0,3.0,3.0,6.0,7.0,17.0,26.0,6.0,,,,90.0,67.0,7.8,23.0,0.4954,1.0585,0.0544674,5,,,,3.0,,2.0,6.0,11.0,,2.0,6.0,3.0,1.0,7.0,5.0,2.0,nicoigonzalez,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,3.0,,,,,,
10411662,home,Fiorentina,Luka Jović,luka-jovic,L. Jović,F,9,181,15141,M,319129,EUR,882835200,F,7,7,False,22.0,18.0,,,10.0,11.0,8.0,11.0,2.0,,,,90.0,36.0,7.5,7.0,0.0863,0.059,0.0367876,2,,,,,5.0,1.0,9.0,4.0,,2.0,3.0,2.0,,,,3.0,lukajovic,,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,
10411662,home,Fiorentina,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184,174,M,126236,EUR,693273600,F,8,8,False,28.0,20.0,2.0,1.0,6.0,7.0,14.0,22.0,1.0,,,,72.0,44.0,7.4,15.0,0.4642,0.5272,0.0251759,4,,,,1.0,1.0,1.0,4.0,4.0,1.0,,3.0,1.0,,4.0,2.0,1.0,,,,,,,,,,3.0,,,,1.0,,1.0,1.0,1.0,,
10411662,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,True,51.0,40.0,10.0,5.0,26.0,30.0,14.0,21.0,5.0,,,,45.0,62.0,6.9,11.0,0.0,0.0,0.0451554,0,,,,,2.0,1.0,3.0,6.0,1.0,,3.0,3.0,,,1.0,,chinomartinezquarta96,1.0,,1.0,,,,,1.0,,,,,,,,,,,
10411662,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183,2103,M,548178,EUR,867542400,M,38,38,True,17.0,12.0,2.0,2.0,5.0,7.0,7.0,11.0,3.0,,,,29.0,27.0,6.4,10.0,0.0,0.0,0.0519727,0,,,,1.0,1.0,1.0,3.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,870762,EUR,893462400,F,9,9,True,7.0,3.0,,,,1.0,3.0,6.0,,,,,29.0,12.0,6.8,5.0,0.1771,0.3823,0.00392966,2,,,,,1.0,1.0,2.0,1.0,,,,,,1.0,,,arthurcabral9,,1.0,,,,,,,1.0,,,,1.0,,,,,,
10411662,home,Fiorentina,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2234,M,357598,EUR,898560000,M,77,77,True,17.0,13.0,,,3.0,4.0,11.0,15.0,4.0,,,,18.0,24.0,6.7,6.0,0.0201,0.0,0.146905,1,,,,2.0,1.0,,3.0,1.0,1.0,1.0,,,,,1.0,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,
10411662,home,Fiorentina,Aleksa Terzić,aleksa-terzic,A. Terzić,D,3,184,781,M,876860,EUR,934848000,D,15,15,True,4.0,4.0,,,2.0,2.0,2.0,2.0,1.0,,,,11.0,6.0,6.7,,0.0347,0.0,0.00080627,1,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
10411662,home,Fiorentina,Salvatore Sirigu,salvatore-sirigu,S. Sirigu,G,,192,495,M,18954,EUR,537408000,G,56,56,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Michele Cerofolini,michele-cerofolini,M. Cerofolini,G,31,191,126,M,869273,EUR,915408000,G,31,31,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Lorenzo Venuti,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Luca Ranieri,luca-ranieri,L. Ranieri,D,6,187,1115,M,893998,EUR,924825600,D,16,16,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Alessandro Bianco,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411662,home,Fiorentina,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2375,M,812946,EUR,881366400,F,99,99,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,christianmichael.11,,,,,,,,,,,,,,,,,,,
10411662,away,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,44906,EUR,673401600,G,28,28,False,29.0,20.0,22.0,13.0,8.0,12.0,12.0,17.0,6.0,4.0,,5.0,90.0,40.0,7.4,9.0,0.0,0.0,0.00197238,0,1.027,,,,,,,,,,,,,,,,lukaszskorupski28,5.0,,,,,,,,,,,,,,,,,2.0,
10411662,away,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,355486,EUR,863568000,D,3,3,False,30.0,15.0,8.0,2.0,7.0,16.0,8.0,15.0,7.0,,,,90.0,60.0,7.4,20.0,0.1467,0.1379,0.0380848,1,,,,1.0,3.0,2.0,7.0,6.0,1.0,,2.0,1.0,4.0,1.0,1.0,1.0,,4.0,2.0,2.0,1.0,,,,,,,,,1.0,,,,1.0,,
10411662,away,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,818481,EUR,898819200,D,26,26,False,29.0,22.0,5.0,2.0,18.0,19.0,4.0,10.0,5.0,,,,90.0,52.0,7.6,7.0,0.0,0.0,0.00110593,0,,,,,1.0,1.0,3.0,5.0,1.0,,,,5.0,,1.0,,,7.0,1.0,3.0,2.0,,,,2.0,,,,,,,,,,,
10411662,away,Bologna,Joaquín Sosa,joaquin-sosa,J. Sosa,D,4,189,503,M,1015274,EUR,1010620800,D,4,4,False,30.0,19.0,8.0,3.0,13.0,16.0,6.0,14.0,3.0,,,,90.0,42.0,6.5,11.0,0.0189,0.0144,0.002922,1,,,,,1.0,4.0,5.0,7.0,3.0,,,,1.0,,2.0,,,6.0,1.0,1.0,,,,,,,,,,1.0,,,,,,
10411662,away,Bologna,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,917048,EUR,951004800,D,50,50,False,23.0,18.0,3.0,1.0,12.0,15.0,6.0,8.0,6.0,,,,90.0,43.0,6.3,9.0,0.0,0.0,0.00272744,0,,,,,3.0,,9.0,3.0,2.0,,1.0,,,1.0,1.0,,andrea_cambiaso,3.0,3.0,2.0,,,,,1.0,,,,,,,1.0,,,,
10411662,away,Bologna,Jerdy Schouten,jerdy-schouten,J. Schouten,M,22,185,1247,M,844234,EUR,853027200,M,30,30,False,27.0,21.0,,,14.0,15.0,7.0,12.0,5.0,,,,71.0,42.0,7.3,8.0,0.054,0.0743,0.0250829,1,,,,,,,2.0,4.0,,,,,3.0,2.0,,1.0,,3.0,2.0,4.0,1.0,,,,,,,,,1.0,,,,,,
10411662,away,Bologna,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,871765,EUR,898992000,M,8,8,False,44.0,32.0,4.0,2.0,15.0,19.0,17.0,25.0,10.0,,,,90.0,56.0,6.5,14.0,0.0,0.0,0.0485804,0,,,,,,2.0,10.0,7.0,2.0,,3.0,1.0,2.0,,1.0,,,1.0,6.0,3.0,2.0,,,,,,,,,,,,,,,
10411662,away,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,793645,EUR,854064000,M,7,7,False,28.0,20.0,2.0,2.0,11.0,13.0,11.0,19.0,4.0,,,,83.0,53.0,7.8,15.0,0.2379,0.9948,0.18229,4,,,,4.0,2.0,1.0,10.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,3.0,2.0,,,,2.0,1.0,,2.0,,1.0,1.0,1.0,,,,1.0,,
10411662,away,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,907152,EUR,935452800,M,19,19,False,19.0,16.0,,,12.0,12.0,4.0,7.0,6.0,,,,83.0,26.0,6.0,6.0,0.699,0.2021,0.00067049,2,,,,,,,4.0,,1.0,,,,1.0,3.0,,,,,3.0,,,,,,,,,,,2.0,,,1.0,,,2.0
10411662,away,Bologna,Roberto Soriano,roberto-soriano,R. Soriano,M,,182,251,,80406,EUR,665971200,M,21,21,False,21.0,15.0,2.0,1.0,5.0,7.0,10.0,14.0,5.0,,,,72.0,31.0,6.8,9.0,0.0,0.0,0.181461,0,,,,,,,5.0,3.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,3.0,2.0,1.0,True,,,,,,,1.0,,,,,,,
10411662,away,Bologna,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,26112,M,917007,EUR,990489600,F,11,11,False,27.0,20.0,,,8.0,9.0,12.0,18.0,3.0,,,,90.0,44.0,6.8,14.0,0.1578,0.1506,0.0409174,2,,,,,4.0,1.0,10.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,JZirkzee,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,
