match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_fouls,stat_keyPass,stat_wonTackle,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_clearanceOffLine,stat_goalAssist,stat_goals
10382014,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,32.0,25.0,17.0,10.0,20.0,21.0,5.0,11.0,1.0,10.0,1.0,1.0,3.0,90.0,43.0,6.4,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382014,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,33.0,22.0,1.0,,14.0,19.0,9.0,15.0,2.0,4.0,,,,90.0,52.0,6.0,13.0,0,1.0,1.0,2.0,2.0,8.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10382014,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,,33.0,32.0,,,28.0,28.0,4.0,5.0,2.0,,,,,81.0,37.0,6.5,1.0,0,,,,,,2.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,
10382014,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,,59.0,49.0,9.0,1.0,36.0,40.0,13.0,20.0,7.0,8.0,,,,90.0,77.0,7.1,13.0,1,1.0,,,,,4.0,,,,,3.0,,,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,
10382014,home,Excelsior,Kik Pierie,,,kik-pierie,K. Pierie,D,,182,163,M,843762,EUR,964051200,D,3,3,False,,42.0,31.0,10.0,3.0,27.0,32.0,4.0,10.0,3.0,6.0,,,,77.0,51.0,6.2,12.0,0,,,1.0,,4.0,2.0,2.0,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
10382014,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,30.0,21.0,2.0,1.0,13.0,19.0,8.0,11.0,,6.0,,,,76.0,53.0,6.7,12.0,0,,,1.0,2.0,3.0,8.0,,2.0,2.0,2.0,3.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
10382014,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,,21.0,16.0,1.0,,3.0,4.0,13.0,21.0,,5.0,,,,90.0,52.0,7.1,16.0,3,4.0,,3.0,1.0,10.0,9.0,4.0,1.0,4.0,4.0,3.0,3.0,,1.0,3.0,2.0,5.0,1.0,,,,,,,,,,
10382014,home,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,,38.0,30.0,7.0,2.0,16.0,18.0,14.0,20.0,2.0,7.0,,,,90.0,50.0,6.0,12.0,0,,,1.0,3.0,10.0,6.0,3.0,3.0,1.0,,2.0,2.0,,2.0,,,,1.0,1.0,,,,,,,,,
10382014,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,20.0,12.0,2.0,1.0,7.0,9.0,5.0,13.0,,1.0,,,,62.0,25.0,6.3,10.0,0,2.0,,1.0,1.0,4.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,
10382014,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,,39.0,33.0,4.0,1.0,12.0,13.0,22.0,28.0,,6.0,,,,90.0,59.0,6.7,10.0,1,2.0,1.0,,,6.0,8.0,3.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,
