match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_totalOffside,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10411201,home,Fiorentina,Pierluigi Gollini,,,pierluigi-gollini,P. Gollini,G,95,194.0,1254,M,329175,EUR,795484800,G,95,95,False,39.0,31.0,18.0,10.0,25.0,29.0,6.0,10.0,1.0,10.0,1.0,2.0,2.0,90.0,49.0,6.4,8.0,0.0,0.0,0.00039966,0,-0.8383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411201,home,Fiorentina,Marco Benassi,,,marco-benassi,M. Benassi,M,,183.0,156,,249629,EUR,778982400,D,24,24,False,62.0,56.0,17.0,16.0,38.0,40.0,19.0,28.0,1.0,8.0,,,,71.0,80.0,7.2,12.0,0.0,0.0,0.0777332,0,,6.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411201,home,Fiorentina,Nikola Milenković,,,nikola-milenkovic,N. Milenković,D,31,195.0,5064,M,836168,EUR,876614400,D,4,4,False,57.0,51.0,6.0,5.0,37.0,41.0,14.0,16.0,2.0,7.0,,,,90.0,67.0,7.5,6.0,0.2011,0.0562,0.129293,2,,,,1.0,8.0,1.0,10.0,,,1.0,2.0,1.0,,1.0,milenkovicn_4,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411201,home,Fiorentina,Lucas Martínez Quarta,,,lucas-martinez-quarta,L. M. Quarta,D,28,183.0,3115,M,795297,EUR,831686400,D,28,28,False,53.0,50.0,9.0,9.0,36.0,38.0,14.0,15.0,2.0,6.0,,,,90.0,64.0,6.9,4.0,0.0,0.0,0.0046443,0,,,,2.0,2.0,4.0,5.0,1.0,,2.0,2.0,,1.0,,chinomartinezquarta96,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411201,home,Fiorentina,Cristiano Biraghi,,,cristiano-biraghi,C. Biraghi,D,34,184.0,1338,M,122848,EUR,715305600,D,3,3,False,99.0,89.0,18.0,11.0,40.0,42.0,55.0,73.0,2.0,5.0,,,,90.0,131.0,7.9,21.0,0.0571,0.1773,0.28738,2,,16.0,6.0,,,1.0,2.0,,,,1.0,,1.0,8.0,,,,1.0,,,,,True,1.0,1.0,,,,,,,,,,,
10411201,home,Fiorentina,Giacomo Bonaventura,,,giacomo-bonaventura,G. Bonaventura,M,,180.0,1099,M,36784,EUR,619747200,M,5,5,False,35.0,31.0,3.0,2.0,8.0,8.0,25.0,29.0,,2.0,,,,90.0,60.0,7.1,9.0,0.5695,0.6558,0.1482,6,,2.0,2.0,1.0,1.0,7.0,4.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,,2.0,,,,,,2.0,4.0,1.0,1.0,,,,,,,,,
10411201,home,Fiorentina,Sofyan Amrabat,,,sofyan-amrabat,S. Amrabat,M,34,183.0,27708,M,359272,EUR,840585600,M,34,34,False,49.0,48.0,9.0,9.0,17.0,17.0,31.0,32.0,,3.0,,,,78.0,60.0,6.8,5.0,0.0,0.0,0.0341285,0,,,,,,5.0,2.0,1.0,2.0,1.0,,,2.0,,sofyanamrabat,,,,3.0,,2.0,3.0,,,,,,,,,,,,,,
10411201,home,Fiorentina,Youssef Maleh,,,maleh-youssef,Y. Maleh,M,29,177.0,1361,M,849274,EUR,903744000,M,14,14,False,22.0,21.0,2.0,2.0,8.0,9.0,14.0,15.0,,2.0,,,,71.0,32.0,6.3,6.0,0.0681,0.0,0.246103,1,,2.0,1.0,3.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,
10411201,home,Fiorentina,Christian Kouamé,,,christian-kouame,C. Kouamé,F,31,185.0,2375,M,812946,EUR,881366400,F,99,99,False,29.0,21.0,1.0,1.0,5.0,6.0,17.0,25.0,,1.0,,,,78.0,45.0,7.5,12.0,0.0855,0.0,0.101369,1,,2.0,1.0,,5.0,5.0,12.0,1.0,1.0,,,,5.0,3.0,christianmichael.11,,1.0,,1.0,,1.0,2.0,,3.0,,2.0,,,1.0,,,,,,,
10411201,home,Fiorentina,Luka Jović,,,luka-jovic,L. Jović,F,9,181.0,15141,M,319129,EUR,882835200,F,7,7,False,23.0,17.0,1.0,1.0,8.0,9.0,9.0,14.0,1.0,1.0,,,,90.0,37.0,7.8,9.0,0.6773,0.5647,0.036599,7,,,,3.0,4.0,5.0,5.0,,1.0,,,,1.0,1.0,lukajovic,,2.0,3.0,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,
10411201,home,Fiorentina,Riccardo Sottil,,,riccardo-sottil,R. Sottil,M,23,180.0,1381,M,893640,EUR,928368000,F,33,33,False,35.0,33.0,3.0,3.0,6.0,7.0,27.0,30.0,,3.0,,,,86.0,56.0,7.7,10.0,0.2456,0.3252,0.1921,6,,2.0,,1.0,2.0,5.0,9.0,,3.0,,,,4.0,2.0,,,1.0,2.0,,,1.0,1.0,,3.0,3.0,3.0,,,1.0,1.0,,,,,,
10411201,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166.0,3348,M,822518,EUR,911260800,D,2,2,True,16.0,14.0,2.0,,5.0,6.0,9.0,13.0,1.0,2.0,,,,19.0,23.0,6.5,6.0,0.0,0.0,0.0114479,0,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10411201,home,Fiorentina,Szymon Żurkowski,,,szymon-zurkowski,S. Żurkowski,F,14,185.0,1858,M,860435,EUR,875145600,M,27,27,True,11.0,11.0,1.0,1.0,2.0,2.0,9.0,10.0,,1.0,,,,19.0,16.0,6.7,3.0,0.0751,0.0724,0.0140999,1,,1.0,,1.0,,4.0,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,
10411201,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183.0,2103,M,548178,EUR,867542400,M,38,38,True,21.0,21.0,4.0,4.0,5.0,5.0,16.0,16.0,,2.0,,,,12.0,26.0,7.9,,0.0223,0.6176,0.027563,1,,,,,,,3.0,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
10411201,home,Fiorentina,Riccardo Saponara,,,riccardo-saponara,R. Saponara,M,,184.0,174,M,126236,EUR,693273600,M,8,8,True,8.0,7.0,,,2.0,2.0,6.0,7.0,,1.0,,,,12.0,14.0,6.5,5.0,0.0,0.0,0.0653831,0,,1.0,1.0,,,3.0,1.0,,1.0,,,,,2.0,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,
10411201,home,Fiorentina,Nicolás González,,,nicolas-gonzalez,N. González,M,23,180.0,17229,M,901325,EUR,891820800,F,22,22,True,10.0,6.0,2.0,2.0,1.0,2.0,5.0,8.0,,2.0,,,,12.0,15.0,6.7,6.0,0.1206,0.0,0.0353424,1,,,,,,1.0,1.0,,,,,,1.0,,nicoigonzalez,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
10411201,home,Fiorentina,Pietro Terracciano,,,pietro-terracciano,P. Terracciano,G,1,193.0,1591,M,136856,EUR,636854400,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411201,home,Fiorentina,Michele Cerofolini,,,michele-cerofolini,M. Cerofolini,G,31,191.0,126,M,869273,EUR,915408000,G,31,31,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411201,home,Fiorentina,Matija Nastasić,,,matija-nastasic,M. Nastasić,D,15,188.0,481,M,98440,EUR,733276800,D,55,55,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411201,home,Fiorentina,Aleksa Terzić,,,aleksa-terzic,A. Terzić,D,3,184.0,781,M,876860,EUR,934848000,D,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411201,home,Fiorentina,Lorenzo Venuti,,,lorenzo-venuti,L. Venuti,D,18,176.0,101,M,357756,EUR,797644800,D,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
