match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated
11391374,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,27.0,16.0,18.0,7.0,10.0,12.0,6.0,15.0,1.0,2.0,1.0,1.0,2.0,2.0,90.0,29.0,6.9,11.0,0.00233816,0,0.0591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391374,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,61.0,49.0,8.0,4.0,26.0,29.0,25.0,38.0,3.0,6.0,,,,,90.0,82.0,7.5,17.0,0.18308,0,,6.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391374,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,61.0,47.0,12.0,2.0,34.0,37.0,13.0,24.0,5.0,6.0,,,,,90.0,75.0,7.4,14.0,0.0154678,0,,,,,3.0,9.0,,,2.0,4.0,,,,True,5.0,2.0,1.0,3.0,,,,,,,,,,,,,
11391374,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,40.0,35.0,7.0,3.0,20.0,20.0,15.0,20.0,2.0,2.0,,,,,90.0,49.0,7.5,6.0,0.015674,1,,,,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.0111,,,,,,,,,,
11391374,home,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,D,2,2,False,45.0,40.0,1.0,,14.0,15.0,28.0,35.0,3.0,9.0,,,,,90.0,78.0,7.5,13.0,0.0891709,1,,5.0,2.0,1.0,3.0,7.0,2.0,1.0,,3.0,,,,,2.0,1.0,3.0,1.0,1.0,4.0,0.0144,1.0,,,,,,,,,
11391374,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,33.0,30.0,,,8.0,10.0,22.0,24.0,,5.0,,,,,77.0,49.0,7.1,7.0,0.0297168,2,,1.0,,2.0,6.0,6.0,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,,1.0,,0.1916,2.0,2.0,2.0,1.0,1.0,,,,,
11391374,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,54.0,48.0,9.0,6.0,23.0,27.0,25.0,28.0,4.0,7.0,,,,,90.0,84.0,8.1,8.0,0.0508051,5,,1.0,,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,,,,,7.0,2.0,1.0,2.0,1.0,0.1502,2.0,1.0,,3.0,,,,,,
11391374,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,56.0,49.0,5.0,3.0,23.0,24.0,26.0,32.0,,9.0,,,,,90.0,70.0,7.2,10.0,0.0955061,3,,,,3.0,7.0,7.0,2.0,2.0,,4.0,,,,,1.0,,3.0,2.0,2.0,1.0,0.107,,1.0,1.0,,,1.0,,,,
11391374,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,F,10,10,False,55.0,43.0,5.0,3.0,13.0,15.0,33.0,49.0,,5.0,,,,,90.0,87.0,7.3,24.0,0.315125,1,,9.0,3.0,1.0,8.0,8.0,3.0,,1.0,3.0,4.0,,,,1.0,1.0,,1.0,1.0,1.0,0.0744,4.0,1.0,2.0,,,,,,,
11391374,home,Stade Brestois,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,973536,EUR,982627200,F,7,7,False,20.0,15.0,1.0,,3.0,4.0,12.0,16.0,,4.0,,,,,83.0,38.0,6.8,11.0,0.0384108,3,,,,3.0,7.0,11.0,2.0,,,2.0,,,,,7.0,1.0,1.0,1.0,,4.0,0.4633,2.0,1.0,,3.0,,,1.0,,,
