match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_fouls,stat_goalAssist,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId
11401969,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,64.0,42.0,34.0,13.0,36.0,40.0,6.0,24.0,1.0,5.0,1.0,2.0,2.0,1.0,90.0,72.0,6.7,22.0,0.0106929,0,-0.1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401969,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,46.0,31.0,5.0,2.0,27.0,33.0,4.0,18.0,4.0,1.0,,,,,90.0,76.0,7.7,21.0,0.00153484,1,,5.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,5.0,3.0,0.3384,0.2304,,,,,,,,,,,,,,,,,
11401969,home,Excelsior,Casper Widell,,,widell-casper,C. Widell,D,4,192,137,M,1031721,EUR,1052092800,D,5,5,False,,70.0,55.0,13.0,5.0,52.0,56.0,3.0,14.0,2.0,4.0,,,,,90.0,77.0,6.4,15.0,0.00176628,0,,,1.0,1.0,4.0,1.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,
11401969,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,,48.0,43.0,6.0,5.0,30.0,31.0,13.0,17.0,5.0,5.0,,,,,90.0,58.0,7.2,6.0,0.0102616,0,,,2.0,3.0,2.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11401969,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,31.0,29.0,1.0,1.0,18.0,20.0,11.0,11.0,3.0,2.0,,,,,45.0,59.0,7.1,7.0,0.00644687,0,,,2.0,1.0,5.0,7.0,2.0,1.0,,,3.0,1.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,
11401969,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,40.0,29.0,5.0,2.0,16.0,21.0,16.0,24.0,2.0,3.0,,,,,90.0,57.0,7.2,14.0,0.0346512,0,,5.0,,1.0,2.0,4.0,,,,,3.0,3.0,,,1.0,,1.0,1.0,,,3.0,2.0,,,,,,,,,
11401969,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,10,10,False,,56.0,44.0,4.0,2.0,30.0,38.0,14.0,19.0,1.0,7.0,,,,,90.0,73.0,6.7,19.0,0.0176595,0,,1.0,1.0,,4.0,5.0,5.0,3.0,,,2.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,
11401969,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176,146,M,1046142,EUR,991008000,M,30,30,False,,11.0,6.0,2.0,1.0,2.0,5.0,4.0,6.0,4.0,2.0,,,,,66.0,22.0,6.2,10.0,0.00343572,0,,,1.0,1.0,6.0,3.0,1.0,,,,2.0,1.0,,,1.0,,,2.0,2.0,,,,1.0,,,,,,,,
11401969,home,Excelsior,Noah Naujoks,,,noah-naujoks,N. Naujoks,M,10,183,201,M,1048487,EUR,1020297600,M,15,15,False,,19.0,14.0,3.0,1.0,9.0,12.0,5.0,7.0,,2.0,,,,,66.0,25.0,6.5,8.0,0.00880979,1,,,1.0,4.0,4.0,4.0,,,1.0,,,,0.0077,0.0651,,,,2.0,1.0,,,,1.0,,,,,,,,
11401969,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,,32.0,22.0,5.0,2.0,10.0,14.0,12.0,22.0,,8.0,,,,,90.0,50.0,7.6,16.0,0.13663,1,,4.0,,,1.0,6.0,3.0,3.0,,,1.0,1.0,0.0202,,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
