match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10382277,home,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,32,32,False,23.0,13.0,17.0,7.0,11.0,14.0,2.0,9.0,1.0,1.0,1.0,6.0,3.0,3.0,90.0,32.0,7.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382277,home,FC Emmen,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,191,47,M,127554,EUR,707961600,D,17,17,False,20.0,14.0,1.0,,5.0,7.0,9.0,17.0,3.0,7.0,3.0,2.0,,,90.0,50.0,7.5,17.0,1,23,4.0,2.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10382277,home,FC Emmen,Miguel Araujo,miguel-araujo,M. Araujo,D,178,883,M,370226,EUR,782956800,D,5,5,False,20.0,15.0,7.0,4.0,7.0,8.0,8.0,12.0,2.0,7.0,6.0,3.0,,,90.0,35.0,7.6,5.0,0,20,,2.0,3.0,1.0,,2.0,,5.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,
10382277,home,FC Emmen,Jeroen Veldmate,jeroen-veldmate,J. Veldmate,D,187,9,,28111,EUR,594950400,D,4,4,False,37.0,33.0,6.0,5.0,17.0,17.0,16.0,20.0,3.0,3.0,6.0,5.0,,,66.0,48.0,6.9,5.0,1,,,,1.0,,,,,,,1.0,,1.0,,True,1.0,,,,,,,,,,,,,,,
10382277,home,FC Emmen,Lorenzo Burnet,lorenzo-burnet,L. Burnet,D,170,12,M,100384,EUR,663552000,D,18,18,False,17.0,10.0,1.0,,6.0,11.0,4.0,6.0,1.0,7.0,8.0,3.0,,,90.0,43.0,7.2,12.0,0,18,,1.0,7.0,,,1.0,,4.0,3.0,,1.0,3.0,1.0,,,Lorenzo,Burnet,3.0,1.0,1.0,,,,,,,,,,
10382277,home,FC Emmen,Mohamed Bouchouari,mohamed-bouchouari,M. Bouchouari,D,170,778,M,965329,EUR,974246400,M,34,34,False,15.0,12.0,3.0,1.0,6.0,6.0,8.0,18.0,1.0,5.0,3.0,4.0,,,84.0,37.0,7.2,12.0,2,34,9.0,1.0,7.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,,2.0,1.0,2.0,2.0,,,,,,,,
10382277,home,FC Emmen,Keziah Veendorp,keziah-veendorp,K. Veendorp,D,183,41,M,361778,EUR,856137600,M,2,2,False,39.0,30.0,10.0,5.0,14.0,17.0,16.0,22.0,1.0,5.0,3.0,4.0,,,90.0,52.0,6.9,11.0,1,,,,4.0,2.0,1.0,,1.0,3.0,3.0,2.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,
10382277,home,FC Emmen,Ahmed El Messaoudi,ahmed-el-messaoudi,A. E. Messaoudi,M,182,170,M,369798,EUR,807408000,M,23,23,False,17.0,12.0,2.0,1.0,5.0,6.0,8.0,12.0,,4.0,2.0,6.0,,,76.0,36.0,7.2,9.0,2,10,1.0,,6.0,3.0,,1.0,3.0,3.0,2.0,2.0,,1.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,
10382277,home,FC Emmen,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,177,141,M,1092638,EUR,1017360000,M,57,57,False,20.0,16.0,2.0,1.0,6.0,7.0,10.0,13.0,2.0,6.0,2.0,6.0,,,90.0,39.0,6.8,7.0,3,7,,2.0,8.0,1.0,1.0,,1.0,,,,1.0,3.0,,,,Jeremy,Antonisse,2.0,3.0,3.0,,,2.0,1.0,,,,,,
10382277,home,FC Emmen,Ole Romeny,ole-romeny,O. Romeny,F,185,13950,M,921948,EUR,961459200,F,77,77,False,11.0,10.0,3.0,2.0,5.0,5.0,6.0,7.0,,8.0,3.0,5.0,,,90.0,37.0,6.3,6.0,4,11,1.0,2.0,8.0,1.0,2.0,1.0,,2.0,1.0,2.0,5.0,2.0,1.0,,1.0,,,1.0,3.0,1.0,1.0,,1.0,2.0,oleromeny,,,,,
10382277,home,FC Emmen,Richairo Živković,richairo-zivkovic,R. Živković,F,186,197,M,295137,EUR,841881600,F,9,9,False,18.0,10.0,1.0,,2.0,3.0,8.0,15.0,2.0,5.0,2.0,6.0,,,90.0,33.0,6.5,15.0,0,30,,2.0,10.0,2.0,,,,,,3.0,3.0,2.0,1.0,,,,,3.0,1.0,,,1.0,,,,2.0,,,,
10382277,home,FC Emmen,Julius Dirksen,julius-dirksen,J. Dirksen,D,185,74,M,1001943,EUR,1044144000,D,24,24,True,9.0,7.0,2.0,1.0,5.0,6.0,2.0,3.0,1.0,1.0,1.0,3.0,,,24.0,12.0,6.5,4.0,0,26,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
10382277,home,FC Emmen,Jari Vlak,jari-vlak,J. Vlak,M,191,123,M,932652,EUR,903139200,M,20,20,True,7.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,,,14.0,15.0,6.7,5.0,0,8,,,2.0,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,
10382277,home,FC Emmen,Oussama Darfalou,oussama-darfalou,O. Darfalou,F,187,396,M,845608,EUR,749260800,F,28,28,True,1.0,1.0,,,,,1.0,1.0,,,,,,,11.0,4.0,6.5,2.0,0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10382277,home,FC Emmen,Kyan van Dorp,kyan-van-dorp,K. v. Dorp,G,187,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,,,,,0,23,,,,,,,,,,,,,,,,Kyan,van Dorp,,,,,,,,,,,,,
10382277,home,FC Emmen,Eric Oelschlägel,eric-oelschlagel,E. Oelschlägel,G,193,62,M,253515,EUR,811555200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382277,home,FC Emmen,Dennis Vos,dennis-vos,D. Vos,D,179,46,M,966537,EUR,1006905600,D,14,14,True,,,,,,,,,,,,,,,,,,,0,28,,,,,,,,,,,,,,,,Dennis,Vos,,,,,,,,,,,,,
