match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId,stat_penaltyWon,stat_totalOffside
10408500,home,Real Valladolid,Jordi Masip,jordi-masip,J. Masip,G,180,189,M,128600,EUR,599788800,G,1,1,False,True,29.0,18.0,23.0,12.0,7.0,7.0,11.0,22.0,2.0,9.0,1.0,2.0,1.0,1.0,4.0,1.0,90.0,39.0,7.4,11.0,0.0,0.0,0.0169415,0,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408500,home,Real Valladolid,Lucas Rosa,lucas-rosa,L. Rosa,D,177,706,M,970860,EUR,954720000,D,39,39,False,,25.0,16.0,,,8.0,12.0,8.0,17.0,3.0,6.0,,,,,,,90.0,57.0,7.1,17.0,0.0297,0.0,0.0028063,1,,,,2,4.0,2.0,3.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10408500,home,Real Valladolid,Joaquín Fernández,joaquin-fernandez,J. Fernández,D,190,92,M,822923,EUR,833500800,D,24,24,False,,31.0,21.0,10.0,5.0,13.0,15.0,8.0,16.0,1.0,4.0,,,,,,,90.0,39.0,7.7,10.0,0.0854,0.0421,0.00727766,1,,,,24,,3.0,2.0,6.0,,,,,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10408500,home,Real Valladolid,Zouhair Feddal,zouhair-feddal,Z. Feddal,D,191,532,,220131,EUR,630374400,D,3,3,False,,18.0,16.0,2.0,1.0,15.0,16.0,1.0,2.0,8.0,,,,,,,,90.0,32.0,6.7,2.0,0.0,0.0,0.0022502,0,,,,,,,6.0,,1.0,,,,4.0,1.0,,,,,2.0,3.0,,,1.0,,,,,,,,,,,
10408500,home,Real Valladolid,Javi Sánchez,javi-sanchez,J. Sánchez,D,189,336,M,943713,EUR,858297600,D,5,5,False,,24.0,15.0,6.0,1.0,5.0,7.0,10.0,18.0,2.0,4.0,,,,,,,72.0,35.0,6.8,10.0,0.0,0.0,0.00448361,0,,,,15,1.0,1.0,3.0,4.0,1.0,,,,1.0,1.0,3.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,
10408500,home,Real Valladolid,Lucas Olaza,lucas-olaza,L. Olaza,D,175,372,M,333595,EUR,774748800,D,12,12,False,,23.0,16.0,6.0,1.0,10.0,11.0,7.0,17.0,2.0,5.0,,,,,,,90.0,49.0,7.3,13.0,0.0,0.0,0.017591,0,,,,15,5.0,1.0,3.0,4.0,,2.0,,,1.0,,2.0,2.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
10408500,home,Real Valladolid,Kike Pérez,kike-perez,K. Pérez,M,184,312,M,857178,EUR,855878400,M,4,4,False,,28.0,21.0,2.0,1.0,8.0,10.0,13.0,18.0,,6.0,,,,,,,60.0,39.0,6.5,11.0,0.023,0.0,0.00667503,1,,,,71,,1.0,7.0,5.0,1.0,1.0,,,,1.0,2.0,2.0,,2.0,2.0,,,,,1.0,,3.0,1.0,,,,,,,
10408500,home,Real Valladolid,Roque Mesa,roque-mesa,Roque,M,171,180,M,182243,EUR,613180800,M,17,17,False,,33.0,23.0,7.0,3.0,10.0,12.0,14.0,23.0,2.0,8.0,,,,,,,82.0,50.0,7.4,13.0,0.0638,0.1646,0.029883,2,,,,,2.0,1.0,5.0,6.0,2.0,1.0,1.0,,,,4.0,3.0,2.0,,3.0,,2.0,1.0,,,1.0,,,,,,,,,
10408500,home,Real Valladolid,Álvaro Aguado,alvaro-aguado,Á. Aguado,M,174,148,M,916136,EUR,830908800,M,6,6,False,,34.0,26.0,4.0,3.0,6.0,9.0,21.0,29.0,,3.0,,,,,,,90.0,42.0,7.8,12.0,0.0,0.0,0.0744422,0,,,,,4.0,1.0,2.0,1.0,,,,,,1.0,,,1.0,,,2.0,,,,2.0,1.0,,,2.0,1.0,,,,,
10408500,home,Real Valladolid,Sergi Guardiola,sergi-guardiola,S. Guardiola,F,185,229,M,141945,EUR,675475200,F,16,16,False,,16.0,11.0,,,6.0,6.0,5.0,10.0,,2.0,,,,,,,60.0,26.0,6.7,10.0,0.0,0.0,0.00890098,0,,,,14,,2.0,2.0,4.0,,,,,,,2.0,1.0,5.0,,,2.0,,,,,,,,,,,,,,
