match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_unsuccessfulTouch,stat_aerialWon,stat_challengeLost,stat_dispossessed,captain,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoals,stat_outfielderBlock,stat_totalTackle,stat_keyPass,stat_totalContest,stat_wonContest,stat_wonTackle,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_goals,stat_blockedScoringAttempt
11368664,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,False,7.0,3.0,,,1.0,1.0,6.0,2.0,4.0,,,1.0,,1.0,,,62.0,8.0,6.3,5.0,0.00087305,0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11368664,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,8,8,True,16.0,14.0,1.0,,2.0,2.0,14.0,,1.0,1.0,,1.0,,,,,28.0,18.0,6.5,3.0,0.00611285,0,,12.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11368664,home,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,True,5.0,4.0,1.0,1.0,2.0,3.0,3.0,,1.0,3.0,,2.0,,,,,28.0,10.0,7.0,3.0,0.0236455,2,,2.0,1.0,,2.0,,1.0,,1.0,,,0.105,,,,1.0,1.0,,,,1.0,0.1386,,,1.0,,,,,,,
11368664,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,True,16.0,13.0,3.0,1.0,4.0,4.0,12.0,,2.0,2.0,,,,,,,14.0,22.0,6.6,6.0,0.00500999,0,,9.0,,,,,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
11368664,home,Mallorca,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185,4597,M,802665,EUR,824342400,M,23,23,True,5.0,5.0,1.0,1.0,1.0,1.0,4.0,,3.0,1.0,,1.0,,,,,14.0,11.0,6.4,3.0,0.0010322,0,,4.0,,,,,2.0,,,,,,,,,2.0,1.0,,,,,,n.radonjic7,,,,,,,,,
11368664,home,Mallorca,Javi Llabrés,javi-llabres,J. Llabrés,M,19,174,115,M,1162309,EUR,1031702400,F,19,19,True,1.0,1.0,,,,,2.0,,1.0,,,,,,,,9.0,4.0,6.7,1.0,0.101946,1,,2.0,1.0,,,,,,,,,0.0106,,,1.0,1.0,,,1.0,,1.0,0.0121,,,,Javi Llabrés,,,,,,
11368664,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,home,Mallorca,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,home,Mallorca,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,away,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,69768,EUR,726364800,G,13,13,False,26.0,8.0,24.0,6.0,4.0,6.0,20.0,,,2.0,1.0,11.0,1.0,,2.0,4.0,90.0,38.0,7.7,18.0,0.00028755,0,0.6172,4.0,,,2.0,,,,,,,,,,,,,,,,,,oblakjan,,,,,2.0,1.0,,,
11368664,away,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,35612,EUR,600566400,D,20,20,False,34.0,33.0,1.0,1.0,26.0,27.0,7.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,,,90.0,40.0,6.9,1.0,0.00390164,1,,7.0,,,1.0,,,,1.0,,,0.0226,,,,,,,,,,,axelwitsel28,,,,,,,,,
11368664,away,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,325355,EUR,790560000,D,2,2,False,30.0,28.0,5.0,3.0,17.0,17.0,13.0,1.0,2.0,3.0,10.0,1.0,,1.0,,,90.0,43.0,7.2,2.0,0.00264483,0,,11.0,,,3.0,,,,,1.0,,,,,,,,,,,,,JoseMaGimenez13,,,,,,,,,
11368664,away,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,353130,EUR,803433600,D,22,22,False,31.0,29.0,7.0,5.0,16.0,17.0,15.0,1.0,1.0,3.0,1.0,,,,,,45.0,41.0,7.3,3.0,0.0152557,1,,14.0,1.0,1.0,,,,,1.0,1.0,,0.1322,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,
11368664,away,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,21555,EUR,620265600,M,3,3,False,54.0,38.0,11.0,2.0,20.0,21.0,33.0,,1.0,4.0,3.0,2.0,1.0,,,,89.0,72.0,6.8,20.0,0.011349,0,,18.0,,,2.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,Dave,,,,,,,,,
11368664,away,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,1142588,EUR,1055635200,M,24,24,False,37.0,27.0,3.0,,18.0,18.0,19.0,4.0,8.0,5.0,2.0,4.0,,1.0,,,90.0,57.0,6.9,16.0,0.00496603,1,,9.0,,4.0,1.0,1.0,1.0,,,2.0,,0.0153,,4.0,1.0,1.0,,2.0,,,1.0,0.0178,PBarrios,,,,,,,,,
11368664,away,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,84539,EUR,694828800,M,6,6,False,53.0,46.0,2.0,1.0,26.0,27.0,26.0,1.0,2.0,4.0,2.0,6.0,,,,,90.0,64.0,6.9,8.0,0.00694803,0,,20.0,,,1.0,,1.0,True,,,,,,2.0,,1.0,1.0,1.0,,,,,Koke6,,,,,,,,,
11368664,away,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,989113,EUR,954633600,M,17,17,False,20.0,14.0,1.0,,5.0,9.0,15.0,,2.0,7.0,2.0,6.0,1.0,,,,90.0,40.0,7.7,13.0,0.0499849,1,,10.0,4.0,3.0,2.0,1.0,,,,,,0.0787,,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,0.1504,,,,,,,,,1.0,
11368664,away,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,353138,EUR,791424000,F,14,14,False,22.0,17.0,,,7.0,9.0,14.0,,,3.0,1.0,3.0,3.0,,,,90.0,37.0,6.5,10.0,0.00845574,2,,10.0,1.0,4.0,,,,,2.0,1.0,,0.3844,,,,,,,,,,,marcosllorente,1.0,,,,,,,,
11368664,away,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,874705,EUR,945907200,F,12,12,False,26.0,23.0,,,9.0,9.0,17.0,1.0,3.0,6.0,,6.0,1.0,,,,83.0,40.0,7.3,6.0,0.0594822,2,,14.0,,1.0,,,1.0,,,,,0.0439,,4.0,2.0,2.0,1.0,2.0,,,1.0,0.0359,osamuellino,,,,,,,,,1.0
11368664,away,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,316152,EUR,794707200,F,10,10,False,19.0,12.0,,,6.0,9.0,10.0,,4.0,1.0,1.0,1.0,1.0,2.0,,,80.0,26.0,6.6,10.0,0.0465525,1,,6.0,,2.0,,1.0,,,,,,0.0402,,,1.0,1.0,,,,,1.0,0.0396,angelcorrea32,,,,,,,,,
11368664,away,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,831799,EUR,891820800,D,16,16,True,16.0,9.0,3.0,2.0,5.0,7.0,10.0,,,3.0,1.0,,,,,,44.0,29.0,6.7,11.0,0.00347278,0,,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,1.0,,,,,nahuelmolina_35,,,,,,,,,
11368664,away,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,249399,EUR,769737600,M,5,5,True,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,10.0,4.0,6.6,,0.00058636,0,,1.0,,,,,,,,,,,,,,,,,,,,,RodridePaul,,,,,,,,,
11368664,away,Atlético Madrid,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,125407,EUR,719798400,F,19,19,True,2.0,1.0,,,,,2.0,1.0,1.0,1.0,,,1.0,,,,12.0,5.0,6.5,2.0,7.693e-05,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,ÁMorata,,,,,,,,,
11368664,away,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,831424,EUR,759110400,D,23,23,True,2.0,1.0,,,,,3.0,,,1.0,,,,,,,1.0,5.0,,2.0,0.00179635,0,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,ReinildoMandava,,,,,,,,,
11368664,away,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,76265,EUR,663292800,D,15,15,True,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368664,away,Atlético Madrid,Horațiu Moldovan,horatiu-moldovan,H. Moldovan,G,1,186,2538,M,857065,EUR,885254400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,away,Atlético Madrid,Antonio Gomis,antonio-gomis,A. Gomis,G,1,191,355,M,1156733,EUR,1053388800,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,away,Atlético Madrid,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5224,M,124737,EUR,659577600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368664,away,Atlético Madrid,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4706,M,1149127,EUR,1107734400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,arthurvermeeren,,,Arthur Vermeeren,,,,,,
11368664,away,Atlético Madrid,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13421,M,116955,EUR,785376000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Saul,,,,,,,,,
