match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,captain,stat_totalCross,stat_dispossessed,stat_wonTackle,stat_goals,stat_accurateCross,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
14053711,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189.0,296,M,939460,EUR,925430400,G,99,99,False,23.0,15.0,11.0,3.0,0.0,15.0,17.0,6.0,6.0,4.0,5.0,90.0,32.0,8.0,8.0,0.00018276,14.332368697552,2.0,-2.625,0.63,0.6978,0,1.0824,-0.02,-0.03,-0.11,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053711,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192.0,131,M,1515525,EUR,1127347200,D,25,25,False,42.0,37.0,4.0,2.0,0.0,11.0,14.0,28.0,2.0,,,90.0,66.0,6.1,11.0,0.0347496,166.98716091422,23.0,18.165,14.91,,1,,0.08,0.07,0.21,,26.0,1.0,8.0,4.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.2698,0.2765,-0.45,,,,,,,,,,,,,,,,,
14053711,home,NAC Breda,Denis Odoi,Denis,Odoi,denis-odoi,D. Odoi,M,3,177.0,876,M,58994,EUR,580694400,D,3,3,False,78.0,68.0,5.0,,0.0,36.0,40.0,38.0,4.0,,,90.0,89.0,6.9,11.0,0.524695,170.45254420232,19.0,73.185,18.48,,1,,0.56,0.07,-0.09,,32.0,1.0,5.0,5.0,,,,,4.0,2.0,,,1.0,1.0,3.0,0.0261,,-0.06,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
14053711,home,NAC Breda,Rio Hillen,Rio,Hillen,rio-hillen,R. Hillen,D,22,187.0,90,M,1012927,EUR,1046822400,D,22,22,False,71.0,64.0,6.0,4.0,0.0,33.0,35.0,36.0,2.0,,,90.0,82.0,7.0,8.0,0.0271717,242.87575170288,26.0,108.045,11.55,,1,,0.13,0.12,-0.08,,31.0,,,3.0,1.0,1.0,,,2.0,2.0,,2.0,1.0,,,0.1709,,-0.42,,,,,,1.0,1.0,,,,,,,,,,
14053711,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185.0,120,M,858242,EUR,929923200,D,4,4,False,42.0,35.0,2.0,,0.0,9.0,9.0,33.0,5.0,,,90.0,65.0,6.8,14.0,0.114228,189.50015979915,21.0,88.305,34.44,,2,,0.31,0.28,-0.07,,26.0,1.0,3.0,5.0,1.0,,,,2.0,1.0,,4.0,3.0,1.0,,0.0913,,-0.52,,,,1.0,,1.0,,True,1.0,1.0,2.0,,,,,,
14053711,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178.0,164,M,1096511,EUR,974592000,M,16,16,False,62.0,57.0,3.0,3.0,0.0,15.0,16.0,46.0,6.0,,,90.0,74.0,7.5,8.0,0.186059,126.55007881889,17.0,61.32,16.065,,1,,0.34,0.18,0.18,,42.0,1.0,3.0,7.0,1.0,1.0,,,1.0,2.0,,2.0,1.0,2.0,,0.0575,,0.0,2.0,,,1.0,2.0,,,,,2.0,1.0,,,,,,
14053711,home,NAC Breda,Kamal Sowah,,,kamal-sowah,K. Sowah,M,14,179.0,840,M,927440,EUR,947376000,M,14,14,False,68.0,60.0,1.0,1.0,0.0,28.0,30.0,38.0,6.0,,,90.0,85.0,6.6,11.0,0.121076,228.69638706071,31.0,68.775,20.37,,2,,0.17,0.31,-0.04,,32.0,,5.0,1.0,2.0,,1.0,1.0,2.0,5.0,,1.0,,,2.0,0.4254,0.0972,-0.56,,1.0,,1.0,,,,,1.0,,1.0,,,,,,
14053711,home,NAC Breda,Juho Talvitie,Juho Talvitie,,juho-talvitie,J. Talvitie,M,32,183.0,251,M,1149147,EUR,1111708800,M,32,32,False,27.0,22.0,1.0,1.0,1.0,7.0,9.0,18.0,3.0,,,83.0,46.0,7.1,12.0,0.12722,116.14634605908,13.0,36.96,14.07,,2,,0.05,0.3,-0.06,,15.0,1.0,4.0,4.0,2.0,1.0,,,,1.0,,2.0,,1.0,1.0,0.065,,-0.19,,,,1.0,1.0,1.0,,,4.0,1.0,,,,,,,
14053711,home,NAC Breda,Clint Leemans,Clint,Leemans,clint-franciscus-henricus-leemans,C. Leemans,M,8,187.0,91,M,336811,EUR,811123200,M,8,8,False,40.0,33.0,1.0,1.0,0.0,6.0,8.0,32.0,3.0,,,67.0,49.0,6.1,13.0,0.11549,86.926112690286,12.0,26.145,16.59,,1,,0.04,0.06,-0.1,,27.0,3.0,4.0,1.0,,,,,1.0,,,,1.0,,1.0,0.0367,,-0.04,1.0,,,,2.0,1.0,,,5.0,,,,,,,,
14053711,home,NAC Breda,Raul Paula,Raul Paula,,paula-raul,R. Paula,M,11,177.0,105,M,1083398,EUR,1074988800,M,11,11,False,18.0,14.0,1.0,1.0,0.0,3.0,3.0,15.0,,,,67.0,28.0,7.6,10.0,0.30789,72.220615764664,8.0,13.755,19.215,,2,,0.07,0.1,-0.12,,11.0,,5.0,2.0,,,,1.0,,,,1.0,2.0,,,0.1531,0.7545,0.51,1.0,2.0,,,1.0,1.0,,,1.0,3.0,1.0,1.0,,,,,
