match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_possessionLostCtrl,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_goals,stat_totalTackle,stat_keyPass,stat_bigChanceCreated,stat_wonTackle,stat_blockedScoringAttempt,player_firstName,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,player_lastName,stat_shotOffTarget,stat_errorLeadToAGoal,stat_goodHighClaim,stat_ownGoals
10389917,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196.0,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,15.0,15.0,1.0,1.0,15.0,15.0,1.0,1.0,3.0,1.0,1.0,2.0,90.0,19.0,7.3,0.0,0.0,6.335e-05,0,0.1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389917,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183.0,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,78.0,75.0,1.0,,22.0,23.0,1.0,1.0,3.0,,,,90.0,80.0,7.1,0.0,0.0,0.35431,0,,True,53.0,55.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389917,home,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184.0,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,97.0,87.0,18.0,15.0,28.0,30.0,3.0,3.0,2.0,,,,90.0,104.0,7.5,0.0,0.0,0.040371,0,,,59.0,67.0,3.0,7.0,12.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10389917,home,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187.0,4067,M,DaniloP,99545,EUR,684374400,D,15,15,False,75.0,71.0,7.0,7.0,18.0,19.0,,1.0,8.0,,,,70.0,83.0,7.5,0.0197,0.0657,0.0314657,1,,,53.0,56.0,,1.0,5.0,,1.0,2.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10389917,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181.0,124757,M,AHakimi,814594,EUR,910137600,M,2,2,False,68.0,64.0,1.0,1.0,14.0,15.0,,7.0,2.0,1.0,,,77.0,97.0,8.1,0.5117,0.3623,0.816195,1,,,54.0,62.0,,3.0,12.0,1.0,,,,1.0,,7.0,5.0,1.0,1.0,9.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,
10389917,home,Paris Saint-Germain,Marco Verratti,marco-verratti,M. Verratti,M,6,165.0,6337,M,marcoverratti,126691,EUR,720921600,M,6,6,False,69.0,61.0,5.0,3.0,12.0,13.0,1.0,4.0,7.0,2.0,,,64.0,77.0,7.1,0.0,0.0,0.24522,0,,,49.0,56.0,1.0,6.0,9.0,4.0,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10389917,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189.0,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,53.0,48.0,6.0,5.0,18.0,19.0,1.0,4.0,5.0,,,,64.0,64.0,7.4,0.5328,0.7,0.135283,2,,,30.0,34.0,,4.0,10.0,,1.0,,,1.0,,4.0,1.0,1.0,1.0,,,1.0,2.0,,,2.0,1.0,,,,,,,,,
10389917,home,Paris Saint-Germain,Juan Bernat,juan-bernat,J. Bernat,D,,170.0,1161,M,,96368,EUR,730944000,M,14,14,False,63.0,56.0,,,9.0,10.0,,3.0,3.0,,,,83.0,84.0,6.8,0.0,0.0,0.176917,0,,,48.0,55.0,,4.0,12.0,,1.0,,,,,3.0,,,,2.0,1.0,,3.0,2.0,,,,,,,,,,,,
10389917,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169.0,2023630,M,LM10,12994,EUR,551491200,F,30,30,False,69.0,59.0,4.0,4.0,12.0,12.0,,4.0,3.0,,,,90.0,92.0,7.6,0.1638,0.034,0.472708,3,,,48.0,63.0,,4.0,21.0,1.0,2.0,,,2.0,1.0,5.0,4.0,1.0,1.0,6.0,1.0,,,2.0,,,2.0,,,,,,,,,
10389917,home,Paris Saint-Germain,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190.0,97012,M,hekitike,1048422,EUR,1024531200,F,44,44,False,16.0,14.0,,,,,1.0,7.0,5.0,1.0,,,83.0,28.0,7.3,0.0,0.0,0.350314,0,,,14.0,16.0,,6.0,7.0,,,,,2.0,3.0,6.0,3.0,,,,,,2.0,2.0,,,,Hugo Ekitiké,1.0,,,,,,,
