match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss,stat_errorLeadToAShot,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_goalAssist,stat_goals
10438070,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,27.0,19.0,16.0,9.0,11.0,13.0,8.0,14.0,10.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,6.5,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438070,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,33.0,27.0,3.0,2.0,10.0,13.0,19.0,25.0,9.0,,,,,,73.0,58.0,6.7,15.0,1,5.0,2.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10438070,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,33.0,28.0,5.0,1.0,21.0,23.0,7.0,10.0,4.0,,,,,,90.0,43.0,6.6,6.0,0,,,,5.0,,,1.0,,,3.0,,,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,
10438070,home,Vizela,Ivanildo Fernandes,,,ivanildo-fernandes,I. Fernandes,D,14,193,63,M,806515,EUR,827798400,D,4,4,False,31.0,23.0,4.0,1.0,16.0,21.0,7.0,10.0,3.0,,,,,,90.0,42.0,7.3,8.0,0,,,3.0,1.0,7.0,,,1.0,,1.0,2.0,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10438070,home,Vizela,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,38.0,27.0,8.0,3.0,13.0,18.0,15.0,27.0,5.0,,,,,,90.0,63.0,7.1,20.0,2,7.0,1.0,,2.0,3.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,,,True,2.0,,,,,,,,,,,,
10438070,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,18.0,14.0,1.0,,11.0,12.0,3.0,6.0,3.0,,,,,,45.0,22.0,6.6,5.0,0,,,,3.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10438070,home,Vizela,Raphael Guzzo,,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,8,8,False,54.0,45.0,6.0,4.0,13.0,16.0,32.0,45.0,8.0,,,,,,90.0,88.0,7.3,24.0,2,7.0,,3.0,10.0,10.0,,4.0,,1.0,1.0,5.0,3.0,2.0,2.0,,1.0,4.0,,2.0,,,,1.0,,,,,,,,,,,,
10438070,home,Vizela,Alex Méndez,,,alex-mendez,A. Méndez,M,19,178,126,M,985125,EUR,968198400,M,19,19,False,25.0,20.0,1.0,,6.0,7.0,16.0,25.0,7.0,,,,,,65.0,39.0,6.7,13.0,0,7.0,2.0,,2.0,2.0,,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10438070,home,Vizela,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,F,10,10,False,30.0,21.0,2.0,1.0,3.0,3.0,19.0,29.0,1.0,,,,,,90.0,48.0,6.3,16.0,4,2.0,1.0,1.0,4.0,6.0,1.0,1.0,,,,1.0,,4.0,2.0,,3.0,1.0,,3.0,2.0,,,3.0,2.0,1.0,,,,,,,,,,
10438070,home,Vizela,Milutin Osmajić,,,milutin-osmajic,M. Osmajić,F,28,186,445,M,928047,EUR,932860800,F,9,9,False,7.0,4.0,,,2.0,2.0,2.0,6.0,,,,,,,65.0,17.0,6.2,5.0,3,1.0,,3.0,4.0,5.0,,,,1.0,,,,1.0,2.0,2.0,,2.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,
10438070,home,Vizela,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,F,79,79,False,25.0,17.0,4.0,4.0,1.0,3.0,17.0,24.0,4.0,,,,,,82.0,43.0,6.9,14.0,4,2.0,1.0,1.0,6.0,4.0,,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,,
10438070,home,Vizela,Claudemir,,,claudemir,Claudemir,M,,185,38,M,34257,EUR,575424000,M,6,6,True,31.0,27.0,2.0,1.0,11.0,13.0,16.0,18.0,6.0,,,,,,45.0,46.0,7.1,7.0,2,,,,3.0,2.0,,,,1.0,,1.0,,1.0,,3.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
