match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_wasFouled,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_shotOffTarget,stat_hitWoodwork,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_outfielderBlock,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
10913354,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,15.0,14.0,6.0,5.0,11.0,11.0,3.0,4.0,1.0,6.0,1.0,1.0,1.0,90.0,18.0,6.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913354,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,18.0,18.0,,,3.0,3.0,15.0,21.0,,2.0,,,,45.0,31.0,6.6,6.0,0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10913354,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,54.0,42.0,5.0,2.0,23.0,27.0,19.0,27.0,2.0,8.0,,,,90.0,69.0,7.2,13.0,0,,,1.0,7.0,,,1.0,2.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10913354,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,80.0,74.0,14.0,10.0,57.0,58.0,17.0,22.0,2.0,12.0,,,,90.0,90.0,7.3,6.0,1,,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10913354,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,94.0,81.0,10.0,6.0,50.0,54.0,32.0,41.0,1.0,8.0,,,,90.0,102.0,7.2,14.0,1,1.0,,,8.0,1.0,1.0,,6.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10913354,home,Al-Fayha,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,3,3,False,40.0,32.0,1.0,1.0,14.0,16.0,18.0,27.0,,4.0,,,,64.0,56.0,6.8,14.0,0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
10913354,home,Al-Fayha,Aleksandar Trajkovski,aleksandar-trajkovski,A. Trajkovski,F,7,179.0,729,M,60184,EUR,715651200,M,7,7,False,23.0,17.0,2.0,,1.0,1.0,16.0,25.0,,2.0,,,,81.0,38.0,7.1,11.0,4,3.0,2.0,6.0,4.0,2.0,,2.0,,,2.0,1.0,1.0,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,
10913354,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,False,21.0,17.0,3.0,2.0,11.0,12.0,6.0,9.0,1.0,4.0,,,,45.0,31.0,6.5,7.0,1,,1.0,5.0,3.0,,,,1.0,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,,,,,,2.0,,,,,,,
10913354,home,Al-Fayha,Victor Ruiz,victor-ruiz,V. Ruiz,M,77,172.0,64,M,975496,EUR,752198400,M,10,10,False,29.0,27.0,2.0,1.0,17.0,17.0,11.0,13.0,,4.0,,,,64.0,38.0,6.7,5.0,1,1.0,1.0,4.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,
10913354,home,Al-Fayha,Paulinho Paula,paulinho-paula,Paulinho,M,18,173.0,1795,M,879902,EUR,852681600,M,18,18,False,49.0,42.0,4.0,2.0,10.0,11.0,32.0,40.0,,5.0,,,,90.0,63.0,6.1,11.0,1,2.0,1.0,7.0,5.0,3.0,3.0,1.0,,,1.0,,2.0,,,,,,,,,2.0,1.0,,,2.0,1.0,,,,,,
