match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,player_firstName,player_lastName,player_sofascoreId,stat_errorLeadToAShot,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_dispossessed,stat_keyPass,captain,stat_bigChanceCreated,stat_goalAssist,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_punches,stat_ownGoals
10433863,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,55.0,54.0,6.0,5.0,53.0,53.0,1.0,2.0,1.0,8.0,3.0,4.0,2.0,2.0,90.0,62.0,7.1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433863,home,Başakşehir FK,Şener Özbayraklı,sener-ozbayrakli,Ş. Özbayraklı,D,,172,44,,129992,EUR,632966400,D,2,2,False,49.0,39.0,6.0,5.0,26.0,30.0,13.0,21.0,3.0,4.0,,,,,90.0,77.0,6.5,15.0,0,2.0,1.0,3.0,7.0,6.0,4.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10433863,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,93.0,85.0,7.0,4.0,74.0,77.0,11.0,16.0,3.0,7.0,,,,,90.0,105.0,7.1,8.0,1,,1.0,1.0,1.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10433863,home,Başakşehir FK,Ahmed Touba,ahmed-touba,A. Touba,D,5,190,4977,M,856216,EUR,889747200,D,59,59,False,80.0,67.0,10.0,1.0,51.0,54.0,16.0,26.0,,4.0,,,,,66.0,81.0,5.9,14.0,0,,,,2.0,,,1.0,,,,,,,,,Toubaahmed59,1.0,1.0,,,,,,,,,,,,,,,,
10433863,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,60,60,False,54.0,41.0,7.0,4.0,28.0,34.0,14.0,23.0,3.0,6.0,,,,,90.0,81.0,7.6,17.0,2,3.0,3.0,4.0,4.0,4.0,,,,2.0,,,,1.0,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
10433863,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,32.0,28.0,2.0,1.0,16.0,17.0,13.0,19.0,2.0,3.0,,,,,76.0,53.0,7.6,14.0,3,4.0,1.0,,5.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,2.0,1.0,2.0,1.0,5.0,1.0,2.0,,,,,,,,,,
10433863,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,19,19,False,45.0,42.0,2.0,2.0,23.0,24.0,19.0,21.0,,8.0,,,,,90.0,56.0,6.7,7.0,0,,,,3.0,4.0,,5.0,3.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,
10433863,home,Başakşehir FK,Lucas Biglia,lucas-biglia,L. Biglia,M,,178,317,,17799,EUR,507427200,M,20,20,False,64.0,53.0,2.0,1.0,27.0,28.0,26.0,37.0,,8.0,,,,,86.0,78.0,7.2,15.0,0,1.0,3.0,1.0,7.0,2.0,4.0,,,2.0,1.0,,2.0,,,,,,,,,,3.0,,2.0,True,1.0,,,,,,,,
10433863,home,Başakşehir FK,Adnan Januzaj,adnan-januzaj,A. Januzaj,M,24,186,1621,M,328145,EUR,791942400,M,11,11,False,23.0,22.0,3.0,3.0,9.0,9.0,14.0,17.0,,4.0,,,,,86.0,42.0,6.7,8.0,1,3.0,1.0,,5.0,2.0,1.0,2.0,,,2.0,,,,,,,1.0,,1.0,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,
10433863,home,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186,355,M,988909,EUR,926985600,F,17,17,False,17.0,9.0,,,3.0,8.0,6.0,9.0,,1.0,,,,,90.0,33.0,6.4,13.0,1,,,5.0,2.0,9.0,,5.0,3.0,1.0,1.0,,,1.0,,,,,,,1.0,,3.0,,,,,,,1.0,,,,,
10433863,home,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,F,25,25,False,16.0,14.0,3.0,3.0,6.0,6.0,8.0,11.0,,2.0,,,,,66.0,28.0,6.6,7.0,2,1.0,1.0,1.0,4.0,3.0,1.0,2.0,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,2.0,,1.0,1.0,,,
10433863,home,Başakşehir FK,Shaocong Wu,shaocong-wu,S. Wu,D,2,192,144,M,941005,EUR,953510400,D,4,4,True,10.0,9.0,,,8.0,9.0,1.0,1.0,1.0,1.0,,,,,24.0,14.0,6.5,2.0,0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10433863,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,7,7,True,10.0,7.0,,,2.0,4.0,5.0,6.0,,2.0,,,,,24.0,14.0,6.4,4.0,1,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,
10433863,home,Başakşehir FK,Eden Karzev,eden-karzev,E. Karzev,M,36,186,132,M,921169,EUR,955411200,M,72,72,True,10.0,9.0,1.0,1.0,5.0,5.0,4.0,5.0,,,,,,,14.0,11.0,6.5,1.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10433863,home,Başakşehir FK,Berkay Aydoğmuş,aydogmus-berkay,B. Aydoğmuş,M,17,180,29,M,1430763,EUR,1073433600,M,80,80,True,4.0,4.0,,,,,4.0,4.0,,2.0,,,,,8.0,8.0,6.5,2.0,1,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,
10433863,home,Başakşehir FK,Batuhan Çelik,batuhan-celik,B. Çelik,F,9,186,43,M,1148977,EUR,1105488000,F,15,15,True,,,,,,,,1.0,,,,,,,8.0,2.0,6.5,2.0,0,1.0,,,,,,,,,,,,,Batuhan Celik,,,,,,,,1.0,,,,,,,,,,,,
10433863,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
