match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_wonContest,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
12514034,home,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,27,27,False,35.0,20.0,23.0,8.0,0.0,18.0,22.0,2.0,13.0,2.0,6.0,1.0,1.0,1.0,90.0,42.0,6.0,15.0,0.0025643,0,-1.4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514034,home,Estoril Praia,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,D,24,24,False,21.0,15.0,2.0,1.0,0.0,8.0,10.0,7.0,12.0,3.0,,,,,83.0,41.0,6.3,13.0,0.00332755,0,,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12514034,home,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,34.0,30.0,3.0,,0.0,23.0,25.0,7.0,9.0,9.0,4.0,,,,90.0,49.0,6.5,4.0,0.00345156,0,,,3.0,,1.0,,1.0,,,,,2.0,,True,2.0,,,,,,,,,,,,,,,,,,
12514034,home,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,18.0,16.0,2.0,1.0,0.0,13.0,14.0,3.0,4.0,3.0,1.0,,,,90.0,29.0,6.2,5.0,0.00107359,1,,,5.0,5.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,Kévin Boma,,1.0,4.0,1.0,1.0,0.04,,,,,,,,,,,
12514034,home,Estoril Praia,Wagner Pina,wagner-pina,W. Pina,M,20,180,484,M,1513625,EUR,1036281600,D,20,20,False,34.0,28.0,3.0,,0.0,19.0,23.0,10.0,12.0,2.0,6.0,,,,90.0,66.0,7.1,14.0,0.120809,0,,1.0,5.0,5.0,1.0,3.0,4.0,3.0,2.0,3.0,,,,,5.0,,,1.0,,2.0,,,1.0,2.0,,,,,,,,,
12514034,home,Estoril Praia,Michel Costa,michel-costa,Michel,M,10,165,40,M,1015938,EUR,1008806400,M,8,8,False,20.0,17.0,3.0,2.0,0.0,11.0,11.0,6.0,9.0,4.0,2.0,,,,90.0,42.0,6.0,9.0,0.0168361,0,,,11.0,5.0,3.0,,,1.0,,3.0,4.0,3.0,,,,,,2.0,,3.0,,,,,1.0,,,,,,,,
12514034,home,Estoril Praia,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,40.0,33.0,4.0,4.0,0.0,15.0,18.0,18.0,22.0,2.0,4.0,,,,90.0,49.0,6.3,8.0,0.0294483,0,,,6.0,1.0,4.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
12514034,home,Estoril Praia,Jandro Orellana,jandro-orellana,J. Orellana,M,6,178,224,M,877920,EUR,965606400,M,6,6,False,12.0,9.0,1.0,,0.0,5.0,6.0,4.0,6.0,,1.0,,,,45.0,16.0,6.5,3.0,0.00096431,0,,,1.0,3.0,,,,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
12514034,home,Estoril Praia,Fabrício Garcia,fabricio-garcia,F. Garcia,F,98,172,81,M,1190120,EUR,988934400,F,17,17,False,13.0,11.0,1.0,1.0,0.0,8.0,9.0,3.0,4.0,,2.0,,,,72.0,23.0,6.2,6.0,0.00316098,1,,,4.0,3.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,0.0114,,,1.0,1.0,,,,,,,
12514034,home,Estoril Praia,Alejandro Marqués,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,False,8.0,7.0,,,0.0,3.0,4.0,4.0,4.0,2.0,,,,,90.0,19.0,6.4,6.0,0.00561885,0,,,9.0,2.0,,1.0,,,,3.0,,2.0,,,1.0,,,5.0,2.0,1.0,,,,,,,,,,,,,
