match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_wonContest,stat_shotOffTarget,stat_dispossessed,stat_unsuccessfulTouch,stat_goalAssist,stat_goals,stat_punches,stat_errorLeadToAGoal,stat_clearanceOffLine
11971437,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,24.0,17.0,13.0,6.0,14.0,14.0,3.0,10.0,7.0,1.0,2.0,2.0,2.0,2.0,90.0,32.0,7.4,7.0,0.00136799,0,0.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11971437,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,62.0,54.0,1.0,,11.0,15.0,44.0,55.0,3.0,,,,,,90.0,83.0,7.3,18.0,0.189742,0,,,,True,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11971437,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,False,69.0,67.0,1.0,1.0,17.0,18.0,50.0,52.0,3.0,,,,,,90.0,77.0,7.8,3.0,0.100337,2,,,,,1.0,,4.0,2.0,4.0,,,3.0,1.0,,,1.0,1.0,1.0,2.0,0.2005,0.1399,,,,,,,,,,,,,,,
11971437,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,56.0,52.0,2.0,1.0,24.0,26.0,28.0,30.0,4.0,,,,,,90.0,74.0,7.8,4.0,0.0312197,2,,,,,,,2.0,5.0,6.0,,,6.0,3.0,,,2.0,2.0,,3.0,0.1713,0.3443,1.0,1.0,3.0,,,,,,,,,,,,
11971437,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,108.0,106.0,3.0,3.0,22.0,24.0,84.0,86.0,9.0,,,,,,90.0,123.0,8.5,4.0,0.165577,2,,,,,2.0,,,4.0,1.0,,,3.0,,,1.0,3.0,1.0,1.0,2.0,0.0535,0.3318,,1.0,,1.0,1.0,1.0,,,,,,,,,
11971437,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,107.0,95.0,3.0,3.0,19.0,22.0,76.0,85.0,4.0,,,,,,90.0,126.0,9.0,14.0,0.336081,2,,,,,,,6.0,7.0,11.0,3.0,2.0,4.0,3.0,,5.0,2.0,,,1.0,0.1074,,,1.0,2.0,1.0,,1.0,2.0,2.0,,,,,,,
11971437,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,72.0,68.0,5.0,2.0,7.0,7.0,63.0,73.0,2.0,,,,,,90.0,89.0,7.5,13.0,0.407394,1,,,,,8.0,2.0,,4.0,2.0,3.0,,,,,5.0,1.0,,,,0.2484,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,,,,,
11971437,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,79.0,73.0,3.0,,9.0,10.0,66.0,73.0,1.0,,,,,,90.0,103.0,7.7,15.0,0.215485,6,,,,,4.0,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,,3.0,1.0,2.0,3.0,1.0,0.409,0.8556,1.0,,,,,,1.0,1.0,,6.0,,,,,
11971437,home,Manchester City,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,M,19,19,False,44.0,42.0,,,4.0,5.0,38.0,44.0,3.0,,,,,,89.0,61.0,7.7,12.0,0.125394,3,,,,,5.0,,,6.0,2.0,1.0,1.0,,2.0,,3.0,1.0,,,,0.1571,,,2.0,,,,2.0,,3.0,2.0,2.0,1.0,,,,
11971437,home,Manchester City,Oscar Bobb,oscar-bobb,O. Bobb,M,14,174,21551,M,oscarbobb,1065216,EUR,1057968000,M,52,52,False,39.0,33.0,,,2.0,2.0,33.0,39.0,1.0,,,,,,61.0,52.0,7.1,8.0,0.148896,1,,Oscar Bobb,,,2.0,2.0,,3.0,3.0,5.0,,,,,2.0,,1.0,,,0.2426,,1.0,,,1.0,,,3.0,,,,,,,,
