match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,stat_wonContest,stat_hitWoodwork,stat_goals
14053817,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196.0,390,M,347726,EUR,770256000,G,1,1,False,True,32.0,28.0,8.0,4.0,0.0,25.0,25.0,3.0,7.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,90.0,42.0,7.3,5.0,0.0026367,104.60410007526,12.0,12.18,14.28,4.7270218954433,1.0,0.2185,0,0.1669,0.07,0.59,-0.02,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053817,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,201,M,794990,EUR,896745600,D,2,2,False,,46.0,41.0,2.0,,0.0,29.0,31.0,12.0,15.0,,1.0,8.0,,,,,81.0,64.0,6.5,5.0,0.012492,140.39282873346,18.0,24.045,29.295,30.136526160127,1.0,,1,,0.03,0.0,-0.14,,1.0,2.0,3.0,1.0,0.0375,0.01,,,,,,,,,,,,,,,,,,,,,
14053817,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198.0,170,M,996992,EUR,1002499200,D,40,40,False,,71.0,56.0,13.0,4.0,0.0,38.0,43.0,18.0,28.0,3.0,6.0,3.0,1.0,,,,90.0,84.0,6.3,16.0,0.00650983,324.72407629646,32.0,221.235,38.22,98.247229170875,3.0,,1,,0.08,0.17,-0.06,,,4.0,1.0,2.0,0.0912,-0.33,4.0,6.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
14053817,home,FC Utrecht,Mike Eerdhuijzen,,,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194.0,180,M,947842,EUR,963446400,D,44,44,False,,6.0,6.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,13.0,7.0,6.4,,0.00048954,37.966995998449,4.0,-4.515,4.305,,,,0,,0.02,0.01,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053817,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178.0,3591,M,991679,EUR,971913600,D,16,16,False,,39.0,27.0,4.0,,0.0,10.0,16.0,17.0,23.0,,4.0,4.0,,,,,90.0,82.0,7.4,27.0,0.361791,195.81689426439,20.0,117.915,23.1,59.815599551023,3.0,,2,,0.45,0.19,-0.21,,,2.0,,2.0,0.1565,0.24,,3.0,1.0,,2.0,2.0,,16.0,5.0,1.0,1.0,1.0,2.0,1.0,0.2967,4.0,,,,,
14053817,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173.0,362,M,1000548,EUR,1043625600,M,27,27,False,,24.0,23.0,1.0,1.0,0.0,16.0,16.0,7.0,8.0,1.0,2.0,1.0,,,,,45.0,26.0,6.7,1.0,0.0648634,33.541984007094,6.0,6.825,8.4,,,,0,,0.2,0.07,-0.07,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,
14053817,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175.0,306,M,934249,EUR,986428800,M,8,8,False,,47.0,42.0,2.0,,0.0,23.0,25.0,19.0,22.0,1.0,6.0,7.0,1.0,,,,90.0,65.0,7.2,8.0,0.0422195,175.33028069204,25.0,43.785,20.475,29.646993906846,3.0,,3,,0.05,0.3,0.0,,,1.0,1.0,3.0,0.1934,0.09,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,,1.0,,,,1.0,0.1426,1.0,1.0,,,,
14053817,home,FC Utrecht,Yoann Cathline,,,cathline-yoann,Y. Cathline,M,10,176.0,517,M,1105700,EUR,1027296000,M,10,10,False,,35.0,30.0,2.0,2.0,0.0,10.0,12.0,20.0,23.0,,4.0,2.0,2.0,,,,90.0,49.0,7.0,10.0,0.467535,342.90461534366,30.0,34.44,21.42,83.7150326365,5.0,,3,,0.25,0.34,-0.08,,2.0,,,1.0,0.07,-0.31,,2.0,1.0,,,3.0,1.0,3.0,1.0,,1.0,,,,,2.0,,,,,
14053817,home,FC Utrecht,Dani de Wit,,,dani-de-wit,D. de Wit,M,20,183.0,552,M,855854,EUR,885945600,M,20,20,False,,35.0,26.0,,,0.0,8.0,9.0,18.0,26.0,4.0,6.0,3.0,,,,,90.0,42.0,6.8,10.0,0.0352236,112.04310051413,13.0,8.61,20.37,31.898921674564,1.0,,2,,-0.11,0.11,-0.1,,,,,1.0,0.2865,0.02,2.0,4.0,1.0,,1.0,1.0,2.0,1.0,,,,,,1.0,0.1937,1.0,2.0,1.0,,,
14053817,home,FC Utrecht,Jesper Karlsson,,,jesper-karlsson,J. Karlsson,F,11,179.0,1275,M,834597,EUR,901324800,M,11,11,False,,29.0,20.0,2.0,1.0,0.0,6.0,7.0,14.0,22.0,1.0,2.0,3.0,1.0,,,,62.0,44.0,6.2,19.0,0.0310675,226.58404431711,23.0,84.315,23.205,112.54692422604,6.0,,2,,-0.47,0.32,-0.11,,1.0,,,1.0,0.0599,-0.07,,4.0,,,,,1.0,3.0,,,1.0,2.0,,1.0,0.0429,1.0,,1.0,,,
