match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_interceptionWon,stat_wonTackle,stat_dispossessed,captain,stat_errorLeadToAShot,stat_fouls,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalOffside,stat_wonContest,stat_hitWoodwork,stat_lastManTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_ownGoals,stat_bigChanceMissed,stat_goals,player_sofascoreId
12499478,home,Borussia M'gladbach,Tiago Pereira Cardoso,Tiago,Pereira Cardoso,cardoso-tiago-pereira,T. P. Cardoso,G,42,190,441,M,1149294,EUR,1144368000,G,42,42,False,39.0,32.0,10.0,3.0,0.0,31.0,33.0,1.0,6.0,1.0,6.0,1.0,1.0,2.0,3.0,5.0,90.0,51.0,6.9,7.0,0.00096119,0,0.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Joseph Scally,,,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,24.0,20.0,,,0.0,13.0,15.0,8.0,12.0,3.0,2.0,,,,,,90.0,44.0,6.5,10.0,0.0602484,0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Ko Itakura,,,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,31.0,24.0,4.0,1.0,0.0,14.0,17.0,10.0,15.0,6.0,4.0,,,,,,90.0,50.0,7.2,8.0,0.0540725,2,,1.0,,2.0,6.0,2.0,10.0,,,,2.0,3.0,0.0322,,,,,,,,,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Nico Elvedi,,,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,47.0,45.0,3.0,2.0,0.0,38.0,40.0,7.0,7.0,4.0,2.0,1.0,,,,,66.0,60.0,7.0,2.0,0.00203624,0,,,,2.0,2.0,2.0,6.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Luca Netz,,,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,False,15.0,9.0,2.0,1.0,0.0,6.0,10.0,3.0,5.0,3.0,3.0,2.0,,,,,63.0,31.0,6.6,10.0,0.00267818,0,,,,1.0,1.0,2.0,3.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Julian Weigl,,,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,42.0,31.0,7.0,2.0,0.0,20.0,26.0,11.0,16.0,6.0,3.0,3.0,,,,,90.0,53.0,6.6,12.0,0.00971776,0,,,,,1.0,2.0,1.0,,2.0,,,1.0,,1.0,2.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Florian Neuhaus,,,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,False,25.0,24.0,4.0,3.0,0.0,12.0,13.0,12.0,12.0,7.0,3.0,5.0,,,,,76.0,41.0,7.2,2.0,0.0163474,0,,,,1.0,,3.0,2.0,1.0,2.0,,,1.0,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Franck Honorat,,,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,M,9,9,False,17.0,11.0,,,0.0,4.0,7.0,8.0,12.0,1.0,3.0,1.0,,,,,76.0,30.0,6.8,12.0,0.0626583,2,,2.0,1.0,2.0,,4.0,2.0,3.0,,,1.0,,0.0638,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Alassane Pléa,,,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,13.0,10.0,2.0,1.0,0.0,2.0,3.0,9.0,11.0,3.0,1.0,,,,,,63.0,23.0,6.3,7.0,0.127698,0,,1.0,1.0,1.0,1.0,4.0,,1.0,2.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,
12499478,home,Borussia M'gladbach,Robin Hack,,,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,False,38.0,22.0,8.0,3.0,0.0,10.0,16.0,13.0,26.0,2.0,9.0,1.0,,,,,90.0,55.0,7.1,23.0,0.116158,3,,4.0,1.0,,,1.0,,3.0,,1.0,,,0.3899,,1.0,1.0,,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,
