match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goalAssist,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_keyPass,captain,stat_aerialLost,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_outfielderBlock,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot
11392875,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,21.0,19.0,4.0,3.0,19.0,20.0,1.0,4.0,90.0,25.0,6.8,2.0,0.0,0.0,4.383e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392875,home,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,youcefatal,894238,EUR,832291200,D,20,20,False,49.0,45.0,2.0,2.0,25.0,25.0,26.0,2.0,69.0,65.0,7.3,9.0,0.0453,0.3648,0.010291,1,,,20.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11392875,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,110.0,101.0,10.0,5.0,75.0,76.0,34.0,9.0,90.0,119.0,8.0,9.0,0.0,0.0,0.156705,0,,,26.0,,1.0,6.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11392875,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,122.0,114.0,11.0,6.0,82.0,85.0,37.0,9.0,90.0,131.0,7.4,9.0,0.0,0.0,0.0293066,0,,,32.0,,4.0,2.0,,,,,,,,1.0,2.0,,,6.0,,1.0,True,3.0,1.0,,,,,,,,,,,,,,
11392875,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,56.0,46.0,3.0,,25.0,25.0,32.0,2.0,77.0,77.0,6.8,15.0,0.0,0.0,0.00926076,0,,,21.0,1.0,3.0,5.0,2.0,,,,3.0,2.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11392875,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,28,28,False,32.0,29.0,3.0,2.0,17.0,18.0,14.0,7.0,86.0,52.0,7.1,10.0,0.1791,0.0,0.0333877,3,,,12.0,,9.0,10.0,6.0,2.0,,,4.0,2.0,2.0,,2.0,,,,,1.0,,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
11392875,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,M,55,55,False,97.0,87.0,5.0,4.0,45.0,48.0,49.0,5.0,90.0,111.0,7.5,14.0,0.0,0.0,0.035597,0,,,42.0,,3.0,7.0,2.0,2.0,,,3.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,2.0,2.0,1.0,,,,,,,,,
11392875,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,45.0,32.0,4.0,2.0,15.0,17.0,33.0,14.0,90.0,68.0,7.5,24.0,0.2024,0.0,0.355525,3,,,19.0,5.0,4.0,3.0,1.0,1.0,,,,,2.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,2.0,2.0,1.0,6.0,1.0,,2.0,1.0,1.0,,,,,,
11392875,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,,149730,EUR,767923200,F,24,24,False,21.0,17.0,4.0,2.0,4.0,4.0,19.0,2.0,86.0,38.0,6.2,11.0,0.4434,0.3184,0.0277958,2,,,13.0,2.0,7.0,6.0,3.0,,2.0,,2.0,2.0,3.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,
11392875,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,21.0,17.0,,,6.0,8.0,13.0,2.0,90.0,35.0,7.3,9.0,0.82,1.0015,0.0445794,3,,,11.0,,6.0,3.0,5.0,2.0,2.0,1.0,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,
11392875,home,Nice,Sofiane Diop,sofiane-diop,S. Diop,M,10,175,3842,M,,944164,EUR,960508800,F,10,10,False,16.0,12.0,1.0,1.0,3.0,4.0,12.0,3.0,69.0,33.0,7.0,12.0,0.1214,0.0,0.0195565,3,,,9.0,,6.0,3.0,2.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,3.0,,3.0,4.0,,,,,3.0,,,,,
11392875,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,True,13.0,10.0,1.0,,7.0,9.0,4.0,1.0,21.0,19.0,6.8,4.0,0.0,0.0,0.00128396,0,,,3.0,,,3.0,,,,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11392875,home,Nice,Jérémie Boga,jeremie-boga,J. Boga,F,13,172,4912,M,jeremieboga,367056,EUR,852249600,F,7,7,True,4.0,3.0,,,3.0,3.0,2.0,1.0,21.0,10.0,6.1,5.0,0.4498,0.1689,6.88e-06,1,,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,
