match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goalAssist,captain,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim
10388343,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,28.0,23.0,12.0,8.0,18.0,19.0,5.0,9.0,6.0,2.0,2.0,90.0,35.0,7.3,5.0,0.0,0.0,0.00127553,0,0.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2762,M,,128587,EUR,684633600,D,24,24,False,57.0,46.0,8.0,6.0,26.0,27.0,23.0,33.0,5.0,,,90.0,78.0,7.4,15.0,0.0,0.0,0.182152,0,,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,35.0,33.0,5.0,4.0,21.0,22.0,12.0,13.0,1.0,,,90.0,52.0,7.5,3.0,0.2706,0.0,0.0057244,1,,,,1.0,4.0,7.0,1.0,2.0,5.0,3.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,50.0,42.0,10.0,5.0,20.0,21.0,22.0,29.0,6.0,,,90.0,61.0,6.8,9.0,0.0,0.0,0.00876769,0,,,,2.0,5.0,4.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,,254119,EUR,801532800,D,17,17,False,46.0,37.0,4.0,3.0,15.0,16.0,23.0,33.0,5.0,,,83.0,74.0,7.9,14.0,0.0892,0.165,0.316623,2,,3.0,1.0,1.0,4.0,6.0,,1.0,3.0,3.0,2.0,2.0,4.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,
10388343,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,43.0,37.0,,,8.0,9.0,31.0,43.0,6.0,,,83.0,67.0,7.1,20.0,0.0825,0.0,0.377157,1,,9.0,2.0,1.0,6.0,1.0,,,1.0,1.0,2.0,,3.0,,,2.0,1.0,,,3.0,,1.0,,,,,1.0,,,,,
10388343,home,Borussia Dortmund,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1020811,M,JudeBell,991011,EUR,1056844800,M,22,22,False,40.0,32.0,3.0,2.0,11.0,15.0,21.0,25.0,10.0,,,90.0,62.0,7.2,15.0,0.0876,0.0294,0.0869619,2,,,,,3.0,6.0,,,2.0,1.0,3.0,1.0,1.0,2.0,,1.0,1.0,4.0,1.0,2.0,1.0,,1.0,,,,,,,,,
10388343,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,,795005,EUR,884476800,M,6,6,False,63.0,52.0,7.0,4.0,36.0,40.0,16.0,23.0,12.0,,,90.0,75.0,7.0,13.0,0.0,0.0,0.021059,0,,,,,4.0,6.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,
10388343,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,Reus11,37092,EUR,612576000,M,11,11,False,36.0,30.0,,,10.0,13.0,20.0,24.0,5.0,,,89.0,52.0,7.3,11.0,0.2915,0.8376,0.0381007,3,,1.0,,1.0,7.0,6.0,,,3.0,3.0,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,True,1.0,,,
10388343,home,Borussia Dortmund,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23992,M,jbgittens,1140599,EUR,1091923200,M,43,43,False,8.0,5.0,,,1.0,2.0,4.0,6.0,1.0,,,44.0,16.0,6.3,6.0,0.3665,0.0,0.0660096,1,,,,,1.0,3.0,,,,,1.0,,,1.0,,,1.0,,2.0,1.0,,,,,,,,,,1.0,,
10388343,home,Borussia Dortmund,Anthony Modeste,anthony-modeste,A. Modeste,F,,187,1876,M,AModeste27,21931,EUR,576979200,F,20,20,False,17.0,8.0,,,4.0,4.0,5.0,14.0,3.0,,,90.0,34.0,7.2,12.0,0.5094,0.0455,0.193267,3,,1.0,1.0,3.0,5.0,8.0,,,1.0,1.0,2.0,2.0,2.0,5.0,,,2.0,4.0,2.0,,,1.0,1.0,,,,,,,1.0,1.0,
10388343,home,Borussia Dortmund,Thorgan Hazard,thorgan-hazard,T. Hazard,F,11,174,3646,M,THazard,94286,EUR,733363200,M,10,10,True,21.0,17.0,2.0,2.0,8.0,9.0,9.0,12.0,6.0,,,46.0,32.0,6.9,4.0,0.348,0.5271,0.0385063,2,,,,1.0,3.0,3.0,,2.0,2.0,,,2.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,
10388343,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,NiklasSule,168937,EUR,810086400,D,25,25,True,4.0,4.0,,,2.0,2.0,2.0,2.0,1.0,,,11.0,8.0,6.9,,0.0,0.0,0.00039976,0,,,,,,2.0,,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Giovanni Reyna,giovanni-reyna,G. Reyna,M,13,185,5027,M,gioareyna,989056,EUR,1037145600,M,7,7,True,2.0,1.0,,,1.0,2.0,,,1.0,,,11.0,4.0,6.6,1.0,0.0,0.0,4.81e-06,0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Youssoufa Moukoko,youssoufa-moukoko,Y. Moukoko,F,9,179,11950,M,youssoufa_10,997006,EUR,1100908800,F,18,18,True,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Alexander Meyer,alexander-meyer,A. Meyer,G,33,196,878,M,,138491,EUR,671500800,G,33,33,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388343,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
