match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,captain,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_hitWoodwork,stat_goals
11450019,home,Adana Demirspor,Jovan Manev,Jovan Manev,,jovan-manev,J. Manev,D,29,185,186,M,,1111781,EUR,980380800,D,15,15,True,25.0,24.0,1.0,,20.0,20.0,4.0,5.0,3.0,,,,79.0,44.0,6.8,3.0,0.00091612,1,,,1.0,6.0,1.0,2.0,1.0,,,7.0,3.0,2.0,,,1.0,,,1.0,,,2.0,1.0,,0.0161,0.287,,,,,,,,,
11450019,home,Adana Demirspor,Tayfun Aydoğan,,,tayfun-aydogan,T. Aydoğan,M,8,175,43,M,,816435,EUR,833328000,M,6,6,True,12.0,10.0,1.0,1.0,4.0,4.0,6.0,8.0,2.0,,,,25.0,16.0,6.6,3.0,0.00778488,0,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11450019,home,Adana Demirspor,Nabil Alioui,,,alioui-nabil,N. Alioui,F,10,175,374,M,,873049,EUR,919296000,F,10,10,True,8.0,4.0,,,2.0,4.0,2.0,4.0,2.0,,,,25.0,13.0,6.6,6.0,0.00380484,0,,,,1.0,2.0,,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11450019,home,Adana Demirspor,Abat Aimbetov,,,abat-aimbetov,A. Aimbetov,F,,184,999,M,,189193,EUR,807753600,F,17,17,True,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,10.0,3.0,6.5,2.0,2.977e-05,0,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
11450019,home,Adana Demirspor,Yılmaz Aktaş,Yilmaz Aktas,,yilmaz-aktas,Y. Aktaş,G,1,191,17,M,,1550939,EUR,1052697600,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,home,Adana Demirspor,Abdulsamet Burak,,,abdulsamet-burak,A. Burak,D,3,182,40,M,,900798,EUR,831945600,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,home,Adana Demirspor,Pape Abou Cissé,Pape,Abou Cissé,pape-abou-cisse,P. A. Cissé,D,,197,811,M,,790198,EUR,811036800,D,66,66,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,home,Adana Demirspor,İzzet Çelik,,,celik-izzet,İ. Çelik,M,6,166,68,M,,826836,EUR,1087689600,M,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,home,Adana Demirspor,Dorukhan Toköz,,,dorukhan-tokoz,D. Toköz,M,24,180,156,M,,796133,EUR,832636800,M,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,home,Adana Demirspor,Breyton Fougeu,Breyton,Fougeu,breyton-fougeu,B. Fougeu,F,,175,51,M,,1545020,EUR,1073347200,F,93,93,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Fernando Muslera,,,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,32.0,27.0,9.0,4.0,27.0,28.0,,4.0,6.0,,4.0,8.0,90.0,46.0,8.8,5.0,0.0001539,0,1.514,,,,1.0,,,,,4.0,,,,,,1.0,,,True,,,,,,,,,,,4.0,4.0,,,
11450019,away,Galatasaray,Kaan Ayhan,,,kaan-ayhan,K. Ayhan,D,23,185,4087,M,,138152,EUR,784425600,D,23,23,False,26.0,21.0,2.0,1.0,12.0,14.0,9.0,14.0,3.0,,,,82.0,43.0,7.6,8.0,0.0304365,1,,2.0,1.0,3.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,,,,2.0,1.0,,,1.0,1.0,,0.0978,0.1163,,,1.0,,,,1.0,,
11450019,away,Galatasaray,Victor Nelsson,,,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,43.0,32.0,8.0,3.0,22.0,26.0,10.0,17.0,3.0,,,,88.0,49.0,7.1,11.0,0.0058444,1,,,5.0,,8.0,,,,,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,0.0856,,,1.0,,,,,,,
11450019,away,Galatasaray,Abdülkerim Bardakcı,,,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,59.0,53.0,6.0,2.0,39.0,39.0,14.0,20.0,3.0,,,,90.0,67.0,7.3,7.0,0.0239542,0,,,2.0,2.0,3.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
11450019,away,Galatasaray,Derrick Köhn,,,derrick-kohn,D. Köhn,D,39,180,1915,M,,886737,EUR,918086400,D,17,17,False,39.0,34.0,2.0,1.0,15.0,15.0,19.0,27.0,8.0,,,,90.0,73.0,7.8,12.0,0.0645204,1,,3.0,,5.0,7.0,,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,,1.0,2.0,1.0,,,,,1.0,0.0167,,,,,,,,,,
11450019,away,Galatasaray,Lucas Torreira,,,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,46.0,43.0,2.0,2.0,22.0,23.0,21.0,23.0,5.0,,,,82.0,56.0,7.3,3.0,0.016618,0,,,,5.0,4.0,3.0,,,,1.0,3.0,1.0,4.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
11450019,away,Galatasaray,Kerem Demirbay,,,kerem-demirbay,K. Demirbay,M,26,185,2104,M,,142619,EUR,741657600,M,8,8,False,63.0,54.0,3.0,2.0,17.0,17.0,37.0,48.0,10.0,,,,90.0,85.0,8.2,16.0,0.112814,3,,2.0,,7.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,,7.0,3.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,0.2318,0.9855,,1.0,,,,,,1.0,1.0
11450019,away,Galatasaray,Hakim Ziyech,,,hakim-ziyech,H. Ziyech,M,30,181,61036,M,HZiyech,249437,EUR,732499200,M,22,22,False,28.0,20.0,3.0,1.0,9.0,11.0,15.0,23.0,3.0,,,,71.0,52.0,7.3,18.0,0.192271,4,,6.0,1.0,5.0,2.0,,4.0,1.0,,,,,1.0,,3.0,,2.0,,,4.0,,1.0,2.0,0.1427,0.2163,,1.0,,,,,,,1.0
11450019,away,Galatasaray,Dries Mertens,,,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,44.0,36.0,3.0,2.0,9.0,11.0,31.0,37.0,7.0,,,,90.0,68.0,9.4,14.0,0.6212,1,,4.0,,6.0,8.0,4.0,1.0,2.0,1.0,,,,6.0,5.0,4.0,1.0,10.0,,,4.0,,,1.0,0.0296,,,,1.0,,,,2.0,,
11450019,away,Galatasaray,Barış Alper Yılmaz,,,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,33.0,25.0,1.0,1.0,5.0,5.0,21.0,30.0,5.0,,,,82.0,68.0,7.6,20.0,0.119409,7,,2.0,2.0,10.0,8.0,1.0,2.0,7.0,4.0,1.0,,,2.0,2.0,6.0,,1.0,2.0,,1.0,2.0,3.0,2.0,0.2852,0.2383,1.0,2.0,,,,,,,
11450019,away,Galatasaray,Mauro Icardi,,,mauro-icardi,M. Icardi,F,9,181,38623,M,MauroIcardi,233114,EUR,730080000,F,9,9,False,13.0,10.0,,,,,10.0,13.0,1.0,,,,90.0,23.0,8.2,5.0,0.147091,4,,,2.0,1.0,4.0,1.0,,1.0,1.0,,,,,,2.0,1.0,2.0,1.0,,,,2.0,1.0,0.6224,0.8647,,1.0,1.0,,,,,,1.0
11450019,away,Galatasaray,Kerem Aktürkoğlu,,,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,F,7,7,True,13.0,10.0,1.0,1.0,4.0,4.0,6.0,9.0,2.0,,,,19.0,24.0,7.3,5.0,0.00694365,3,,,,,2.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,1.0,1.0,0.217,0.0186,,1.0,,,,,,,
11450019,away,Galatasaray,Serge Aurier,,,serge-aurier,S. Aurier,D,,176,2921,M,Serge_aurier,105697,EUR,725155200,D,92,92,True,7.0,7.0,,,5.0,5.0,2.0,2.0,1.0,,,,8.0,7.0,6.6,,0.00349574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Berkan Kutlu,,,berkan-kutlu,B. Kutlu,M,18,186,2127,M,,992912,EUR,885686400,M,18,18,True,9.0,8.0,,,3.0,3.0,5.0,6.0,2.0,,,,8.0,11.0,6.5,3.0,0.0128494,0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Tetê,,,tete,Tetê,F,21,175,4004,M,Tete,980327,EUR,950572800,F,20,20,True,4.0,4.0,,,,,4.0,4.0,,,,,8.0,4.0,6.6,,0.061236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Davinson Sánchez,,,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,2.0,4.0,,,0.00015089,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Günay Güvenç,,,gunay-guvenc,G. Güvenç,G,19,187,2987,M,,103457,EUR,677808000,G,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Tanguy Ndombélé,,,tanguy-ndombele,T. Ndombélé,M,22,181,2703,M,,845486,EUR,851731200,M,91,91,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Sérgio Oliveira,,,sergio-oliveira,S. Oliveira,M,27,181,1610,M,,991493,EUR,707443200,M,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Eyüp Aydın,,,eyup-aydin,E. Aydın,M,5,181,1623,M,,1130115,EUR,1091404800,M,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450019,away,Galatasaray,Carlos Vinícius,,,carlos-vinicius,C. Vinícius,F,95,190,7220,M,,891920,EUR,796089600,F,95,95,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
