match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,stat_wonContest,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_clearanceOffLine
11452903,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,25.0,21.0,6.0,2.0,20.0,20.0,1.0,5.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,37.0,7.2,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452903,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,False,33.0,28.0,2.0,1.0,24.0,26.0,4.0,7.0,1.0,6.0,3.0,2.0,,,,,,76.0,54.0,7.1,8.0,0,2.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11452903,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,61.0,51.0,10.0,5.0,41.0,45.0,10.0,16.0,2.0,2.0,3.0,1.0,,,,,,90.0,68.0,6.9,10.0,0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11452903,home,Al Tai,Enzo Roco,enzo-roco,E. Roco,D,3,191.0,398,M,105971,EUR,713923200,D,5,5,False,68.0,62.0,6.0,4.0,49.0,50.0,13.0,18.0,2.0,3.0,5.0,8.0,,,,,,90.0,82.0,7.3,9.0,0,,2.0,,,1.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,
11452903,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,49.0,41.0,5.0,5.0,21.0,24.0,20.0,26.0,1.0,4.0,1.0,6.0,,,,,,90.0,67.0,7.4,11.0,0,1.0,5.0,2.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
11452903,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,51.0,41.0,8.0,3.0,26.0,29.0,15.0,22.0,2.0,4.0,2.0,4.0,,,,,,90.0,65.0,7.0,15.0,1,,2.0,,1.0,2.0,1.0,,1.0,,,1.0,1.0,3.0,,,,,True,1.0,,,,,,,,
11452903,home,Al Tai,Abdulfattah Asiri,abdulfattah-asiri,A. Asiri,M,,167.0,63,M,374524,EUR,762220800,M,45,45,False,27.0,22.0,2.0,1.0,10.0,11.0,13.0,19.0,,7.0,2.0,5.0,,,,,,84.0,47.0,6.7,11.0,0,1.0,7.0,1.0,1.0,2.0,1.0,5.0,2.0,,,1.0,,1.0,3.0,2.0,,,,,1.0,,,,,,,
11452903,home,Al Tai,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,37.0,35.0,4.0,4.0,16.0,17.0,20.0,21.0,,9.0,,7.0,,,,,,90.0,58.0,7.1,10.0,1,2.0,7.0,,1.0,3.0,,4.0,1.0,,,2.0,,4.0,1.0,4.0,2.0,1.0,,,1.0,1.0,,,,,,
11452903,home,Al Tai,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170.0,26,M,871619,EUR,810345600,M,8,8,False,33.0,28.0,2.0,2.0,13.0,16.0,15.0,17.0,,3.0,1.0,3.0,,,,,,76.0,44.0,6.7,9.0,0,,4.0,,2.0,1.0,,2.0,1.0,,,2.0,,,,1.0,,1.0,,,,,,,,,,
11452903,home,Al Tai,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,281,M,148623,EUR,743472000,M,10,10,False,25.0,20.0,3.0,2.0,8.0,10.0,12.0,15.0,1.0,5.0,,2.0,,,,,,89.0,43.0,6.9,12.0,3,1.0,7.0,,,1.0,1.0,1.0,3.0,,,3.0,,3.0,,3.0,2.0,1.0,,,,1.0,2.0,1.0,,,,
