match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_penaltyWon,player_firstName,player_lastName,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_bigChanceMissed
12437702,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,32.0,30.0,5.0,4.0,0.0,29.0,30.0,1.0,2.0,1.0,14.0,1.0,2.0,90.0,45.0,7.3,2.0,0.00063719,0,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437702,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,59.0,52.0,2.0,2.0,0.0,24.0,26.0,29.0,37.0,1.0,3.0,,,90.0,93.0,7.3,17.0,0.0273054,0,,True,4.0,1.0,2.0,9.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437702,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,62.0,57.0,5.0,2.0,0.0,37.0,39.0,20.0,23.0,2.0,1.0,,,90.0,74.0,7.7,6.0,0.0223584,3,,,,,1.0,3.0,4.0,,,,,1.0,2.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.1978,0.1731,1.0,,,,,,,,,,,,,,
12437702,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,74.0,67.0,9.0,6.0,0.0,49.0,50.0,18.0,24.0,2.0,,,,90.0,86.0,7.6,8.0,0.0162151,1,,,,,1.0,1.0,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.0523,,,,,,,,,,,,,,,,
12437702,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,43.0,40.0,2.0,1.0,0.0,16.0,17.0,24.0,27.0,,,,,65.0,54.0,7.4,5.0,0.0249512,0,,,1.0,,,,5.0,,,1.0,1.0,,1.0,,3.0,3.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
12437702,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,8,8,False,63.0,56.0,7.0,5.0,1.0,15.0,16.0,41.0,49.0,,8.0,,,90.0,77.0,8.2,12.0,0.495096,2,,,2.0,,,2.0,5.0,,1.0,2.0,1.0,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.0631,0.0335,3.0,1.0,,,,,,,,,,,,,
12437702,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,14,14,False,71.0,66.0,3.0,3.0,0.0,29.0,31.0,37.0,40.0,,8.0,,,90.0,90.0,8.1,8.0,0.0445303,1,,,,,,1.0,10.0,,,1.0,1.0,2.0,4.0,,4.0,2.0,2.0,1.0,3.0,1.0,,,3.0,0.0786,,1.0,,,,,,,,,,,,,,
12437702,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,False,51.0,44.0,3.0,,0.0,10.0,12.0,35.0,41.0,,3.0,,,65.0,64.0,6.9,11.0,0.118956,0,,,2.0,1.0,,5.0,5.0,2.0,1.0,,,,,,4.0,3.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,
12437702,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,39.0,35.0,,,0.0,4.0,4.0,35.0,41.0,,2.0,,,89.0,63.0,8.0,11.0,0.422235,2,,,6.0,4.0,1.0,8.0,7.0,2.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,1.0,,1.0,1.0,,,0.0473,0.0831,5.0,,,,,,,,,,,,,,
12437702,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,9,9,False,27.0,22.0,3.0,2.0,0.0,3.0,4.0,19.0,23.0,,1.0,,,84.0,49.0,8.8,10.0,0.041768,9,,,,,,3.0,3.0,,1.0,4.0,2.0,,,,,,1.0,,,1.0,3.0,5.0,1.0,1.6972,1.6114,1.0,,2.0,1.0,,,,,,,,,,,
