match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_goalAssist,stat_wasFouled,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11369309,home,Real Madrid,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,25,25,False,41.0,31.0,17.0,7.0,28.0,30.0,3.0,11.0,1.0,1.0,1.0,4.0,3.0,4.0,90.0,47.0,7.3,10.0,0.0,0.0,0.00114892,0,1.3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369309,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,53.0,44.0,4.0,2.0,18.0,22.0,27.0,33.0,2.0,9.0,2.0,7.0,,,90.0,85.0,7.8,13.0,0.0386,0.1591,0.879784,1,,True,2.0,1.0,1.0,7.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11369309,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,52.0,43.0,7.0,,34.0,35.0,10.0,19.0,3.0,3.0,6.0,4.0,,,90.0,62.0,6.6,10.0,0.1096,0.0,0.0217361,1,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11369309,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,62.0,59.0,7.0,6.0,44.0,46.0,15.0,16.0,,2.0,,6.0,,,90.0,68.0,6.7,5.0,0.0,0.0,0.0167369,0,,,,,1.0,2.0,,,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,
11369309,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,37.0,35.0,2.0,2.0,18.0,19.0,18.0,23.0,,3.0,1.0,6.0,,,74.0,60.0,7.7,9.0,0.0,0.0,0.235563,0,,,5.0,1.0,,4.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,,3.0,1.0,2.0,1.0,3.0,,,,,,,,,,
11369309,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,47.0,39.0,5.0,4.0,13.0,15.0,26.0,34.0,2.0,7.0,2.0,4.0,,,87.0,68.0,8.1,12.0,0.1607,0.3898,0.0476541,3,,,2.0,,,3.0,1.0,,2.0,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
11369309,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,18,18,False,34.0,33.0,1.0,1.0,19.0,19.0,15.0,16.0,,1.0,,,,,62.0,42.0,6.6,3.0,0.0273,0.0,0.156104,1,,,1.0,1.0,,2.0,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,
11369309,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,77.0,72.0,12.0,10.0,35.0,36.0,37.0,45.0,1.0,2.0,,8.0,,,90.0,92.0,7.4,11.0,0.0747,0.0,0.16705,1,,,4.0,,,4.0,2.0,,1.0,,,,,,1.0,2.0,1.0,3.0,,,1.0,,,,1.0,,,,,,,
11369309,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,41.0,34.0,2.0,2.0,12.0,14.0,22.0,27.0,1.0,8.0,,3.0,,,90.0,55.0,7.4,9.0,0.254,0.647,0.0734916,2,,,,,2.0,4.0,,,3.0,2.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,,4.0,,,,,1.0,,,,,,
11369309,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,29.0,25.0,,,4.0,5.0,21.0,25.0,1.0,5.0,,2.0,,,87.0,47.0,7.0,10.0,0.634,0.1455,0.0713562,4,,,1.0,,1.0,4.0,,,3.0,,,2.0,1.0,1.0,,1.0,1.0,,,,3.0,,1.0,,,1.0,,,,,,
11369309,home,Real Madrid,Joselu,joselu,Joselu,F,9,191,18060,M,joselumato,69418,EUR,638496000,F,14,14,False,15.0,9.0,,,6.0,7.0,4.0,9.0,2.0,5.0,1.0,3.0,,,62.0,25.0,7.4,7.0,0.9037,0.8925,0.00640146,4,,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,,2.0,,,,,1.0,,,,2.0,,1.0,1.0,,1.0,1.0,,,,,
11369309,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,True,12.0,12.0,1.0,1.0,5.0,5.0,7.0,7.0,,1.0,,2.0,,,28.0,14.0,6.6,,0.0,0.0,0.00528659,0,,,,,,2.0,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
11369309,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,True,13.0,13.0,,,3.0,3.0,10.0,10.0,1.0,1.0,,1.0,,,28.0,15.0,6.5,2.0,0.0,0.0,0.0272104,0,,,,,,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
