match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,description,reason,length,injury,playerName,rescinded
12436614,FT,0.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
12436614,,0.0,3.0,,90,4.0,,1,,,goal,295034917.0,False,regular,250223.0,John McGinn,,,,,,
12436614,,,,,90,4.0,,1,,,inGamePenalty,118528364.0,False,missed,361004.0,Marco Asensio,Goalkeeper save,goalkeeperSave,,,,
12436614,,,,,90,0.0,,1,,,injuryTime,,,,,,,,7.0,,,
12436614,,,,,89,,,2,,,substitution,123842486.0,False,regular,,,,,,False,,
12436614,,,,,89,,,2,,,substitution,123842485.0,True,regular,,,,,,False,,
12436614,,,,,88,,,3,,,card,123324092.0,True,yellow,980637.0,Taylor Harwood-Bellis,,Argument,,,Taylor Harwood-Bellis,False
12436614,,,,,87,,,4,,,card,123324026.0,False,yellow,250223.0,John McGinn,,Foul,,,John McGinn,False
12436614,,,,,85,,,6,,,substitution,123842381.0,False,regular,,,,,,False,,
12436614,,,,,85,,,6,,,substitution,123842380.0,False,regular,,,,,,False,,
12436614,,,,,82,,,9,,,substitution,123842285.0,True,regular,,,,,,False,,
12436614,,0.0,2.0,,79,,,12,,,goal,294963654.0,False,regular,803039.0,Donyell Malen,,,,,,
12436614,,0.0,1.0,,73,,,18,,,goal,294942255.0,False,regular,555386.0,Ollie Watkins,,,,,,
12436614,,,,,69,,,22,,,inGamePenalty,118528358.0,False,missed,361004.0,Marco Asensio,Goalkeeper save,goalkeeperSave,,,,
12436614,,,,,68,,,23,,,card,123323667.0,True,yellow,286085.0,Jan Bednarek,,Foul,,,Jan Bednarek,False
12436614,,,,,66,,,25,,,substitution,123841918.0,False,regular,,,,,,False,,
12436614,,,,,66,,,25,,,substitution,123841917.0,False,regular,,,,,,False,,
12436614,,,,,61,,,30,,,substitution,123841841.0,True,regular,,,,,,False,,
12436614,,,,,61,,,30,,,substitution,123841840.0,True,regular,,,,,,False,,
12436614,,,,,46,,,45,,,substitution,123841590.0,True,regular,,,,,,False,,
12436614,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
12436614,,,,,45,0.0,,1,,,injuryTime,,,,,,,,1.0,,,
12436614,,,,,38,,,8,,,card,123322977.0,True,yellow,1142562.0,Mateus Fernandes,,Foul,,,Mateus Fernandes,False
