match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_expectedGoals,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalCross,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_totalOffside
12514015,home,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,969,M,821628,EUR,920246400,G,1,1,False,22.0,9.0,15.0,2.0,0.0,7.0,9.0,2.0,13.0,1.0,1.0,7.0,1.0,1.0,90.0,31.0,6.5,13.0,0.00025178,0,-0.2745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514015,home,Casa Pia,João Goulart,joao-goulart,J. Goulart,D,4,191,68,M,1151667,EUR,948931200,D,4,4,False,44.0,39.0,7.0,5.0,0.0,19.0,21.0,20.0,23.0,3.0,3.0,2.0,,,90.0,52.0,6.8,5.0,0.0108806,1,,,,1.0,3.0,1.0,4.0,1.0,2.0,0.0555,,,,,,,,,,,,,,,,,,,,,,
12514015,home,Casa Pia,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,46.0,39.0,5.0,1.0,0.0,27.0,29.0,12.0,17.0,,,3.0,,,90.0,50.0,6.4,7.0,0.0088029,0,,,,,,,3.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,
12514015,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,False,48.0,39.0,12.0,6.0,0.0,21.0,21.0,18.0,27.0,3.0,4.0,3.0,,,87.0,54.0,7.4,10.0,0.010673,1,,,,3.0,6.0,,1.0,,1.0,0.0472,,2.0,1.0,1.0,1.0,1.0,0.5314,,,,,,,,,,,,,,,
12514015,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,M,18,18,False,24.0,24.0,,,0.0,5.0,5.0,19.0,21.0,,3.0,2.0,,,90.0,41.0,6.7,6.0,0.0246847,1,,,,,3.0,,,1.0,3.0,0.2357,,,,,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
12514015,home,Casa Pia,Andrian Kraev,andrian-kraev,A. Kraev,M,6,191,280,M,857374,EUR,918950400,M,89,89,False,34.0,23.0,5.0,1.0,0.0,6.0,9.0,18.0,26.0,1.0,3.0,6.0,,,90.0,42.0,6.5,11.0,0.0567604,1,,,,4.0,9.0,,,1.0,4.0,0.0179,,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,
12514015,home,Casa Pia,Miguel Sousa,miguel-sousa,M. Sousa,M,20,176,28,M,936367,EUR,906163200,M,14,14,False,36.0,30.0,1.0,,0.0,11.0,12.0,20.0,27.0,,4.0,4.0,,,79.0,53.0,6.9,12.0,0.0432022,0,,,,,8.0,,2.0,,6.0,,,,,,2.0,2.0,,3.0,,,1.0,,4.0,1.0,1.0,3.0,2.0,,,,,
12514015,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,28.0,26.0,3.0,2.0,1.0,8.0,8.0,21.0,26.0,,4.0,2.0,,,90.0,51.0,7.6,11.0,0.0951624,1,,,,1.0,5.0,,,,1.0,0.0205,,,,,,1.0,,6.0,,1.0,,3.0,4.0,3.0,2.0,1.0,,3.0,,,,
12514015,home,Casa Pia,Raúl García,raul-garcia,R. García,G,25,188,24,M,1484959,EUR,948931200,F,10,10,False,25.0,20.0,1.0,,0.0,2.0,2.0,18.0,23.0,,2.0,3.0,,,79.0,40.0,7.1,8.0,0.0362874,4,,,,2.0,6.0,2.0,,1.0,,0.1932,,3.0,1.0,1.0,2.0,1.0,0.8985,,,1.0,1.0,1.0,,,,1.0,,,,,,
12514015,home,Casa Pia,Samuel Obeng,samuel-obeng,S. Obeng,F,20,183,624,M,950142,EUR,863654400,F,77,77,False,8.0,8.0,,,0.0,4.0,4.0,4.0,4.0,1.0,1.0,,,,45.0,12.0,6.6,,0.00177019,1,,,,3.0,4.0,,1.0,,,0.0973,,1.0,,,,,,,,1.0,,,,,,,,,,,,
