match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_totalClearance,stat_interceptionWon,stat_challengeLost,stat_accurateCross,stat_totalContest,stat_wonContest,player_lastName,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
14429542,home,Al-Okhdood,Samuel Portugal,samuel,Samuel,G,94,188.0,451,M,552170,EUR,764899200,G,94,94,False,26.0,16.0,15.0,5.0,0.0,12.0,12.0,4.0,14.0,5.0,1.0,1.0,1.0,90.0,33.0,5.9,11.0,0.00136735,0.4995,0,-1.6359,0.03,0.01,-0.35,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429542,home,Al-Okhdood,Mohammed Abo Abd,mohammed-abo-abd,M. A. Abd,D,21,163.0,15,M,1398850,EUR,1009324800,D,21,21,False,27.0,22.0,3.0,1.0,0.0,13.0,14.0,9.0,13.0,2.0,,,,90.0,44.0,6.2,7.0,0.0051394,,0,,-0.04,0.06,-0.59,,Mohammed Abo Abd,1.0,6.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429542,home,Al-Okhdood,Koray Günter,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,False,48.0,40.0,13.0,9.0,1.0,24.0,26.0,16.0,22.0,1.0,,,,90.0,56.0,7.6,9.0,0.00880068,,3,,0.23,0.05,-0.46,,,,4.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.2568,1.0,0.49,,,,,,,,,,,,
14429542,home,Al-Okhdood,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,16.0,14.0,3.0,2.0,0.0,11.0,12.0,3.0,4.0,,,,,41.0,20.0,6.3,2.0,0.00088114,,0,,0.03,0.0,-0.31,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,1.0,2.0,,,,,,,,,
14429542,home,Al-Okhdood,Ali Al-Salem,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,3,3,False,21.0,14.0,5.0,3.0,0.0,8.0,11.0,6.0,10.0,1.0,,,,90.0,43.0,5.9,15.0,0.014062,,1,,0.1,0.04,-0.59,,,3.0,1.0,1.0,1.0,,2.0,,,,2.0,,,1.0,,,,,,1.0,0.0097,0.2109,,-0.13,,2.0,,1.0,,,,,,,,
14429542,home,Al-Okhdood,Gökhan Gül,gokhan-gul,G. Gül,M,17,180.0,107,M,797820,EUR,900633600,M,17,17,False,15.0,12.0,1.0,1.0,1.0,8.0,8.0,4.0,7.0,2.0,,,,70.0,26.0,6.7,5.0,0.305443,,0,,0.33,-0.17,-0.22,,,4.0,2.0,1.0,,,,,,1.0,4.0,1.0,,,,,1.0,,,3.0,,,2.0,,,,2.0,1.0,2.0,,,,,,,
14429542,home,Al-Okhdood,Mohammed Petros,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,6,6,False,59.0,49.0,5.0,3.0,0.0,26.0,29.0,23.0,30.0,8.0,,,,90.0,72.0,7.0,12.0,0.0162997,,0,,0.19,0.14,-0.22,,,,10.0,6.0,3.0,,2.0,3.0,2.0,,6.0,,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,,,,,
14429542,home,Al-Okhdood,Christian Bassogog,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,23.0,19.0,2.0,,0.0,12.0,12.0,7.0,11.0,7.0,,,,89.0,42.0,7.4,9.0,0.248265,,1,,0.28,0.12,0.53,,,2.0,5.0,,,,2.0,4.0,,,2.0,,1.0,,,,1.0,,,,0.023,,2.0,-0.08,,1.0,1.0,,1.0,2.0,1.0,,1.0,,,
14429542,home,Al-Okhdood,Juan Pedroza,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,28.0,22.0,1.0,1.0,0.0,13.0,16.0,9.0,12.0,4.0,,,,90.0,48.0,6.5,12.0,0.0450984,,0,,0.02,-0.28,-0.13,,,5.0,5.0,4.0,,,1.0,1.0,2.0,,4.0,,,,,,,,,1.0,,,3.0,,,,2.0,,1.0,1.0,,,,,,
14429542,home,Al-Okhdood,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,13.0,12.0,,,0.0,2.0,2.0,10.0,11.0,,,,,89.0,23.0,6.5,7.0,0.0583269,,0,,0.11,0.08,-0.17,,,5.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14429542,home,Al-Okhdood,Blaž Kramer,blaz-kramer,B. Kramer,F,99,191.0,607,M,804405,EUR,833587200,F,9,9,False,8.0,5.0,,,0.0,4.0,4.0,1.0,4.0,1.0,,,,90.0,21.0,6.8,9.0,0.00038557,,3,,-0.11,0.04,0.0,,,1.0,4.0,,,,3.0,2.0,1.0,2.0,6.0,,,1.0,2.0,1.0,,,,3.0,0.7624,0.9644,,0.29,,1.0,,,,,,,2.0,1.0,,
14429542,home,Al-Okhdood,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,True,20.0,12.0,6.0,,0.0,11.0,13.0,1.0,7.0,,,,,49.0,29.0,6.4,9.0,0.00041754,,1,,-0.05,0.03,0.18,,,1.0,3.0,1.0,1.0,,,1.0,2.0,1.0,3.0,,1.0,,,,1.0,,,1.0,0.0122,,,-0.01,,3.0,,,,,,,,,,
14429542,home,Al-Okhdood,Saleh Al Abbas,saleh-al-abbas,S. A. Abbas,F,14,177.0,52,M,989766,EUR,797904000,F,14,14,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,,20.0,5.0,6.6,2.0,0.00170756,,0,,0.06,0.0,0.13,,,,2.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
14429542,home,Al-Okhdood,Saleh Al-Harthi,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,20,20,True,6.0,6.0,,,0.0,1.0,1.0,5.0,5.0,,,,,1.0,7.0,,1.0,0.011812,,0,,,,,,Saleh Al-Harthi,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14429542,home,Al-Okhdood,Abdulaziz Al Hatila,abdulaziz-al-hatila,A. A. Hatila,M,12,175.0,27,M,1521660,EUR,895363200,M,12,12,True,7.0,7.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,,,,,1.0,7.0,,,0.0220803,,0,,,,,,Abdulaziz Al Hatila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429542,home,Al-Okhdood,Rakan Najjar,rakan-najjar,R. Najjar,G,1,187.0,31,M,869271,EUR,801792000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429542,home,Al-Okhdood,Hussain Al Zabdani,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,Hussain Al Zabdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
