match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalClearance,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_wonContest,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_bigChanceMissed,player_firstName,stat_penaltyWon,player_lastName,stat_penaltyFaced,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded
14025065,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,31.0,28.0,9.0,6.0,0.0,25.0,25.0,3.0,6.0,3.0,1.0,1.0,90.0,34.0,7.0,3.0,0.00232419,0.0712,0,0.1446,0.09,0.0,0.13,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025065,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,36.0,33.0,2.0,2.0,1.0,15.0,15.0,18.0,21.0,1.0,,,64.0,57.0,10.0,7.0,0.0514317,,3,,0.32,0.02,0.0,,2.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,0.8134,1.6665,2.0,0.62,,,,,,,,,,,,,,,,,,,,
14025065,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,123.0,118.0,7.0,5.0,0.0,94.0,95.0,24.0,28.0,4.0,,,90.0,130.0,7.5,5.0,0.0142536,,0,,0.31,0.14,0.16,,2.0,1.0,3.0,,,,,,,1.0,,,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
14025065,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,103.0,94.0,6.0,4.0,0.0,64.0,67.0,30.0,36.0,4.0,,,90.0,113.0,7.4,10.0,0.0146632,,1,,0.14,0.22,0.25,,3.0,1.0,4.0,,,,1.0,,,1.0,,,0.0402,,,-0.18,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
14025065,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,False,23.0,20.0,2.0,2.0,2.0,10.0,10.0,10.0,13.0,1.0,,,64.0,45.0,7.3,9.0,0.0102307,,3,,0.08,-0.06,0.16,,,2.0,2.0,,2.0,,1.0,,,,,,0.3919,,2.0,-0.59,,,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,
14025065,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,21.0,20.0,,,0.0,2.0,2.0,18.0,19.0,1.0,,,38.0,28.0,7.0,3.0,0.0487934,,2,,0.22,0.23,0.15,,,,2.0,,,,1.0,,,,1.0,1.0,0.0521,,,-0.17,,1.0,,,,,2.0,,,1.0,True,,,,,,,,,
14025065,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,martin_zubimendi,966837,EUR,917913600,M,36,36,False,81.0,72.0,3.0,1.0,0.0,40.0,40.0,32.0,41.0,5.0,,,90.0,95.0,7.0,10.0,0.0171541,,1,,0.03,0.23,0.18,,1.0,2.0,5.0,,1.0,,1.0,,,1.0,2.0,1.0,0.0175,,,-0.04,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,
14025065,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,65.0,63.0,2.0,1.0,1.0,43.0,43.0,20.0,22.0,3.0,,,90.0,75.0,8.1,5.0,0.53635,,0,,0.71,0.49,-0.04,,,2.0,1.0,,1.0,,,,,,,,,,3.0,,,,1.0,,,2.0,4.0,1.0,1.0,,,3.0,,,,,,,,
14025065,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,15.0,13.0,,,0.0,2.0,2.0,11.0,13.0,4.0,,,53.0,27.0,7.6,6.0,0.0296259,,1,,-0.13,0.34,0.13,,,2.0,1.0,,2.0,,,1.0,1.0,,,,0.1057,0.2583,2.0,0.52,,1.0,,,,2.0,2.0,,,,,2.0,,,,,,,,
14025065,home,Arsenal,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,VGyökeres,804508,EUR,896918400,F,14,14,False,9.0,4.0,,,0.0,1.0,2.0,3.0,7.0,3.0,,,90.0,24.0,8.8,10.0,0.0277999,,3,,0.01,0.15,0.16,,4.0,4.0,6.0,,3.0,,1.0,2.0,2.0,,,,1.2839,0.85,,0.71,2.0,2.0,1.0,1.0,,3.0,,,1.0,,,,1.0,,,,,,,
