match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_totalContest,stat_wonContest,stat_accurateCross,stat_totalOffside,stat_errorLeadToAShot,player_firstName,player_lastName,player_sofascoreId,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10913359,home,Al-Fayha,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185,824,M,139455,EUR,606441600,F,9,9,False,43.0,35.0,8.0,5.0,8.0,8.0,29.0,40.0,4.0,,,,90.0,72.0,7.3,19.0,3,5.0,7.0,9.0,2.0,1.0,2.0,1.0,6.0,1.0,,,1.0,4.0,3.0,,1.0,3.0,1.0,4.0,3.0,2.0,2.0,,,,,,,,,,
10913359,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170,16,M,921767,EUR,927158400,D,2,2,True,19.0,17.0,2.0,1.0,14.0,16.0,3.0,3.0,5.0,,,,46.0,23.0,6.2,3.0,0,,2.0,2.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,
10913359,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176,22,M,990187,EUR,733536000,M,8,8,True,27.0,23.0,1.0,1.0,5.0,6.0,18.0,25.0,3.0,,,,45.0,38.0,6.9,9.0,1,4.0,,3.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,
10913359,home,Al-Fayha,Mohammed Majrashi,mohammed-majrashi,M. Majrashi,F,20,180,7,M,160931,EUR,674697600,F,19,19,True,15.0,13.0,,,2.0,3.0,11.0,12.0,1.0,,,,45.0,25.0,6.4,5.0,1,,6.0,2.0,,,1.0,1.0,1.0,,1.0,,,3.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,
10913359,home,Al-Fayha,Milan Pavkov,milan-pavkov,M. Pavkov,F,50,193,372,M,804183,EUR,760752000,F,23,23,True,5.0,2.0,1.0,,,,2.0,5.0,,,,,21.0,8.0,6.4,4.0,1,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
10913359,home,Al-Fayha,Mohammed Abusabaan,mohammed-abusabaan,M. Abusabaan,M,,176,2,M,232202,EUR,632793600,M,66,66,True,9.0,8.0,2.0,2.0,,1.0,8.0,8.0,1.0,,,,10.0,9.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,home,Al-Fayha,Moslem Al-Freej,moslem-al-freej,M. Al-Freej,G,1,188,5,M,818636,EUR,517968000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Moslem,Al-Freej,,,,,,,
10913359,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187,20,M,879649,EUR,896140800,D,98,98,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,home,Al-Fayha,Abdullah Al Shamekh,abdullah-al-shamekh,A. Al Shamekh,D,,176,10,M,792279,EUR,738547200,D,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,home,Al-Fayha,Saud Zidan,saud-zidan,S. Zidan,M,14,167,29,M,1084266,EUR,941846400,M,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Saud Zidan,,,,,,,,
10913359,away,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188,626,M,39427,EUR,537494400,G,34,34,False,20.0,11.0,12.0,3.0,8.0,8.0,3.0,12.0,9.0,1.0,,,90.0,24.0,6.8,9.0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170,81,M,818813,EUR,777772800,D,33,33,False,39.0,32.0,4.0,2.0,21.0,24.0,11.0,15.0,2.0,,,,89.0,62.0,6.7,11.0,1,,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,
10913359,away,Al-Ittihad,Ahmed Hegazy,ahmed-hegazy,A. Hegazy,D,26,194,4623,M,159653,EUR,664761600,D,26,26,False,32.0,28.0,9.0,7.0,19.0,21.0,9.0,11.0,2.0,,,,90.0,44.0,7.8,4.0,0,,3.0,6.0,6.0,,3.0,2.0,,,1.0,True,,2.0,3.0,,,,,,,,,,,,ahmedhegazy6,3.0,,,,,
10913359,away,Al-Ittihad,Ahmed Sharahili,ahmed-sharahili,A. Sharahili,D,20,184,296,M,794331,EUR,768355200,D,20,20,False,46.0,37.0,5.0,4.0,33.0,39.0,4.0,7.0,4.0,,,,90.0,51.0,8.0,9.0,1,,,5.0,1.0,,2.0,1.0,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,,
10913359,away,Al-Ittihad,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175,114,M,893197,EUR,816998400,D,95,95,False,35.0,30.0,,,20.0,23.0,10.0,12.0,11.0,,,,90.0,56.0,7.2,12.0,0,,3.0,7.0,1.0,,2.0,2.0,1.0,,2.0,,,,1.0,,1.0,,,5.0,4.0,,,,,,,,,,,,
10913359,away,Al-Ittihad,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,19,19,False,52.0,49.0,4.0,2.0,35.0,36.0,14.0,17.0,9.0,,,,90.0,58.0,6.6,6.0,0,1.0,7.0,,,,,,,,3.0,,1.0,1.0,,,,,2.0,,,,,,,,,2.0,,,,,
10913359,away,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176,241,M,1048371,EUR,1016150400,M,14,14,False,24.0,22.0,,,13.0,14.0,9.0,10.0,3.0,,,,71.0,34.0,6.5,3.0,0,,6.0,3.0,1.0,4.0,2.0,,,,1.0,,3.0,1.0,1.0,,,,1.0,,,,,,Awad Al Nashri,,,,,,,,
10913359,away,Al-Ittihad,Hélder Costa,helder-costa,H. Costa,F,,178,550,,138891,EUR,758332800,M,17,17,False,36.0,27.0,3.0,,14.0,16.0,13.0,21.0,7.0,,,,83.0,52.0,6.6,15.0,1,1.0,4.0,7.0,1.0,,,,1.0,4.0,,,,,1.0,1.0,,,3.0,3.0,2.0,,,,,,,,,,,,
10913359,away,Al-Ittihad,Igor Coronado,igor-coronado,I. Coronado,M,77,170,5336,M,152098,EUR,714096000,M,10,10,False,52.0,46.0,6.0,3.0,22.0,23.0,27.0,37.0,3.0,,,,90.0,74.0,8.1,16.0,0,8.0,6.0,5.0,,1.0,,,2.0,3.0,1.0,,3.0,,,,3.0,,1.0,3.0,2.0,3.0,,,,,igor_coronado,,,,2.0,2.0,
10913359,away,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176,1742,M,797619,EUR,660960000,M,90,90,False,37.0,32.0,1.0,1.0,19.0,21.0,13.0,16.0,7.0,,,,90.0,55.0,8.4,10.0,3,,6.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,,2.0,1.0,,,1.0,,,3.0,1.0,,1.0,,,,,,3.0,2.0,,,1.0
10913359,away,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182,11081,M,826961,EUR,661392000,F,9,9,False,27.0,19.0,,,9.0,12.0,10.0,15.0,5.0,,,,90.0,41.0,7.7,15.0,1,,10.0,7.0,,,1.0,,2.0,3.0,3.0,,2.0,1.0,1.0,1.0,3.0,,1.0,5.0,2.0,,,,,,abderrazak_hamdallah,,,,1.0,2.0,
10913359,away,Al-Ittihad,Omar Hawsawi,omar-hawsawi,O. Hawsawi,D,,184,54,M,350072,EUR,496627200,D,5,5,True,6.0,5.0,,,4.0,5.0,1.0,1.0,,,,,19.0,8.0,6.6,1.0,0,,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174,531,M,872275,EUR,801964800,M,24,24,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,11.0,5.0,6.6,1.0,1,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
10913359,away,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173,417,M,894437,EUR,921196800,D,13,13,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,,,,1.0,4.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Abdullah Al-Jadani,abdullah-al-jadani,A. Al-Jadani,G,30,183,41,M,818618,EUR,686707200,G,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176,29,M,882132,EUR,850521600,D,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172,241,M,791417,EUR,763344000,F,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Haroune Camara,haroune-camara,H. Camara,F,70,187,2967,M,926730,EUR,883612800,F,70,70,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Mohammed Al-Saiari,mohammed-al-saiari,M. Al-Saiari,F,70,174,26,M,828525,EUR,736300800,F,80,80,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913359,away,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,9,179,1132,M,1474689,EUR,1076976000,M,36,36,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
