match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalCross,stat_wonContest,stat_wasFouled,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed
14083126,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,True,36.0,23.0,21.0,8.0,0.0,19.0,21.0,4.0,15.0,2.0,11.0,1.0,2.0,6.0,1.0,1.0,1.0,90.0,51.0,7.0,13.0,0.00058922,12.607354164068,3.0,1.05,1.995,0.6151,0,-0.8209,0.0,-0.01,-0.25,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083126,home,Osasuna,Flavien Boyomo,boyomo-flavien,F. Boyomo,D,22,181,2526,M,1067582,EUR,1002412800,D,22,22,False,,31.0,28.0,,,0.0,17.0,18.0,11.0,13.0,5.0,1.0,,,,,,,78.0,48.0,6.3,6.0,0.00272396,112.60610531835,13.0,13.02,21.42,,0,,-0.02,0.04,-0.25,,,,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
14083126,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,,54.0,42.0,12.0,8.0,0.0,26.0,30.0,16.0,24.0,6.0,5.0,,,,,,,90.0,70.0,7.6,13.0,0.154416,81.256324906956,11.0,48.195,13.965,,3,,0.4,0.05,-0.52,,,,5.0,4.0,5.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.5487,0.584,2.0,0.5,,,,,,,,
14083126,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,,28.0,25.0,2.0,1.0,0.0,22.0,24.0,3.0,4.0,2.0,,,,,,,,61.0,33.0,6.4,3.0,0.00227066,64.135568119049,9.0,17.01,9.24,,0,,0.06,0.02,-0.13,,,,,1.0,1.0,,,,1.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,
14083126,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,,32.0,20.0,4.0,1.0,0.0,7.0,8.0,13.0,24.0,3.0,2.0,,,,,,,71.0,56.0,6.7,19.0,0.0120773,40.709023882223,7.0,5.145,7.77,,0,,0.04,0.02,-0.04,,,,,1.0,3.0,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,5.0,1.0,,,,,,
14083126,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,,36.0,26.0,1.0,,0.0,14.0,20.0,12.0,16.0,,,,,,,,,90.0,47.0,6.9,12.0,0.0558504,70.097277883936,9.0,4.725,11.655,,0,,0.18,0.02,-0.07,,,,7.0,4.0,8.0,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,1.0,,,,,
14083126,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,,35.0,27.0,3.0,1.0,0.0,11.0,14.0,16.0,21.0,1.0,5.0,,,,,,,78.0,43.0,6.5,10.0,0.0112899,104.21128292886,13.0,24.255,10.5,,1,,0.15,0.09,-0.16,,,,,2.0,1.0,2.0,,,1.0,,,1.0,,,,,,2.0,,0.0892,,,-0.11,,,,,,,,
14083126,home,Osasuna,Abel Bretones,abel-bretones,A. Bretones,D,23,188,428,M,1010165,EUR,966816000,M,23,23,False,,30.0,22.0,4.0,1.0,0.0,10.0,13.0,12.0,17.0,2.0,5.0,,,,,,,90.0,55.0,6.4,13.0,0.019174,151.36909835481,13.0,64.785,48.615,,2,,0.04,0.08,-0.12,,,,,1.0,,,,1.0,,,,2.0,,,,,,2.0,,0.0709,,,-0.22,2.0,,,,,,,
14083126,home,Osasuna,Victor Muñoz,victor-munoz,V. Muñoz,F,21,173,8442,M,1145642,EUR,1058054400,F,21,21,False,,25.0,22.0,,,0.0,9.0,9.0,13.0,16.0,1.0,2.0,,,,,,,78.0,47.0,6.3,16.0,0.183127,173.89675338863,17.0,83.475,39.27,,2,,0.1,0.26,0.21,,,,,12.0,3.0,,3.0,8.0,,,1.0,1.0,,1.0,,,,1.0,3.0,0.0476,,,0.0,4.0,3.0,,,,,,
14083126,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,9,9,False,,16.0,13.0,,,0.0,3.0,4.0,10.0,12.0,,3.0,,,,,,,90.0,31.0,6.5,7.0,0.0110001,62.344457930127,9.0,16.8,7.665,,3,,0.08,0.29,0.13,,,,4.0,11.0,8.0,,1.0,2.0,1.0,,8.0,2.0,1.0,,,,,2.0,1.0,0.2658,0.0341,1.0,-0.46,,1.0,2.0,1.0,,,,
14083126,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,F,10,10,False,,33.0,28.0,4.0,2.0,1.0,11.0,12.0,17.0,21.0,,3.0,,,,,,,90.0,57.0,7.5,14.0,0.231443,152.83058283676,16.0,45.045,23.94,,1,,0.37,0.1,0.16,,,,1.0,9.0,6.0,,2.0,4.0,2.0,1.0,4.0,,1.0,,,,,2.0,,0.1147,0.1372,6.0,0.01,5.0,1.0,2.0,,3.0,1.0,,
14083126,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,True,,20.0,17.0,4.0,2.0,0.0,4.0,7.0,13.0,13.0,,3.0,,,,,,,29.0,25.0,6.4,4.0,0.0154473,17.257872834156,3.0,-8.4,2.205,,2,,-0.05,-0.01,-0.05,,,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,0.2025,0.1542,,-0.09,1.0,,,,,,,
14083126,home,Osasuna,Iñigo Arguibide,inigo-arguibide,I. Arguibide,D,41,178,53,M,1495856,EUR,1113868800,D,41,41,True,,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,,,,,,16.0,8.0,4.8,2.0,0.00299068,,,,,,0,,0.0,,-0.21,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,
14083126,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,5,5,True,,2.0,2.0,2.0,2.0,0.0,,,2.0,2.0,2.0,,,,,,,,12.0,7.0,6.4,,0.00021729,6.800810613449,1.0,-0.105,-0.105,,0,,0.01,0.0,-0.09,,,,,3.0,1.0,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,
14083126,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,12.0,3.0,6.4,1.0,0.00047105,,,,,,0,,0.03,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,budimir_ante,
14083126,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,True,,3.0,3.0,,,0.0,,,3.0,3.0,,,,,,,,,12.0,6.0,6.4,3.0,0.00147589,35.756692549199,3.0,19.215,24.99,,0,,-0.01,0.02,0.0,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,
14083126,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083126,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083126,home,Osasuna,Asier Osambela,asier-osambela,A. Osambela,M,29,186,85,M,1399702,EUR,1099094400,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083126,home,Osasuna,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1503,M,352544,EUR,792288000,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083126,away,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,,35.0,20.0,20.0,5.0,0.0,17.0,22.0,3.0,13.0,3.0,7.0,,3.0,4.0,2.0,1.0,1.0,90.0,48.0,6.6,15.0,0.00051115,59.979261222353,9.0,-5.355,3.885,0.1935,0,-0.0905,0.07,0.0,-0.16,0.23,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14083126,away,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176,6479,M,1116388,EUR,1027382400,D,2,2,False,,44.0,36.0,7.0,3.0,0.0,17.0,18.0,19.0,26.0,2.0,6.0,,,,,,,90.0,68.0,7.2,12.0,0.0101298,58.514556103197,12.0,-15.645,4.725,,1,,0.0,0.05,-0.15,,Jon Aramburu,,3.0,1.0,11.0,1.0,,,8.0,5.0,,,1.0,,,,1.0,1.0,,0.0446,0.0362,,-0.07,2.0,,,,,,ElBufalo,
14083126,away,Real Sociedad,Jon Martin,vicente-jon-martin,J. Martin,D,31,185,1209,M,1466116,EUR,1145750400,D,31,31,False,,47.0,44.0,3.0,2.0,0.0,27.0,28.0,17.0,19.0,9.0,4.0,,,,,,,90.0,60.0,6.8,3.0,0.0056315,232.43733468925,22.0,-150.465,7.245,,1,,0.17,0.13,0.17,,Jon Martín,,6.0,6.0,6.0,,,,,,5.0,1.0,,,,1.0,2.0,,2.0,0.0472,,,-0.29,,,,,,,,
14083126,away,Real Sociedad,Duje Ćaleta-Car,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,16,16,False,,62.0,51.0,9.0,2.0,0.0,40.0,42.0,11.0,20.0,9.0,1.0,,,,,,,90.0,81.0,7.3,11.0,0.00521601,96.808201098497,17.0,-9.24,7.455,,1,,0.07,0.03,-0.04,,,,7.0,1.0,12.0,,,,3.0,3.0,,1.0,,,,,1.0,,1.0,0.0429,,,-0.04,,,2.0,,,,,
14083126,away,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,3,3,False,,27.0,22.0,3.0,1.0,0.0,12.0,14.0,10.0,13.0,4.0,3.0,,,,,,,75.0,50.0,6.2,11.0,0.0125539,43.193533936476,6.0,3.99,9.345,,0,,-0.11,-0.3,-0.07,,,,,5.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,2.0,2.0,,,,,,2.0,,,,1.0,,,
14083126,away,Real Sociedad,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,M,11,11,False,,21.0,16.0,1.0,1.0,0.0,1.0,2.0,15.0,19.0,,1.0,,,,,,,60.0,32.0,7.5,10.0,0.0746224,73.629671370872,11.0,-40.95,3.675,,2,,0.0,0.3,-0.06,,,,,2.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,1.0,,0.4674,0.6259,,0.49,2.0,,1.0,,,,,
14083126,away,Real Sociedad,Jon Gorrotxategi,jon-gorrotxategi,J. Gorrotxategi,M,4,177,607,M,1216309,EUR,1012608000,M,4,4,False,,51.0,45.0,1.0,,1.0,28.0,31.0,17.0,20.0,3.0,6.0,,,,,,,90.0,69.0,7.5,6.0,0.00958,157.48542876796,21.0,-60.48,3.36,,1,,0.16,0.31,0.4,,Jon Gorrotxategi,,1.0,7.0,8.0,1.0,,,4.0,3.0,5.0,,,1.0,,1.0,4.0,,1.0,0.0579,,3.0,-0.23,,,3.0,,,1.0,,
14083126,away,Real Sociedad,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,832427,EUR,852163200,M,18,18,False,,38.0,35.0,7.0,5.0,1.0,16.0,16.0,19.0,22.0,1.0,4.0,,,,,,,85.0,47.0,7.2,5.0,0.144571,94.290457958527,10.0,-17.64,6.72,,3,,0.26,-0.64,0.13,,,,,,2.0,,,,2.0,2.0,,,2.0,1.0,,,,1.0,,0.1411,0.6042,3.0,0.08,2.0,,,,1.0,,Carlos10Soler,
14083126,away,Real Sociedad,Arsen Zakharyan,arsen-zakharyan,A. Zakharyan,M,21,183,4558,M,1066045,EUR,1053907200,M,21,21,False,,21.0,17.0,,,0.0,2.0,2.0,15.0,19.0,,1.0,,,,,,,60.0,34.0,6.5,8.0,0.257487,103.13657369909,12.0,-25.935,9.135,,3,,0.23,0.16,-0.12,,Arsen Zakharyan,,,3.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,,0.0639,0.1267,3.0,-0.24,2.0,,,2.0,2.0,1.0,zaha47,
14083126,away,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,True,25.0,19.0,1.0,,1.0,8.0,9.0,11.0,16.0,1.0,3.0,,,,,,,90.0,41.0,6.6,10.0,0.1308,131.60993756578,13.0,-82.845,3.465,,3,,-0.3,0.52,0.14,,,,,6.0,5.0,,,4.0,1.0,,4.0,2.0,1.0,,,,,3.0,2.0,0.4699,0.1151,3.0,-0.59,,3.0,1.0,1.0,,1.0,mikel10oyar,2.0
