match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAGoal,stat_ownGoals,stat_totalOffside
11352638,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,41.0,20.0,26.0,6.0,14.0,17.0,6.0,24.0,2.0,1.0,2.0,90.0,44.0,6.6,21.0,0.0,0.0,0.00266859,0,0.1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352638,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,22.0,19.0,1.0,1.0,13.0,15.0,6.0,8.0,5.0,,,90.0,50.0,7.9,8.0,0.0,0.0,0.482566,0,,1.0,1.0,2.0,9.0,2.0,1.0,2.0,1.0,1.0,6.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11352638,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,36.0,31.0,3.0,1.0,20.0,23.0,11.0,13.0,3.0,,,90.0,48.0,6.9,5.0,0.0,0.0,0.00389834,0,,,,1.0,4.0,,,5.0,2.0,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,
11352638,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,41.0,33.0,4.0,,20.0,22.0,13.0,19.0,4.0,,,90.0,46.0,6.4,8.0,0.0,0.0,0.00442804,0,,,,5.0,1.0,1.0,,,1.0,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
11352638,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,21.0,17.0,,,6.0,7.0,12.0,16.0,4.0,,,90.0,45.0,6.4,9.0,0.0821,0.0,0.0604278,1,,,2.0,7.0,3.0,,,3.0,,,2.0,2.0,,1.0,1.0,,,1.0,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,,
11352638,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,34.0,27.0,3.0,1.0,14.0,18.0,13.0,16.0,3.0,,,89.0,47.0,7.0,7.0,0.0,0.0,0.0128477,0,,,,5.0,10.0,1.0,,,1.0,1.0,4.0,3.0,,5.0,,,,3.0,1.0,,,,,,1.0,,,,,,,,,
11352638,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,40.0,37.0,4.0,2.0,14.0,15.0,23.0,27.0,4.0,,,90.0,53.0,7.8,7.0,0.1393,0.3265,0.186112,2,,,2.0,4.0,5.0,,,,,,3.0,2.0,1.0,2.0,1.0,,,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,
11352638,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,24.0,20.0,2.0,2.0,6.0,6.0,14.0,18.0,2.0,,,90.0,40.0,7.9,6.0,0.0376,0.0,0.281928,1,,1.0,,7.0,8.0,3.0,1.0,,,1.0,5.0,1.0,1.0,1.0,3.0,,,3.0,,2.0,2.0,,1.0,1.0,,,,,True,,,,,
11352638,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,M,19,19,False,15.0,12.0,1.0,1.0,4.0,4.0,8.0,12.0,2.0,,,79.0,31.0,7.7,7.0,0.4164,0.4698,0.0415021,5,,1.0,1.0,4.0,5.0,,,,,,,,,1.0,1.0,,,1.0,,5.0,4.0,,2.0,2.0,,1.0,2.0,,,,,,,
11352638,home,Aston Villa,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189,9127,M,nicolozaniolo,864898,EUR,930873600,M,22,22,False,6.0,2.0,,,,2.0,2.0,4.0,3.0,,,57.0,20.0,5.9,12.0,0.0456,0.0321,0.00061661,2,,,,12.0,2.0,,,,,,1.0,1.0,,,,,,4.0,,4.0,,,4.0,1.0,1.0,,1.0,,,,,,,
