match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,description,id,isHome,incidentClass,reason,player_id,player_name,playerName,rescinded,confirmed,injury,length
14083635,FT,1.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
14083635,,,,,90,13.0,,1,,,inGamePenalty,Goalkeeper save,118569405.0,True,missed,goalkeeperSave,891511.0,Javi Puado,,,,,
14083635,,,,,90,13.0,,1,,,card,,124014927.0,False,yellow,,548848.0,Pau López,Pau López,False,,,
14083635,,,,,90,11.0,,1,,,card,,124014922.0,False,yellow,Argument,1186010.0,Valentín Gómez,Valentín Gómez,False,,,
14083635,,,,,90,10.0,,1,,,varDecision,,86967.0,True,penaltyNotAwarded,,81992.0,Leandro Cabrera,,,False,,
14083635,,,,,90,1.0,,1,,,substitution,,124696887.0,False,regular,,,,,,,False,
14083635,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,,6.0
14083635,,,,,83,,,8,,,substitution,,124696831.0,True,regular,,,,,,,False,
14083635,,,,,83,,,8,,,substitution,,124696830.0,True,regular,,,,,,,False,
14083635,,,,,77,,,14,,,substitution,,124696732.0,False,regular,,,,,,,False,
14083635,,,,,77,,,14,,,substitution,,124696731.0,False,regular,,,,,,,False,
14083635,,,,,68,,,23,,,substitution,,124696626.0,True,regular,,,,,,,False,
14083635,,,,,68,,,23,,,substitution,,124696565.0,True,regular,,,,,,,False,
14083635,,,,,68,,,23,,,substitution,,124696566.0,False,regular,,,,,,,False,
14083635,,1.0,2.0,,63,,,28,,,goal,,323948062.0,False,regular,,1011375.0,Abdessamad Ezzalzouli,,,,,
14083635,,,,,60,,,31,,,substitution,,124696458.0,True,regular,,,,,,,False,
14083635,,1.0,1.0,,54,,,37,,,goal,,323947077.0,False,regular,,887055.0,Cucho Hernández,,,,,
14083635,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
14083635,,,,,45,,,1,,,card,,124013877.0,True,yellow,Argument,891511.0,Javi Puado,Javi Puado,False,,,
14083635,,,,,45,,,1,,,card,,124013861.0,False,yellow,Argument,958380.0,Antony,Antony,False,,,
14083635,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,,4.0
14083635,,,,,33,,,13,,,card,,124013740.0,False,yellow,Foul,816763.0,Pablo Fornals,Pablo Fornals,False,,,
14083635,,,,,27,,,19,,,card,,124013649.0,True,yellow,Foul,175185.0,Pere Milla,Pere Milla,False,,,
14083635,,1.0,0.0,,15,,,31,,,goal,,323939295.0,True,regular,,826010.0,Pol Lozano,,,,,
14083635,,,,,-5,,,6,,,card,,124014935.0,False,yellow,Argument,789381.0,Chimy Ávila,Chimy Ávila,False,,,
14083635,,,,,-5,,,6,,,card,,124014915.0,False,yellow,Argument,798835.0,Giovani Lo Celso,Giovani Lo Celso,False,,,
