match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,stat_goals,stat_totalTackle,stat_totalCross,stat_accurateCross,stat_wonTackle,stat_wasFouled,captain,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_crossNotClaimed,stat_blockedScoringAttempt,stat_hitWoodwork
12764983,home,Astana,Josip Čondrić,josip-condric,J. Čondrić,G,93,193.0,94,M,282369,EUR,746409600,G,93,93,False,36.0,18.0,25.0,7.0,0.0,13.0,16.0,5.0,20.0,1.0,10.0,5.0,6.0,1.0,1.0,90.0,50.0,7.9,18.0,0.0011686,0,1.9424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764983,home,Astana,Karlo Bartolec,karlo-bartolec,K. Bartolec,D,2,179.0,179,M,359802,EUR,798336000,D,2,2,False,19.0,13.0,2.0,1.0,1.0,8.0,13.0,5.0,6.0,6.0,5.0,,,,,90.0,40.0,7.4,10.0,0.0293681,1,,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0287,0.0184,2.0,,,,,,,,,,,,,,,,,
12764983,home,Astana,Kipras Kazukolovas,kipras-kazukolovas,K. Kazukolovas,D,5,191.0,119,M,986043,EUR,974678400,D,5,5,False,37.0,33.0,6.0,2.0,0.0,32.0,33.0,1.0,4.0,5.0,3.0,,,,,90.0,48.0,6.5,6.0,0.00056352,0,,3.0,1.0,6.0,1.0,1.0,,,,,1.0,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,
12764983,home,Astana,Branimir Kalaica,branimir-kalaica,B. Kalaica,D,3,192.0,151,M,357586,EUR,896659200,D,3,3,False,41.0,36.0,7.0,3.0,0.0,36.0,38.0,,3.0,8.0,2.0,,,,,90.0,63.0,7.9,7.0,0.00029914,2,,2.0,1.0,4.0,4.0,,,,,2.0,2.0,,,0.2546,0.7436,,,,2.0,1.0,1.0,3.0,,,,,,,,,,,
12764983,home,Astana,Yan Vorogovskiy,yan-vorogovskiy,Y. Vorogovskiy,D,6,182.0,145,M,842969,EUR,839376000,D,6,6,False,33.0,22.0,4.0,,0.0,15.0,18.0,8.0,16.0,4.0,5.0,,,,,90.0,60.0,6.9,14.0,0.132307,0,,2.0,,8.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,,,3.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,
12764983,home,Astana,Max Ebong,max-ebong,M. Ebong,M,10,180.0,161,M,889009,EUR,935625600,M,7,7,False,31.0,23.0,4.0,,0.0,15.0,16.0,8.0,15.0,2.0,3.0,,,,,89.0,44.0,6.6,11.0,0.0213489,0,,,,3.0,3.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,2.0,,,,,,,
12764983,home,Astana,Aleksa Amanović,aleksa-amanovic,A. Amanović,M,45,187.0,60,M,836897,EUR,846115200,M,45,45,False,25.0,15.0,4.0,1.0,0.0,11.0,14.0,4.0,11.0,2.0,2.0,,,,,90.0,35.0,6.5,11.0,0.00340232,0,,1.0,,5.0,6.0,,1.0,,,,,,3.0,,,,,,,,,2.0,,,2.0,4.0,,,,,,,
12764983,home,Astana,Marin Tomasov,marin-tomasov,M. Tomasov,M,10,181.0,1644,M,51136,EUR,557366400,M,10,10,False,20.0,10.0,1.0,,0.0,6.0,9.0,6.0,15.0,3.0,7.0,,,,,90.0,36.0,6.7,16.0,0.149882,0,,1.0,1.0,3.0,3.0,,2.0,,,,,1.0,,,,1.0,,,,2.0,,1.0,4.0,2.0,1.0,1.0,True,2.0,,,,,
12764983,home,Astana,Nazmi Gripshi,nazmi-gripshi,N. Gripshi,M,77,176.0,270,M,842609,EUR,868060800,M,77,77,False,28.0,22.0,,,0.0,13.0,16.0,9.0,12.0,2.0,9.0,,,,,86.0,50.0,6.8,12.0,0.0131265,0,,1.0,,8.0,8.0,,8.0,3.0,,,1.0,1.0,1.0,,,,,,1.0,,,2.0,,,1.0,3.0,,,,,,,
12764983,home,Astana,Ousmane Camara,ousmane-camara,O. Camara,M,28,167.0,1034,M,822559,EUR,914803200,M,28,28,False,16.0,14.0,,,0.0,5.0,6.0,9.0,11.0,1.0,7.0,,,,,90.0,37.0,6.4,15.0,0.0438926,1,,3.0,,8.0,1.0,2.0,2.0,,,1.0,,6.0,,0.0181,0.1049,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,
12764983,home,Astana,Geoffrey Chinedu Charles,geoffrey-chinedu-charles,G. C. Charles,F,9,192.0,265,M,892708,EUR,875664000,F,9,9,False,7.0,3.0,,,0.0,1.0,1.0,2.0,6.0,5.0,,,,,,82.0,22.0,6.1,7.0,0.0136221,2,,7.0,1.0,9.0,4.0,,2.0,2.0,,,,3.0,2.0,0.2502,,,,,,,,1.0,,,1.0,,,1.0,2.0,2.0,,,
12764983,home,Astana,Ramazan Karimov,ramazan-karimov,R. Karimov,F,81,190.0,85,M,937821,EUR,928540800,F,81,81,True,3.0,1.0,,,0.0,,,1.0,3.0,,1.0,,,,,8.0,5.0,6.4,3.0,0.0002088,0,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12764983,home,Astana,Barnes Osei,barnes-osei,B. Osei,M,24,179.0,94,M,555608,EUR,789523200,F,19,19,True,5.0,4.0,,,0.0,3.0,4.0,1.0,1.0,1.0,,,,,,9.0,6.0,6.6,1.0,0.00071139,0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764983,home,Astana,Aleksandr Marochkin,aleksandr-marochkin,A. Marochkin,D,22,191.0,92,M,887350,EUR,647913600,D,22,22,True,,,,,0.0,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764983,home,Astana,Aleksandr Zarutskiy,aleksandr-zarutskiy,A. Zarutskiy,G,1,193.0,301,M,991896,EUR,746323200,G,55,55,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
