match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_accurateCross,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals
10411545,home,Juventus,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,1,1,False,16.0,15.0,5.0,4.0,15.0,15.0,1.0,2.0,2.0,2.0,9.0,2.0,2.0,1.0,90.0,26.0,6.8,1.0,0.0,0.0,5.163e-05,0,-0.1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411545,home,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4940,M,FedericoGatti,1128063,EUR,898646400,D,15,15,False,42.0,34.0,3.0,1.0,18.0,20.0,22.0,2.0,3.0,,3.0,,,,90.0,47.0,6.3,10.0,0.0,0.0,0.011382,0,,Federico Gatti,,16.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411545,home,Juventus,Bremer,bremer,Bremer,D,3,188,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,33.0,29.0,3.0,2.0,18.0,19.0,14.0,4.0,4.0,3.0,10.0,,,,82.0,41.0,6.7,6.0,0.0,0.0,0.00451594,0,,,,11.0,2.0,3.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10411545,home,Juventus,Danilo,danilo,Danilo,D,13,184,15175,M,Danilo,124992,EUR,679536000,D,6,6,False,60.0,51.0,9.0,5.0,25.0,28.0,32.0,1.0,4.0,3.0,10.0,,,,90.0,79.0,7.3,10.0,0.2945,0.0,0.0322725,2,,,,26.0,1.0,3.0,2.0,,2.0,2.0,3.0,,,True,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
10411545,home,Juventus,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11319,M,cuadrado,47743,EUR,580608000,M,11,11,False,48.0,42.0,6.0,5.0,11.0,13.0,36.0,,9.0,2.0,6.0,,,,90.0,79.0,7.3,11.0,0.0301,0.2471,0.0391959,1,,,,31.0,1.0,6.0,2.0,,5.0,3.0,,3.0,2.0,,,,,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,
10411545,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,40.0,35.0,2.0,1.0,12.0,12.0,29.0,2.0,6.0,2.0,8.0,,,,90.0,56.0,7.2,8.0,0.0744,0.178,0.0339103,3,,,,23.0,1.0,3.0,,,3.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,
10411545,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,46.0,38.0,2.0,2.0,15.0,16.0,31.0,,3.0,1.0,5.0,,,,90.0,57.0,6.8,11.0,0.0347,0.0,0.0296349,1,,,,23.0,,5.0,,,2.0,1.0,,1.0,4.0,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,
10411545,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,17,17,False,23.0,19.0,1.0,1.0,8.0,9.0,21.0,,3.0,1.0,2.0,,,,63.0,42.0,6.8,11.0,0.0,0.0,0.0333362,0,,,,14.0,,3.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,7.0,3.0,2.0,,3.0,,,,,
10411545,home,Juventus,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,ÁDiMaría,30027,EUR,571795200,F,22,22,False,32.0,28.0,4.0,3.0,3.0,3.0,31.0,,3.0,,2.0,,,,63.0,44.0,6.9,10.0,0.2153,0.0,0.0656362,1,,,,25.0,2.0,5.0,2.0,1.0,1.0,,,3.0,,,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,
10411545,home,Juventus,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40294,M,FedeChiesa,845386,EUR,877737600,F,7,7,False,26.0,20.0,1.0,,3.0,5.0,26.0,,2.0,,3.0,,,,90.0,48.0,6.3,18.0,0.1432,0.0,0.0775423,4,,,,17.0,1.0,9.0,2.0,3.0,1.0,,,2.0,1.0,,1.0,3.0,,,,5.0,3.0,1.0,,,,,,,
