match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_wonContest,stat_interceptionWon,player_firstName,stat_outfielderBlock,player_lastName,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goals
12437692,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,26.0,22.0,8.0,4.0,0.0,20.0,20.0,2.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,6.5,4.0,0.00049773,0,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437692,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,57.0,50.0,2.0,2.0,0.0,28.0,29.0,24.0,33.0,,7.0,1.0,4.0,2.0,,,,,90.0,86.0,7.1,13.0,0.181855,2,,5.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.024,3.0,,,,,,,,,,,,,,,
12437692,home,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193,816,M,,996928,EUR,1014681600,D,15,15,False,49.0,46.0,5.0,2.0,0.0,34.0,35.0,12.0,14.0,2.0,4.0,2.0,3.0,,,,,,90.0,61.0,6.7,5.0,0.0085235,1,,,,5.0,8.0,,1.0,1.0,1.0,1.0,2.0,3.0,0.0568,,1.0,2.0,,,,,,,,,,,,,
12437692,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,54.0,53.0,6.0,6.0,0.0,35.0,36.0,18.0,18.0,,2.0,3.0,7.0,,,,,,90.0,65.0,7.3,1.0,0.00674319,0,,,,,1.0,1.0,2.0,,,,,,,,2.0,2.0,Cristhian Mosquera,2.0,,,,,,,,,,,
12437692,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,False,31.0,28.0,2.0,1.0,0.0,11.0,12.0,18.0,23.0,1.0,5.0,1.0,3.0,2.0,,,,,69.0,60.0,6.8,13.0,0.180532,0,,4.0,1.0,2.0,9.0,1.0,4.0,,1.0,,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,
12437692,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,16,16,False,29.0,22.0,2.0,1.0,0.0,7.0,8.0,15.0,28.0,,3.0,,4.0,,,,,,90.0,45.0,6.5,18.0,0.0982002,1,,7.0,,1.0,4.0,,3.0,,1.0,,1.0,,0.0203,1.0,2.0,,,,,2.0,,1.0,,,,,,,
12437692,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,M,6,6,False,36.0,28.0,5.0,2.0,0.0,15.0,17.0,13.0,19.0,,1.0,1.0,1.0,,,,,,69.0,40.0,6.6,8.0,0.00769384,0,,,,1.0,4.0,,,,1.0,1.0,,3.0,,,,1.0,,1.0,,,,,,,,,,,
12437692,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,77.0,70.0,10.0,8.0,0.0,20.0,22.0,51.0,68.0,2.0,3.0,,3.0,,,,,,90.0,95.0,8.0,19.0,0.104455,2,,13.0,1.0,1.0,4.0,1.0,,1.0,1.0,,,2.0,0.0396,2.0,,1.0,,,,,,,True,1.0,0.105,,,,
12437692,home,Valencia,Luis Rioja,luis-rioja,L. Rioja,M,11,173,860,M,,900433,EUR,750729600,M,22,22,False,29.0,22.0,2.0,1.0,0.0,4.0,5.0,19.0,32.0,,4.0,,3.0,2.0,,,,,82.0,49.0,6.6,17.0,0.047865,2,,8.0,1.0,1.0,7.0,2.0,3.0,2.0,1.0,1.0,,1.0,0.372,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,
12437692,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,F,10,10,False,40.0,36.0,3.0,1.0,0.0,3.0,3.0,35.0,40.0,,4.0,1.0,4.0,1.0,,,,,82.0,57.0,7.0,9.0,0.0527594,0,,3.0,2.0,1.0,5.0,1.0,2.0,,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,
