match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,captain,stat_wonTackle,stat_aerialWon,stat_fouls,player_sofascoreId,stat_goalAssist,stat_shotOffTarget,stat_penaltyConceded,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_penaltyWon
10835046,home,FC Groningen,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195.0,102,M,583506,EUR,849571200,G,20,20,False,33.0,29.0,11.0,7.0,27.0,28.0,2.0,5.0,6.0,2.0,1.0,1.0,90.0,36.0,5.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835046,home,FC Groningen,Liam van Gelderen,,,liam-van-gelderen,L. v. Gelderen,D,4,178.0,172,M,910049,EUR,985305600,D,19,19,False,80.0,69.0,13.0,5.0,19.0,19.0,51.0,64.0,6.0,,,,90.0,108.0,6.3,19.0,0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10835046,home,FC Groningen,Thijmen Blokzijl,Thijmen Blokzijl,,thijmen-blokzijl,T. Blokzijl,D,3,181.0,298,M,1121401,EUR,1109289600,D,42,42,False,103.0,88.0,14.0,9.0,35.0,37.0,53.0,66.0,10.0,,,,90.0,112.0,7.0,15.0,1,,,1.0,2.0,,,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10835046,home,FC Groningen,Mike te Wierik,,,mike-te-wierik,M. t. Wierik,D,23,191.0,47,M,127554,EUR,707961600,D,5,5,False,58.0,57.0,7.0,7.0,33.0,33.0,24.0,25.0,2.0,,,,52.0,65.0,6.9,1.0,0,,,1.0,2.0,,,,,2.0,1.0,,,1.0,1.0,,,2.0,True,1.0,,,,,,,,,,,,,
10835046,home,FC Groningen,Isak Dybvik Määttä,,,isak-dybvik-maatta,I. D. Määttä,F,25,188.0,289,M,980915,EUR,1000857600,D,18,18,False,44.0,33.0,5.0,4.0,15.0,20.0,18.0,26.0,10.0,,,,90.0,69.0,6.3,22.0,0,2.0,,3.0,5.0,,,2.0,1.0,,1.0,6.0,,,,,,1.0,,1.0,3.0,3.0,,,,,,,,,,,
10835046,home,FC Groningen,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181.0,5721,M,899651,EUR,885340800,M,34,34,False,27.0,22.0,4.0,3.0,12.0,14.0,10.0,13.0,5.0,,,,45.0,34.0,6.3,7.0,0,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,0ratmangoen,,,,,,,,,,
10835046,home,FC Groningen,Neraysho Kasanwirjo,,,neraysho-kasanwirjo,N. Kasanwirjo,D,21,185.0,417,M,961678,EUR,1013990400,M,21,21,False,15.0,9.0,4.0,3.0,2.0,4.0,8.0,12.0,3.0,,,,45.0,25.0,6.4,10.0,0,1.0,1.0,3.0,3.0,,2.0,,,,,2.0,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
10835046,home,FC Groningen,Thom van Bergen,Thom van Bergen,,thom-van-bergen,T. v. Bergen,F,26,180.0,457,M,1413536,EUR,1073347200,M,55,55,False,27.0,17.0,,,4.0,5.0,13.0,22.0,4.0,,,,90.0,39.0,5.8,15.0,1,,,9.0,3.0,,2.0,2.0,,,,1.0,1.0,2.0,3.0,,,,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,
10835046,home,FC Groningen,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189.0,1459,M,1121400,EUR,1065225600,M,40,40,False,37.0,26.0,7.0,3.0,10.0,11.0,16.0,28.0,6.0,,,,90.0,64.0,6.2,22.0,5,2.0,,6.0,4.0,,4.0,3.0,3.0,,,4.0,,1.0,2.0,2.0,,,,,1.0,,,1.0,2.0,,2.0,1.0,,,,,
10835046,home,FC Groningen,Tomáš Suslov,,,tomas-suslov,T. Suslov,F,10,175.0,1258,M,964154,EUR,1023408000,M,7,7,False,12.0,9.0,3.0,3.0,3.0,3.0,6.0,12.0,1.0,,,,45.0,31.0,6.5,13.0,1,3.0,,3.0,5.0,,1.0,3.0,1.0,,,4.0,4.0,,,,,,,,,,,,,,,1.0,,,,,
